Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/30_17:55:11
PPFD	0.866250
PFD	7.505204
PFD-UV	6.537104
PFD-B	0.688001
PFD-G	0.080969
PFD-R	0.097281
PFD-FR	0.101850
RFR(600~780nm)	0.199131
CHLB(430~480nm)	0.055076
Custom3(380~780nm)	7.505204
Custom4(380~780nm)	7.505204
UV%	87.100945
B%	9.166979
G%	1.078839
R%	1.296180
FR%	1.357058
RFR%	2.653239
CHLB%	0.733835
Custom3%	100.000000
Custom4%	100.000000
R:B	0.141397
R:FR	0.955140
R:G	1.201459
B:G	8.497080
UV:B	9.501598
UV:FR	64.183662
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	0.955140
BRAT(CHLB:PFD-B)	0.080052
Ratio3	0.000000
Ratio4	0.000000
LambdaP	385.000000
LambdaPV	153.449448
LambdaD	430.000000
LUX	13.286164
IRR	2.267828
fc	1.234774
I-Time	109.000000
380nm	95.434990
381nm	113.610016
382nm	127.902115
383nm	141.645660
384nm	148.017914
385nm	153.449448
386nm	152.651382
387nm	150.090530
388nm	142.193695
389nm	132.434509
390nm	119.447968
391nm	105.963127
392nm	91.946999
393nm	79.575981
394nm	68.290146
395nm	59.243713
396nm	51.061062
397nm	44.592045
398nm	38.446186
399nm	33.380352
400nm	28.434181
401nm	24.340277
402nm	20.455347
403nm	17.387310
404nm	14.638986
405nm	12.552525
406nm	10.750098
407nm	9.297126
408nm	8.047335
409nm	6.949788
410nm	6.015282
411nm	5.152096
412nm	4.436897
413nm	3.754114
414nm	3.241739
415nm	2.749153
416nm	2.385969
417nm	2.046514
418nm	1.802846
419nm	1.585522
420nm	1.422622
421nm	1.271427
422nm	1.134279
423nm	1.016349
424nm	0.912124
425nm	0.843725
426nm	0.789701
427nm	0.715962
428nm	0.638591
429nm	0.575639
430nm	0.518602
431nm	0.507242
432nm	0.492809
433nm	0.468746
434nm	0.446746
435nm	0.428170
436nm	0.418709
437nm	0.417961
438nm	0.396281
439nm	0.363080
440nm	0.353833
441nm	0.351382
442nm	0.354199
443nm	0.354767
444nm	0.303134
445nm	0.265227
446nm	0.287038
447nm	0.291475
448nm	0.259802
449nm	0.252884
450nm	0.274588
451nm	0.268409
452nm	0.243932
453nm	0.250140
454nm	0.266863
455nm	0.248205
456nm	0.226275
457nm	0.244278
458nm	0.254253
