Wavelength(nm)	PFD(umol m-2 s-1)
380	0.303154
381	0.361838
382	0.408426
383	0.453497
384	0.475136
385	0.493854
386	0.492561
387	0.485553
388	0.461195
389	0.430649
390	0.389418
391	0.346341
392	0.301298
393	0.261425
394	0.224919
395	0.195619
396	0.169028
397	0.147986
398	0.127911
399	0.111336
400	0.095076
401	0.081591
402	0.068739
403	0.058575
404	0.049438
405	0.042497
406	0.036485
407	0.031631
408	0.027446
409	0.023761
410	0.020616
411	0.017701
412	0.015281
413	0.012961
414	0.011219
415	0.009537
416	0.008297
417	0.007134
418	0.006300
419	0.005553
420	0.004995
421	0.004475
422	0.004001
423	0.003594
424	0.003233
425	0.002998
426	0.002812
427	0.002556
428	0.002285
429	0.002064
430	0.001864
431	0.001828
432	0.001780
433	0.001697
434	0.001621
435	0.001557
436	0.001526
437	0.001527
438	0.001451
439	0.001332
440	0.001301
441	0.001295
442	0.001309
443	0.001314
444	0.001125
445	0.000987
446	0.001070
447	0.001089
448	0.000973
449	0.000949
450	0.001033
451	0.001012
452	0.000922
453	0.000947
454	0.001013
455	0.000944
456	0.000863
457	0.000933
458	0.000973
459	0.000868
460	0.000815
461	0.000873
462	0.000905
463	0.000906
464	0.000895
465	0.000876
466	0.000929
467	0.001005
468	0.001036
469	0.001057
470	0.000986
471	0.000936
472	0.000960
473	0.000967
474	0.000941
475	0.000927
476	0.000923
477	0.000874
478	0.000803
479	0.000841
480	0.000900
481	0.000939
482	0.000953
483	0.000831
484	0.000767
485	0.000830
486	0.000871
487	0.000889
488	0.000849
489	0.000778
490	0.000868
491	0.000998
492	0.000912
493	0.000830
494	0.000806
495	0.000776
496	0.000731
497	0.000719
498	0.000741
499	0.000758
500	0.000772
501	0.000726
502	0.000668
503	0.000643
504	0.000642
505	0.000756
506	0.000823
507	0.000804
508	0.000808
509	0.000834
510	0.000847
511	0.000855
512	0.000873
513	0.000887
514	0.000820
515	0.000759
516	0.000714
517	0.000764
518	0.000930
519	0.000890
520	0.000732
521	0.000778
522	0.000862
523	0.000744
524	0.000655
525	0.000678
526	0.000729
527	0.000822
528	0.000803
529	0.000708
530	0.000689
531	0.000689
532	0.000666
533	0.000662
534	0.000735
535	0.000798
536	0.000847
537	0.000810
538	0.000717
539	0.000778
540	0.000875
541	0.000878
542	0.000871
543	0.000825
544	0.000801
545	0.000805
546	0.000760
547	0.000689
548	0.000769
549	0.000865
550	0.000869
551	0.000881
552	0.000910
553	0.000873
554	0.000773
555	0.000823
556	0.000928
557	0.000934
558	0.000912
559	0.000783
560	0.000707
561	0.000708
562	0.000776
563	0.000884
564	0.000833
565	0.000768
566	0.000800
567	0.000817
568	0.000802
569	0.000842
570	0.000924
571	0.000855
572	0.000756
573	0.000817
574	0.000838
575	0.000756
576	0.000734
577	0.000767
578	0.000888
579	0.001034
580	0.001009
581	0.000960
582	0.000846
583	0.000793
584	0.000797
585	0.000785
586	0.000770
587	0.000890
588	0.000987
589	0.001025
590	0.000961
591	0.000810
592	0.000882
593	0.000998
594	0.000872
595	0.000756
596	0.000661
597	0.000679
598	0.000775
599	0.000825
600	0.000857
601	0.000819
602	0.000809
603	0.000844
604	0.000902
605	0.000971
606	0.000885
607	0.000820
608	0.000857
609	0.000843
610	0.000778
611	0.000767
612	0.000774
613	0.000844
614	0.000854
615	0.000754
616	0.000784
617	0.000889
618	0.000897
619	0.000930
620	0.001070
621	0.001120
622	0.001088
623	0.001027
624	0.000932
625	0.000619
626	0.000538
627	0.000790
628	0.000890
629	0.000930
630	0.000907
631	0.000891
632	0.000887
633	0.000919
634	0.000970
635	0.001076
636	0.001167
637	0.001209
638	0.001052
639	0.000750
640	0.000862
641	0.000984
642	0.000987
643	0.000969
644	0.000933
645	0.000898
646	0.000870
647	0.000873
648	0.000877
649	0.000880
650	0.000920
651	0.000941
652	0.000864
653	0.000832
654	0.000836
655	0.000877
656	0.000914
657	0.000919
658	0.000972
659	0.001062
660	0.000880
661	0.000717
662	0.000678
663	0.000773
664	0.000953
665	0.000964
666	0.000999
667	0.001094
668	0.001129
669	0.001129
670	0.000997
671	0.000977
672	0.001119
673	0.001084
674	0.001034
675	0.001226
676	0.001227
677	0.001043
678	0.001025
679	0.001042
680	0.001095
681	0.001210
682	0.001358
683	0.001168
684	0.001153
685	0.001406
686	0.001235
687	0.001025
688	0.001232
689	0.001216
690	0.001019
691	0.001061
692	0.001118
693	0.001175
694	0.001079
695	0.000990
696	0.001312
697	0.001323
698	0.001062
699	0.000949
700	0.000919
701	0.001031
702	0.001103
703	0.001135
704	0.001029
705	0.001019
706	0.001079
707	0.001195
708	0.001197
709	0.001033
710	0.001009
711	0.000999
712	0.000946
713	0.000931
714	0.000947
715	0.001067
716	0.001061
717	0.000947
718	0.001291
719	0.001382
720	0.001087
721	0.001143
722	0.001262
723	0.001382
724	0.001196
725	0.000941
726	0.000882
727	0.000899
728	0.000975
729	0.001219
730	0.001108
731	0.000685
732	0.001169
733	0.001498
734	0.001627
735	0.001304
736	0.001125
737	0.001255
738	0.001120
739	0.001074
740	0.001335
741	0.001497
742	0.001583
743	0.001528
744	0.001666
745	0.001727
746	0.001273
747	0.001334
748	0.001497
749	0.001167
750	0.001114
751	0.001132
752	0.000860
753	0.000963
754	0.001209
755	0.001218
756	0.001470
757	0.001725
758	0.001365
759	0.001151
760	0.001062
761	0.001218
762	0.001480
763	0.001728
764	0.001736
765	0.001744
766	0.001733
767	0.001664
768	0.001354
769	0.001127
770	0.001295
771	0.001598
772	0.001768
773	0.001620
774	0.001614
775	0.001524
776	0.001285
777	0.001612
778	0.001714
779	0.001562
780	0.001574
