Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/30_17:29:43
PPFD	12.930727
PFD	13.110021
PFD-UV	0.017886
PFD-B	0.076322
PFD-G	0.086721
PFD-R	12.767683
PFD-FR	0.161406
RFR(600~780nm)	12.929090
CHLB(430~480nm)	0.036936
Custom3(380~780nm)	13.110021
Custom4(380~780nm)	13.110021
UV%	0.136434
B%	0.582164
G%	0.661485
R%	97.388756
FR%	1.231165
RFR%	98.619911
CHLB%	0.281742
Custom3%	100.000000
Custom4%	100.000000
R:B	167.287613
R:FR	79.102936
R:G	147.227463
B:G	0.880086
UV:B	0.234356
UV:FR	0.110817
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	79.102936
BRAT(CHLB:PFD-B)	0.483956
Ratio3	0.000000
Ratio4	0.000000
LambdaP	655.000000
LambdaPV	99.240974
LambdaD	642.000000
LUX	186.294281
IRR	2.412407
fc	17.313595
I-Time	131.000000
380nm	0.324068
381nm	0.313199
382nm	0.313614
383nm	0.314867
384nm	0.286353
385nm	0.265671
386nm	0.296849
387nm	0.313720
388nm	0.287281
389nm	0.274408
390nm	0.285043
391nm	0.279752
392nm	0.257481
393nm	0.245952
394nm	0.241509
395nm	0.243555
396nm	0.248103
397nm	0.253152
398nm	0.258295
399nm	0.240466
400nm	0.224792
401nm	0.243403
402nm	0.257608
403nm	0.254588
404nm	0.257061
405nm	0.270908
406nm	0.275961
407nm	0.270192
408nm	0.263728
409nm	0.256741
410nm	0.256402
411nm	0.258971
412nm	0.256735
413nm	0.253446
414nm	0.263671
415nm	0.272643
416nm	0.255369
417nm	0.241870
418nm	0.243610
419nm	0.241793
420nm	0.232627
421nm	0.229555
422nm	0.233799
423nm	0.225166
424nm	0.207350
425nm	0.216693
426nm	0.236932
427nm	0.239605
428nm	0.239042
429nm	0.208469
430nm	0.181755
431nm	0.192776
432nm	0.206411
433nm	0.228238
434nm	0.235477
435nm	0.218521
436nm	0.210053
437nm	0.209697
438nm	0.204835
439nm	0.197493
440nm	0.195848
441nm	0.195821
442nm	0.217830
443nm	0.239599
444nm	0.217356
445nm	0.198973
446nm	0.197383
447nm	0.194274
448nm	0.188008
449nm	0.184642
450nm	0.184630
451nm	0.183410
452nm	0.181398
453nm	0.176992
454nm	0.171767
455nm	0.171174
456nm	0.171660
457nm	0.187851
458nm	0.200554
459nm	0.196737
460nm	0.185460
461nm	0.158312
462nm	0.152389
