Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/30_17:34:54
PPFD	126.554436
PFD	127.942268
PFD-UV	0.136790
PFD-B	0.552869
PFD-G	0.645550
PFD-R	125.356018
PFD-FR	1.251052
RFR(600~780nm)	126.607056
CHLB(430~480nm)	0.264579
Custom3(380~780nm)	127.942268
Custom4(380~780nm)	127.942268
UV%	0.106916
B%	0.432124
G%	0.504563
R%	97.978569
FR%	0.977825
RFR%	98.956398
CHLB%	0.206796
Custom3%	100.000000
Custom4%	100.000000
R:B	226.737274
R:FR	100.200478
R:G	194.184860
B:G	0.856431
UV:B	0.247419
UV:FR	0.109340
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	100.200478
BRAT(CHLB:PFD-B)	0.478557
Ratio3	0.000000
Ratio4	0.000000
LambdaP	657.000000
LambdaPV	854.096252
LambdaD	642.000000
LUX	1699.738770
IRR	23.463572
fc	157.968292
I-Time	15.000000
380nm	2.397230
381nm	2.670191
382nm	2.484587
383nm	2.251247
384nm	2.301461
385nm	2.342561
386nm	2.323316
387nm	2.279255
388nm	2.160074
389nm	2.050529
390nm	1.957686
391nm	1.963926
392nm	2.075812
393nm	1.938500
394nm	1.636808
395nm	1.761381
396nm	2.050372
397nm	2.066743
398nm	2.031703
399nm	1.742947
400nm	1.476142
401nm	1.567287
402nm	1.613868
403nm	1.486249
404nm	1.566009
405nm	2.075082
406nm	2.308042
407nm	2.201291
408nm	2.136911
409nm	2.104281
410nm	2.043629
411nm	1.970719
412nm	1.782725
413nm	1.569523
414nm	1.757333
415nm	1.943618
416nm	1.812160
417nm	1.711112
418nm	1.732813
419nm	1.731052
420nm	1.680820
421nm	1.751943
422nm	1.968703
423nm	1.927616
424nm	1.702637
425nm	1.617223
426nm	1.587809
427nm	1.657357
428nm	1.745142
429nm	1.480090
430nm	1.238949
431nm	1.265198
432nm	1.286018
433nm	1.289826
434nm	1.389117
435nm	1.646761
436nm	1.747446
437nm	1.698122
438nm	1.647021
439nm	1.594941
440nm	1.610474
441nm	1.645188
442nm	1.636127
443nm	1.614100
444nm	1.423877
445nm	1.283568
446nm	1.360422
447nm	1.367300
448nm	1.228729
449nm	1.219774
450nm	1.360681
451nm	1.311026
452nm	1.136322
453nm	1.152370
454nm	1.233784
455nm	1.056738
456nm	0.858853
457nm	1.051290
458nm	1.233619
459nm	1.368080
460nm	1.393596
461nm	1.187320
462nm	1.090377
463nm	1.118611
464nm	1.253518
465nm	1.455516
466nm	1.405289
467nm	1.276572
468nm	1.449296
469nm	1.636549
470nm	1.613245
471nm	1.594561
472nm	1.592637
473nm	1.573063
474nm	1.523376
475nm	1.529770
476nm	1.587047
477nm	1.479928
478nm	1.295529
479nm	1.398319
480nm	1.556846
481nm	1.417983
482nm	1.316893
483nm	1.427256
484nm	1.486016
485nm	1.433478
486nm	1.382149
487nm	1.332133
488nm	1.308408
489nm	1.299298
490nm	1.150044
491nm	0.967420
492nm	1.033225
493nm	1.108433
494nm	1.200436
495nm	1.221255
496nm	1.084123
497nm	1.058755
498nm	1.153943
499nm	1.237338
500nm	1.314465
501nm	1.330009
502nm	1.332572
503nm	1.315046
504nm	1.270196
505nm	1.098091
506nm	0.980723
507nm	0.963146
508nm	0.955468
509nm	0.956458
510nm	1.124452
511nm	1.359495
512nm	1.227715
513nm	1.063882
514nm	1.026003
515nm	1.003600
516nm	1.024429
517nm	1.044763
518nm	1.064491
519nm	1.071150
520nm	1.070390
521nm	1.166136
522nm	1.279486
523nm	1.256329
524nm	1.216745
525nm	1.115667
526nm	1.054110
527nm	1.050638
528nm	1.001314
529nm	0.921506
530nm	1.103771
531nm	1.352435
532nm	1.102797
533nm	0.908772
534nm	0.947725
535nm	1.009517
536nm	1.105668
537nm	1.063055
538nm	0.929095
539nm	0.903895
540nm	0.906602
541nm	1.044709
542nm	1.108427
543nm	0.914796
544nm	0.832072
545nm	0.893649
546nm	1.032228
547nm	1.212878
548nm	1.104183
549nm	0.971490
550nm	1.114764
551nm	1.181083
552nm	1.062720
553nm	1.078586
554nm	1.221724
555nm	1.319442
556nm	1.400731
557nm	1.113145
558nm	0.897477
559nm	1.079785
560nm	1.195783
561nm	1.215599
562nm	1.223293
563nm	1.224056
564nm	1.174456
565nm	1.125235
566nm	1.151361
567nm	1.184643
568nm	1.232374
569nm	1.316743
570nm	1.429133
571nm	1.354210
572nm	1.238947
573nm	1.244244
574nm	1.255247
575nm	1.280665
576nm	1.260362
577nm	1.198898
578nm	1.203443
579nm	1.229901
580nm	1.386822
581nm	1.526537
582nm	1.618652
583nm	1.655076
584nm	1.639235
585nm	1.693188
586nm	1.765263
587nm	1.705192
588nm	1.721472
589nm	1.936152
590nm	2.089625
591nm	2.190078
592nm	2.362886
593nm	2.553867
594nm	2.738109
595nm	2.937304
596nm	3.168093
597nm	3.494106
598nm	3.887157
599nm	4.242732
600nm	4.604240
601nm	5.052558
602nm	5.724040
603nm	6.735994
604nm	7.618592
605nm	8.437330
606nm	9.575230
607nm	10.745059
608nm	11.961778
609nm	13.285150
610nm	14.714062
611nm	16.545256
612nm	18.500507
613nm	20.640284
614nm	22.990267
615nm	25.723948
616nm	28.712530
617nm	31.843349
618nm	35.270443
619nm	38.928944
620nm	43.314171
621nm	48.056862
622nm	53.132011
623nm	59.003853
624nm	65.148262
625nm	72.007996
626nm	79.309013
627nm	87.236702
628nm	96.217026
629nm	105.637932
630nm	116.148865
631nm	127.316826
632nm	139.834610
633nm	153.490540
634nm	167.796707
635nm	184.329620
636nm	201.675812
637nm	220.948761
638nm	241.913635
639nm	264.089233
640nm	289.506042
641nm	316.165436
642nm	345.903656
643nm	377.637268
644nm	411.006805
645nm	447.869934
646nm	485.710846
647nm	525.428406
648nm	566.565369
649nm	608.932251
650nm	651.170593
651nm	692.975037
652nm	733.165710
653nm	769.880127
654nm	803.657593
655nm	827.633911
656nm	846.842834
657nm	854.096252
658nm	851.298279
659nm	840.874329
660nm	814.604980
661nm	782.536560
662nm	738.404602
663nm	687.343140
664nm	631.954590
665nm	570.474182
666nm	509.016693
667nm	448.009033
668nm	390.441101
669nm	334.843994
670nm	287.486053
671nm	244.100586
672nm	206.513779
673nm	175.185501
674nm	146.765335
675nm	124.875748
676nm	105.553101
677nm	88.706917
678nm	75.838066
679nm	64.353226
680nm	55.334385
681nm	47.318813
682nm	39.912529
683nm	34.747360
684nm	29.870819
685nm	25.438923
686nm	22.421322
687nm	19.815157
688nm	17.246349
689nm	15.155021
690nm	13.449585
691nm	12.082220
692nm	10.696916
693nm	9.237514
694nm	8.532506
695nm	8.060047
696nm	7.322533
697nm	6.546523
698nm	5.736902
699nm	5.511125
700nm	5.254325
701nm	4.863434
702nm	4.419165
703nm	3.934498
704nm	3.332585
705nm	3.200820
706nm	3.415067
707nm	3.222239
708nm	3.110509
709nm	3.120201
710nm	2.897685
711nm	2.725241
712nm	2.837760
713nm	2.806491
714nm	2.653459
715nm	2.056512
716nm	1.956381
717nm	2.279811
718nm	2.603868
719nm	2.707001
720nm	2.491438
721nm	2.457188
722nm	2.413490
723nm	2.266833
724nm	2.279370
725nm	2.317775
726nm	2.209491
727nm	2.214723
728nm	2.281510
729nm	2.284339
730nm	2.171011
731nm	1.956390
732nm	1.922998
733nm	2.039166
734nm	2.335806
735nm	2.032521
736nm	1.893686
737nm	2.121322
738nm	2.255752
739nm	2.279788
740nm	2.100614
741nm	2.009144
742nm	1.991502
743nm	2.114679
744nm	2.296807
745nm	2.363050
746nm	1.948712
747nm	1.889470
748nm	1.949247
749nm	1.882566
750nm	1.924401
751nm	2.073461
752nm	2.494078
753nm	2.564090
754nm	2.477702
755nm	2.493884
756nm	2.564844
757nm	2.600584
758nm	2.316190
759nm	2.372614
760nm	2.581601
761nm	2.719890
762nm	2.648606
763nm	2.517844
764nm	2.525387
765nm	2.565172
766nm	2.638942
767nm	2.781102
768nm	2.689636
769nm	2.588849
770nm	2.649385
771nm	2.935143
772nm	3.006416
773nm	2.568367
774nm	2.531618
775nm	2.414124
776nm	2.101671
777nm	2.056141
778nm	2.361403
779nm	2.983573
780nm	2.904628
CCT	0.000000
Duv	0.656578
x	0.700504
y	0.282320
u'	0.561883
v'	0.509518
deltax	0.700504
deltay	0.282320
deltau'	0.561883
deltav'	0.509518
Purity	94.764618
CRI	0.000000
R1	0.000000
R2	0.000000
R3	0.000000
R4	0.000000
R5	0.000000
R6	0.000000
R7	0.000000
R8	0.000000
R9	0.000000
R10	0.000000
R11	0.000000
R12	0.000000
R13	0.000000
R14	0.000000
R15	0.000000
