Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/30_17:35:28
PPFD	12.062182
PFD	12.237298
PFD-UV	0.017971
PFD-B	0.073816
PFD-G	0.084650
PFD-R	11.903716
PFD-FR	0.157146
RFR(600~780nm)	12.060861
CHLB(430~480nm)	0.036382
Custom3(380~780nm)	12.237298
Custom4(380~780nm)	12.237298
UV%	0.146853
B%	0.603208
G%	0.691738
R%	97.274048
FR%	1.284152
RFR%	98.558197
CHLB%	0.297304
Custom3%	100.000000
Custom4%	100.000000
R:B	161.261230
R:FR	75.749619
R:G	140.622620
B:G	0.872018
UV:B	0.243453
UV:FR	0.114358
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	75.749619
BRAT(CHLB:PFD-B)	0.492871
Ratio3	0.000000
Ratio4	0.000000
LambdaP	656.000000
LambdaPV	92.367081
LambdaD	643.000000
LUX	172.232101
IRR	2.251420
fc	16.006701
I-Time	141.000000
380nm	0.318632
381nm	0.284127
382nm	0.281887
383nm	0.283285
384nm	0.283538
385nm	0.283866
386nm	0.284682
387nm	0.285579
388nm	0.286721
389nm	0.281781
390nm	0.266300
391nm	0.260033
392nm	0.263588
393nm	0.262214
394nm	0.257587
395nm	0.260221
396nm	0.265656
397nm	0.269288
398nm	0.272581
399nm	0.279472
400nm	0.285473
401nm	0.279949
402nm	0.274729
403nm	0.270695
404nm	0.264945
405nm	0.255646
406nm	0.258158
407nm	0.275200
408nm	0.265984
409nm	0.237093
410nm	0.246328
411nm	0.272241
412nm	0.274022
413nm	0.270518
414nm	0.257135
415nm	0.243046
416nm	0.227159
417nm	0.214781
418nm	0.216564
419nm	0.221685
420nm	0.233703
421nm	0.233397
422nm	0.218303
423nm	0.201675
424nm	0.183953
425nm	0.192327
426nm	0.211172
427nm	0.213684
428nm	0.213186
429nm	0.203818
430nm	0.196392
431nm	0.206707
432nm	0.214682
433nm	0.215323
434nm	0.217237
435nm	0.221264
436nm	0.212963
437nm	0.192880
438nm	0.194793
439nm	0.208813
440nm	0.210795
441nm	0.209363
442nm	0.213159
443nm	0.217142
444nm	0.215309
445nm	0.213284
446nm	0.210426
447nm	0.206549
448nm	0.200552
449nm	0.197254
450nm	0.197077
451nm	0.195813
452nm	0.193836
453nm	0.190506
454nm	0.186714
455nm	0.170439
456nm	0.153529
457nm	0.167437
458nm	0.178493
459nm	0.176043
460nm	0.171816
461nm	0.163807
462nm	0.167567
463nm	0.184800
464nm	0.189696
465nm	0.186832
466nm	0.182956
467nm	0.178766
468nm	0.199104
469nm	0.218229
470nm	0.185020
471nm	0.160220
472nm	0.165928
473nm	0.174072
474nm	0.186373
475nm	0.192893
476nm	0.194167
477nm	0.185010
478nm	0.170949
479nm	0.162702
480nm	0.155583
481nm	0.161795
482nm	0.168872
483nm	0.180337
484nm	0.180544
485nm	0.156466
486nm	0.145970
487nm	0.150243
488nm	0.143686
489nm	0.131108
490nm	0.147442
491nm	0.170660
492nm	0.170401
493nm	0.166651
494nm	0.145542
495nm	0.138500
496nm	0.162672
497nm	0.161925
498nm	0.134299
499nm	0.123984
500nm	0.122872
501nm	0.140600
502nm	0.162276
503nm	0.157364
504nm	0.153905
505nm	0.157218
506nm	0.158366
507nm	0.155565
508nm	0.155999
509nm	0.159266
510nm	0.161781
511nm	0.163996
512nm	0.152273
513nm	0.140236
514nm	0.143552
515nm	0.148523
516nm	0.158116
517nm	0.161506
518nm	0.157316
519nm	0.159070
520nm	0.164199
521nm	0.149263
522nm	0.130728
523nm	0.143893
524nm	0.154841
525nm	0.157491
526nm	0.158857
527nm	0.158333
528nm	0.148021
529nm	0.131200
530nm	0.115339
531nm	0.099721
532nm	0.112875
533nm	0.128780
534nm	0.155504
535nm	0.168667
536nm	0.161427
537nm	0.158062
538nm	0.157248
539nm	0.158007
540nm	0.158869
541nm	0.142591
542nm	0.131879
543nm	0.140427
544nm	0.145457
545nm	0.145909
546nm	0.149043
547nm	0.153643
548nm	0.154706
549nm	0.156501
550nm	0.174032
551nm	0.182739
552nm	0.170269
553nm	0.164328
554nm	0.164576
555nm	0.163876
556nm	0.162833
557nm	0.180357
558nm	0.191441
559nm	0.169791
560nm	0.156950
561nm	0.156887
562nm	0.156926
563nm	0.157024
564nm	0.175409
565nm	0.193350
566nm	0.181100
567nm	0.172464
568nm	0.171125
569nm	0.167894
570nm	0.163215
571nm	0.163858
572nm	0.166040
573nm	0.173609
574nm	0.175269
575nm	0.162005
576nm	0.168761
577nm	0.193540
578nm	0.187861
579nm	0.173632
580nm	0.188092
581nm	0.199155
582nm	0.200820
583nm	0.201417
584nm	0.201013
585nm	0.199799
586nm	0.199188
587nm	0.236276
588nm	0.259706
589nm	0.247646
590nm	0.250461
591nm	0.266161
592nm	0.285638
593nm	0.304899
594nm	0.304717
595nm	0.312082
596nm	0.335399
597nm	0.365947
598nm	0.401585
599nm	0.445912
600nm	0.492570
601nm	0.545227
602nm	0.595529
603nm	0.642235
604nm	0.704934
605nm	0.775528
606nm	0.882330
607nm	0.986990
608nm	1.076861
609nm	1.198449
610nm	1.351424
611nm	1.514233
612nm	1.683349
613nm	1.901745
614nm	2.124465
615nm	2.355076
616nm	2.606352
617nm	2.869160
618nm	3.192105
619nm	3.533172
620nm	3.921804
621nm	4.341725
622nm	4.790746
623nm	5.338434
624nm	5.912878
625nm	6.520874
626nm	7.194023
627nm	7.959693
628nm	8.819311
629nm	9.718785
630nm	10.740951
631nm	11.827278
632nm	13.045420
633nm	14.431495
634nm	15.913507
635nm	17.656269
636nm	19.514009
637nm	21.652147
638nm	24.004808
639nm	26.510984
640nm	29.464380
641nm	32.586372
642nm	36.123314
643nm	39.931648
644nm	43.962486
645nm	48.445396
646nm	53.083984
647nm	58.078716
648nm	63.280167
649nm	68.660736
650nm	74.055580
651nm	79.301941
652nm	83.961792
653nm	87.804161
654nm	90.955879
655nm	92.075508
656nm	92.367081
657nm	90.734497
658nm	87.793335
659nm	83.859375
660nm	78.092461
661nm	71.809174
662nm	64.560219
663nm	57.057629
664nm	49.396641
665nm	42.250954
666nm	35.509315
667nm	29.572327
668nm	24.600967
669nm	20.126488
670nm	16.730907
671nm	13.728090
672nm	11.298585
673nm	9.408834
674nm	7.744441
675nm	6.485939
676nm	5.379014
677nm	4.418324
678nm	3.748782
679nm	3.149671
680nm	2.641229
681nm	2.240233
682nm	1.902577
683nm	1.646080
684nm	1.430796
685nm	1.279002
686nm	1.113176
687nm	0.958450
688nm	0.880635
689nm	0.803179
690nm	0.726013
691nm	0.678422
692nm	0.623051
693nm	0.549038
694nm	0.494657
695nm	0.451724
696nm	0.437151
697nm	0.428250
698nm	0.424301
699nm	0.411685
700nm	0.397818
701nm	0.382667
702nm	0.387713
703nm	0.390631
704nm	0.348230
705nm	0.332901
706nm	0.337496
707nm	0.296759
708nm	0.287995
709nm	0.325737
710nm	0.308264
711nm	0.285168
712nm	0.278467
713nm	0.276787
714nm	0.278899
715nm	0.292745
716nm	0.291185
717nm	0.276492
718nm	0.293038
719nm	0.286911
720nm	0.246846
721nm	0.305214
722nm	0.337596
723nm	0.262860
724nm	0.235839
725nm	0.232360
726nm	0.257083
727nm	0.269910
728nm	0.275267
729nm	0.275609
730nm	0.280038
731nm	0.288034
732nm	0.290698
733nm	0.300306
734nm	0.318444
735nm	0.303055
736nm	0.285859
737nm	0.270988
738nm	0.275953
739nm	0.282803
740nm	0.285806
741nm	0.298374
742nm	0.307786
743nm	0.301073
744nm	0.294352
745nm	0.292194
746nm	0.306108
747nm	0.310069
748nm	0.308671
749nm	0.302237
750nm	0.308821
751nm	0.318998
752nm	0.316860
753nm	0.318976
754nm	0.322521
755nm	0.322415
756nm	0.329567
757nm	0.332203
758nm	0.293192
759nm	0.316284
760nm	0.356953
761nm	0.337549
762nm	0.333742
763nm	0.344053
764nm	0.382227
765nm	0.392216
766nm	0.389519
767nm	0.381491
768nm	0.346627
769nm	0.332634
770nm	0.392180
771nm	0.405509
772nm	0.400775
773nm	0.381853
774nm	0.314250
775nm	0.292375
776nm	0.345228
777nm	0.350322
778nm	0.363269
779nm	0.385798
780nm	0.385742
CCT	0.000000
Duv	0.650807
x	0.694527
y	0.282440
u'	0.555597
v'	0.508369
deltax	0.694527
deltay	0.282440
deltau'	0.555597
deltav'	0.508369
Purity	93.032097
CRI	0.000000
R1	0.000000
R2	0.000000
R3	0.000000
R4	0.000000
R5	0.000000
R6	0.000000
R7	0.000000
R8	0.000000
R9	0.000000
R10	0.000000
R11	0.000000
R12	0.000000
R13	0.000000
R14	0.000000
R15	0.000000
