Wavelength(nm)	PFD(umol m-2 s-1)
380	0.000950
381	0.000925
382	0.000930
383	0.000938
384	0.000940
385	0.000943
386	0.000949
387	0.000934
388	0.000855
389	0.000818
390	0.000853
391	0.000878
392	0.000892
393	0.000842
394	0.000749
395	0.000795
396	0.000895
397	0.000856
398	0.000791
399	0.000813
400	0.000842
401	0.000905
402	0.000952
403	0.000940
404	0.000923
405	0.000893
406	0.000904
407	0.000966
408	0.000936
409	0.000837
410	0.000871
411	0.000964
412	0.000907
413	0.000816
414	0.000768
415	0.000728
416	0.000752
417	0.000773
418	0.000781
419	0.000801
420	0.000846
421	0.000847
422	0.000794
423	0.000777
424	0.000786
425	0.000788
426	0.000787
427	0.000787
428	0.000786
429	0.000754
430	0.000721
431	0.000688
432	0.000682
433	0.000758
434	0.000813
435	0.000829
436	0.000838
437	0.000838
438	0.000826
439	0.000806
440	0.000743
441	0.000666
442	0.000677
443	0.000694
444	0.000690
445	0.000698
446	0.000760
447	0.000795
448	0.000774
449	0.000763
450	0.000764
451	0.000761
452	0.000755
453	0.000744
454	0.000731
455	0.000730
456	0.000732
457	0.000718
458	0.000705
459	0.000697
460	0.000705
461	0.000747
462	0.000769
463	0.000766
464	0.000713
465	0.000629
466	0.000711
467	0.000846
468	0.000873
469	0.000886
470	0.000830
471	0.000775
472	0.000724
473	0.000710
474	0.000761
475	0.000789
476	0.000796
477	0.000811
478	0.000830
479	0.000809
480	0.000781
481	0.000806
482	0.000824
483	0.000800
484	0.000775
485	0.000748
486	0.000743
487	0.000761
488	0.000734
489	0.000682
490	0.000695
491	0.000723
492	0.000654
493	0.000590
494	0.000572
495	0.000591
496	0.000695
497	0.000726
498	0.000680
499	0.000662
500	0.000659
501	0.000679
502	0.000704
503	0.000614
504	0.000567
505	0.000724
506	0.000797
507	0.000715
508	0.000685
509	0.000701
510	0.000661
511	0.000600
512	0.000672
513	0.000755
514	0.000772
515	0.000756
516	0.000652
517	0.000621
518	0.000678
519	0.000714
520	0.000738
521	0.000734
522	0.000726
523	0.000786
524	0.000820
525	0.000759
526	0.000752
527	0.000825
528	0.000810
529	0.000735
530	0.000724
531	0.000728
532	0.000715
533	0.000714
534	0.000763
535	0.000779
536	0.000747
537	0.000688
538	0.000610
539	0.000661
540	0.000741
541	0.000667
542	0.000619
543	0.000660
544	0.000685
545	0.000688
546	0.000704
547	0.000727
548	0.000733
549	0.000737
550	0.000740
551	0.000749
552	0.000773
553	0.000785
554	0.000788
555	0.000786
556	0.000782
557	0.000789
558	0.000790
559	0.000771
560	0.000760
561	0.000761
562	0.000762
563	0.000764
564	0.000854
565	0.000942
566	0.000885
567	0.000845
568	0.000840
569	0.000825
570	0.000804
571	0.000809
572	0.000821
573	0.000859
574	0.000869
575	0.000806
576	0.000840
577	0.000964
578	0.001008
579	0.001029
580	0.001010
581	0.000998
582	0.001008
583	0.001013
584	0.001013
585	0.001082
586	0.001170
587	0.001166
588	0.001173
589	0.001211
590	0.001273
591	0.001354
592	0.001376
593	0.001393
594	0.001595
595	0.001771
596	0.001893
597	0.001992
598	0.002077
599	0.002292
600	0.002535
601	0.002810
602	0.003114
603	0.003462
604	0.003825
605	0.004197
606	0.004659
607	0.005175
608	0.005860
609	0.006501
610	0.007098
611	0.007914
612	0.008796
613	0.009740
614	0.010823
615	0.012159
616	0.013609
617	0.015124
618	0.016861
619	0.018691
620	0.020779
621	0.023040
622	0.025463
623	0.028329
624	0.031351
625	0.034757
626	0.038476
627	0.042638
628	0.047156
629	0.051843
630	0.057424
631	0.063369
632	0.070043
633	0.077572
634	0.085602
635	0.095070
636	0.105129
637	0.116571
638	0.129354
639	0.143114
640	0.159360
641	0.176498
642	0.195682
643	0.216613
644	0.238996
645	0.263719
646	0.289371
647	0.317165
648	0.345987
649	0.375714
650	0.405922
651	0.435649
652	0.463008
653	0.485757
654	0.504604
655	0.513405
656	0.517854
657	0.511844
658	0.498550
659	0.479696
660	0.450615
661	0.418305
662	0.379767
663	0.339189
664	0.297285
665	0.257249
666	0.219133
667	0.185016
668	0.155717
669	0.128895
670	0.108133
671	0.089492
672	0.073987
673	0.061633
674	0.050628
675	0.042292
676	0.035251
677	0.029467
678	0.024820
679	0.020687
680	0.017622
681	0.014979
682	0.012586
683	0.010960
684	0.009507
685	0.008325
686	0.007423
687	0.006583
688	0.005660
689	0.005001
690	0.004554
691	0.004127
692	0.003810
693	0.003706
694	0.003356
695	0.002964
696	0.002882
697	0.002744
698	0.002557
699	0.002475
700	0.002395
701	0.002308
702	0.002212
703	0.002116
704	0.002038
705	0.002022
706	0.002052
