Wavelength(nm)	PFD(umol m-2 s-1)
380	0.008472
381	0.008584
382	0.007934
383	0.007208
384	0.007388
385	0.007539
386	0.007493
387	0.007560
388	0.007972
389	0.007847
390	0.006785
391	0.006421
392	0.006807
393	0.006810
394	0.006560
395	0.006663
396	0.006904
397	0.006254
398	0.005432
399	0.005844
400	0.006237
401	0.005832
402	0.005575
403	0.005907
404	0.006206
405	0.006436
406	0.006407
407	0.006056
408	0.005851
409	0.005757
410	0.005573
411	0.005348
412	0.005947
413	0.006730
414	0.006774
415	0.006743
416	0.006302
417	0.005965
418	0.006055
419	0.006063
420	0.005901
421	0.005865
422	0.005981
423	0.005962
424	0.005844
425	0.005746
426	0.005654
427	0.005916
428	0.006244
429	0.005950
430	0.005613
431	0.005059
432	0.004806
433	0.005502
434	0.005788
435	0.005387
436	0.005451
437	0.005962
438	0.006030
439	0.005853
440	0.005403
441	0.004872
442	0.004801
443	0.004773
444	0.004744
445	0.004654
446	0.004302
447	0.004319
448	0.005105
449	0.005184
450	0.004440
451	0.004139
452	0.004130
453	0.004364
454	0.004682
455	0.005153
456	0.005613
457	0.005076
458	0.004723
459	0.005249
460	0.005359
461	0.004576
462	0.004526
463	0.005322
464	0.005283
465	0.004714
466	0.004728
467	0.004923
468	0.005035
469	0.005128
470	0.005048
471	0.005137
472	0.005842
473	0.005962
474	0.005079
475	0.004786
476	0.005031
477	0.005558
478	0.006220
479	0.005155
480	0.003748
481	0.003881
482	0.004071
483	0.004537
484	0.005003
485	0.005465
486	0.005305
487	0.004462
488	0.004147
489	0.004127
490	0.004048
491	0.003954
492	0.004249
493	0.004478
494	0.004232
495	0.004085
496	0.004164
497	0.004092
498	0.003859
499	0.003993
500	0.004325
501	0.004929
502	0.005592
503	0.004881
504	0.004397
505	0.004983
506	0.005109
507	0.004388
508	0.004057
509	0.004070
510	0.004319
511	0.004664
512	0.005239
513	0.005729
514	0.004904
515	0.004321
516	0.004419
517	0.004515
518	0.004609
519	0.004647
520	0.004653
521	0.004512
522	0.004355
523	0.004950
524	0.005330
525	0.004896
526	0.004359
527	0.003669
528	0.003596
529	0.003936
530	0.004345
531	0.004773
532	0.004354
533	0.004049
534	0.004231
535	0.004239
536	0.003986
537	0.003946
538	0.004045
539	0.004638
540	0.005338
541	0.005270
542	0.005022
543	0.004152
544	0.004095
545	0.005101
546	0.005064
547	0.004454
548	0.004387
549	0.004458
550	0.005125
551	0.005659
552	0.005867
553	0.005930
554	0.005856
555	0.005569
556	0.005204
