Wavelength(nm)	PFD(umol m-2 s-1)
380	0.001637
381	0.001663
382	0.001694
383	0.001725
384	0.001663
385	0.001605
386	0.001578
387	0.001552
388	0.001533
389	0.001517
390	0.001507
391	0.001497
392	0.001487
393	0.001495
394	0.001514
395	0.001528
396	0.001541
397	0.001636
398	0.001747
399	0.001723
400	0.001713
401	0.001909
402	0.002098
403	0.002258
404	0.002482
405	0.002841
406	0.003222
407	0.003631
408	0.004220
409	0.004945
410	0.005855
411	0.006847
412	0.008140
413	0.009504
414	0.011353
415	0.013291
416	0.015929
417	0.018692
418	0.021921
419	0.025434
420	0.029518
421	0.034049
422	0.039114
423	0.044729
424	0.050746
425	0.057613
426	0.064842
427	0.073220
428	0.081842
429	0.092130
430	0.102673
431	0.114649
432	0.126922
433	0.140006
434	0.153161
435	0.166392
436	0.178670
437	0.190033
438	0.199279
439	0.207371
440	0.211804
441	0.215204
442	0.213792
443	0.211700
444	0.205469
445	0.198520
446	0.188534
447	0.177896
448	0.165947
449	0.153766
450	0.141325
451	0.129215
452	0.117305
453	0.106492
454	0.096026
455	0.087058
456	0.078300
457	0.071236
458	0.064395
459	0.058731
460	0.053400
461	0.048809
462	0.044545
463	0.040660
464	0.037124
465	0.033803
466	0.030979
467	0.028301
468	0.026044
469	0.023850
470	0.022093
471	0.020423
472	0.019092
473	0.017876
474	0.016861
475	0.016008
476	0.015303
477	0.014736
478	0.014233
479	0.013884
480	0.013564
481	0.013541
482	0.013551
483	0.013737
484	0.014000
485	0.014429
486	0.014996
487	0.015713
488	0.016603
489	0.017592
490	0.018850
491	0.020177
492	0.021758
493	0.023403
494	0.025362
495	0.027387
496	0.029547
497	0.031902
498	0.034467
499	0.037119
500	0.039822
501	0.042738
502	0.045707
503	0.048825
504	0.051979
505	0.055263
506	0.058574
507	0.061927
508	0.065248
509	0.068545
510	0.071787
511	0.075015
512	0.078164
513	0.081301
514	0.084293
515	0.087252
516	0.090097
517	0.092834
518	0.095435
519	0.097886
520	0.100256
521	0.102556
522	0.104842
523	0.106786
524	0.108691
525	0.110427
526	0.112092
527	0.113648
528	0.115119
529	0.116535
530	0.117705
531	0.118815
532	0.119865
533	0.120902
534	0.121872
535	0.122745
536	0.123470
537	0.124150
538	0.124800
539	0.125382
540	0.125947
541	0.126364
542	0.126764
543	0.127107
544	0.127383
545	0.127572
546	0.127701
547	0.127795
548	0.127875
549	0.127951
550	0.128024
551	0.128048
552	0.127954
553	0.127928
554	0.127965
555	0.127916
556	0.127836
557	0.127668
558	0.127508
559	0.127407
560	0.127293
561	0.127162
562	0.127004
563	0.126832
564	0.126703
565	0.126566
566	0.126296
567	0.125987
568	0.125599
569	0.125272
570	0.124990
571	0.124684
572	0.124368
573	0.123990
574	0.123566
575	0.123026
576	0.122491
577	0.121961
578	0.121413
579	0.120857
580	0.120209
581	0.119573
582	0.118972
583	0.118320
584	0.117619
585	0.116880
586	0.116129
587	0.115413
588	0.114664
589	0.113836
590	0.112918
591	0.111923
592	0.111030
593	0.110154
594	0.109161
595	0.108162
596	0.107152
597	0.106124
598	0.105082
599	0.104005
600	0.102911
601	0.101757
602	0.100628
603	0.099540
604	0.098396
605	0.097221
606	0.096067
607	0.094876
608	0.093562
609	0.092327
610	0.091170
611	0.089926
612	0.088652
613	0.087334
614	0.086053
615	0.084844
616	0.083571
617	0.082260
618	0.081048
619	0.079837
620	0.078610
621	0.077344
622	0.076041
623	0.074891
624	0.073760
625	0.072525
626	0.071270
627	0.069987
628	0.068826
629	0.067710
630	0.066476
631	0.065248
632	0.064040
633	0.062891
634	0.061775
635	0.060590
636	0.059415
637	0.058287
638	0.057182
639	0.056091
640	0.054978
641	0.053873
642	0.052813
643	0.051785
644	0.050783
645	0.049693
646	0.048608
647	0.047605
648	0.046662
649	0.045770
650	0.044882
651	0.043979
652	0.043021
653	0.042104
654	0.041223
655	0.040371
656	0.039534
657	0.038740
658	0.037910
659	0.037051
660	0.036280
661	0.035537
662	0.034853
663	0.034165
664	0.033474
665	0.032602
666	0.031800
667	0.031162
668	0.030491
669	0.029807
670	0.029207
671	0.028573
672	0.027892
673	0.027291
674	0.026710
675	0.026107
676	0.025506
677	0.024908
678	0.024341
679	0.023797
680	0.023308
681	0.022765
682	0.022191
683	0.021753
684	0.021344
685	0.020982
686	0.020405
687	0.019813
688	0.019465
689	0.019085
690	0.018677
691	0.018266
692	0.017859
693	0.017465
694	0.017114
695	0.016778
696	0.016436
697	0.016062
698	0.015658
699	0.015434
700	0.015134
701	0.014664
702	0.014376
703	0.014115
704	0.013685
705	0.013374
706	0.013151
707	0.012883
708	0.012603
709	0.012308
710	0.012088
711	0.011872
712	0.011622
713	0.011367
714	0.011096
715	0.010713
716	0.010454
717	0.010301
718	0.010128
719	0.009975
720	0.009855
721	0.009633
722	0.009385
723	0.009121
724	0.008949
725	0.008791
726	0.008551
727	0.008460
728	0.008431
729	0.008091
730	0.007909
731	0.007866
732	0.007744
733	0.007566
734	0.007320
735	0.007173
736	0.007015
737	0.006826
738	0.006909
739	0.006949
740	0.006784
741	0.006658
742	0.006533
743	0.006385
744	0.006274
745	0.006186
746	0.006131
747	0.006147
748	0.006130
749	0.005849
750	0.005790
751	0.005812
752	0.005713
753	0.005728
754	0.005768
755	0.005634
756	0.005616
757	0.005641
758	0.005589
759	0.005431
760	0.005274
761	0.005368
762	0.005358
763	0.005319
764	0.005352
765	0.005183
766	0.005020
767	0.005125
768	0.004901
769	0.004699
770	0.004817
771	0.004724
772	0.004701
773	0.004906
774	0.004836
775	0.004806
776	0.004884
777	0.004705
778	0.004656
779	0.004747
780	0.004658
