Wavelength(nm)	PFD(umol m-2 s-1)
380	0.003994
381	0.003856
382	0.003909
383	0.003980
384	0.003740
385	0.003546
386	0.003663
387	0.003759
388	0.003788
389	0.003705
390	0.003425
391	0.003289
392	0.003306
393	0.003362
394	0.003444
395	0.003337
396	0.003156
397	0.003078
398	0.003020
399	0.003130
400	0.003226
401	0.003087
402	0.002980
403	0.003009
404	0.003016
405	0.002979
406	0.003122
407	0.003488
408	0.003672
409	0.003717
410	0.003686
411	0.003620
412	0.003625
413	0.003645
414	0.003548
415	0.003437
416	0.003231
417	0.003035
418	0.002888
419	0.002776
420	0.002741
421	0.002804
422	0.002984
423	0.002902
424	0.002633
425	0.002589
426	0.002635
427	0.002643
428	0.002643
429	0.002602
430	0.002571
431	0.002635
432	0.002699
433	0.002765
434	0.002712
435	0.002464
436	0.002449
437	0.002658
438	0.002630
439	0.002471
440	0.002507
441	0.002599
442	0.002686
443	0.002757
444	0.002540
445	0.002387
446	0.002523
447	0.002595
448	0.002533
449	0.002495
450	0.002484
451	0.002388
452	0.002237
453	0.002343
454	0.002538
455	0.002391
456	0.002208
457	0.002269
458	0.002339
459	0.002457
460	0.002496
461	0.002365
462	0.002280
463	0.002247
464	0.002274
465	0.002339
466	0.002363
467	0.002375
468	0.002432
469	0.002489
470	0.002493
471	0.002485
472	0.002434
473	0.002479
474	0.002689
475	0.002729
476	0.002613
477	0.002495
478	0.002375
479	0.002560
480	0.002805
481	0.002517
482	0.002286
483	0.002382
484	0.002396
485	0.002231
486	0.002163
487	0.002202
488	0.002335
489	0.002522
490	0.002314
491	0.002011
492	0.002281
493	0.002493
494	0.002245
495	0.002149
496	0.002392
497	0.002496
498	0.002451
499	0.002308
500	0.002114
501	0.002086
502	0.002095
503	0.002102
504	0.002126
505	0.002234
506	0.002235
507	0.002042
508	0.002009
509	0.002116
510	0.002188
511	0.002245
512	0.002211
513	0.002171
514	0.002178
515	0.002199
516	0.002257
517	0.002268
518	0.002221
519	0.002205
520	0.002208
521	0.001991
522	0.001741
523	0.002158
524	0.002455
525	0.002296
526	0.002157
527	0.002049
528	0.002068
529	0.002172
530	0.002193
531	0.002192
532	0.002299
533	0.002335
534	0.002077
535	0.001944
536	0.002000
537	0.002026
538	0.002032
539	0.002254
540	0.002519
541	0.002204
542	0.002010
543	0.002235
544	0.002367
545	0.002379
546	0.002247
547	0.002035
548	0.002014
549	0.002020
550	0.001973
551	0.002009
552	0.002245
553	0.002334
554	0.002285
555	0.002191
556	0.002080
557	0.002355
558	0.002544
559	0.002257
560	0.002231
561	0.002584
562	0.002456
563	0.002052
564	0.002262
565	0.002539
566	0.002541
567	0.002513
568	0.002424
569	0.002360
570	0.002316
571	0.002570
572	0.002871
573	0.002574
574	0.002453
575	0.002783
576	0.002947
577	0.002960
578	0.002773
579	0.002527
580	0.002473
581	0.002505
582	0.002779
583	0.002748
584	0.002432
585	0.002731
586	0.003201
587	0.002880
588	0.002672
589	0.002759
590	0.002846
591	0.002932
592	0.002959
593	0.002991
594	0.003348
595	0.003478
596	0.003128
597	0.003110
598	0.003326
599	0.003180
600	0.003025
601	0.003249
602	0.003417
603	0.003499
604	0.003244
605	0.002821
606	0.003364
607	0.003802
608	0.003670
609	0.003461
610	0.003174
611	0.003356
612	0.003647
613	0.003658
614	0.003669
615	0.003677
616	0.003586
617	0.003440
618	0.003507
619	0.003590
620	0.003672
621	0.003836
622	0.004075
623	0.003796
624	0.003491
625	0.003915
626	0.004206
627	0.004306
628	0.004580
629	0.004918
630	0.004943
631	0.005077
632	0.005434
633	0.005585
634	0.005617
635	0.006359
636	0.006897
637	0.006756
638	0.006760
639	0.006867
640	0.007591
641	0.008288
642	0.008660
643	0.008891
644	0.009006
645	0.009968
646	0.010893
647	0.011200
648	0.012078
649	0.013454
650	0.014247
651	0.015029
652	0.016100
653	0.017131
654	0.018127
655	0.020121
656	0.022176
657	0.023969
658	0.025678
659	0.027323
660	0.030160
661	0.032943
662	0.035255
663	0.038021
664	0.041077
665	0.044738
666	0.048734
667	0.053373
668	0.058003
669	0.062680
670	0.068349
671	0.074293
672	0.080630
673	0.087498
674	0.094688
675	0.102829
676	0.111516
677	0.120732
678	0.130955
679	0.141799
680	0.154011
681	0.166703
682	0.179717
683	0.195013
684	0.210839
685	0.227460
686	0.246245
687	0.266163
688	0.288552
689	0.311831
690	0.335847
691	0.363653
692	0.392373
693	0.422380
694	0.455152
695	0.489392
696	0.526371
697	0.565028
698	0.605168
699	0.647387
700	0.690658
701	0.735587
702	0.782776
703	0.830955
704	0.880049
705	0.929621
706	0.979582
707	1.030698
708	1.081724
709	1.132545
710	1.183507
711	1.234456
712	1.285097
713	1.336254
714	1.387758
715	1.439668
716	1.491566
717	1.543476
718	1.595040
719	1.646055
720	1.696236
721	1.742957
722	1.787673
723	1.828855
724	1.864642
725	1.896553
726	1.919562
727	1.934815
728	1.944207
729	1.939032
730	1.924704
731	1.902356
732	1.865087
733	1.819141
734	1.762761
735	1.694809
736	1.620552
737	1.537789
738	1.447355
739	1.354454
740	1.259450
741	1.164329
742	1.069551
743	0.976108
744	0.887455
745	0.802136
746	0.722956
747	0.648735
748	0.578224
749	0.514915
750	0.457423
751	0.403863
752	0.356274
753	0.314634
754	0.277014
755	0.244822
756	0.215707
757	0.189058
758	0.167048
759	0.147341
760	0.129619
761	0.115891
762	0.103813
763	0.092786
764	0.082996
765	0.074591
766	0.067148
767	0.061070
768	0.055495
769	0.050714
770	0.047538
771	0.043443
772	0.039423
773	0.035958
774	0.033820
775	0.032022
776	0.030443
777	0.027938
778	0.025801
779	0.024095
780	0.022513
