Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/30_17:42:59
PPFD	9.824894
PFD	80.833183
PFD-UV	0.070102
PFD-B	0.263723
PFD-G	0.239923
PFD-R	9.321247
PFD-FR	70.938194
RFR(600~780nm)	80.259430
CHLB(430~480nm)	0.124457
Custom3(380~780nm)	80.833183
Custom4(380~780nm)	80.833183
UV%	0.086724
B%	0.326256
G%	0.296813
R%	11.531461
FR%	87.758751
RFR%	99.290199
CHLB%	0.153968
Custom3%	100.000000
Custom4%	100.000000
R:B	35.344814
R:FR	0.131400
R:G	38.850925
B:G	1.099197
UV:B	0.265816
UV:FR	0.000988
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	0.131400
BRAT(CHLB:PFD-B)	0.471923
Ratio3	0.000000
Ratio4	0.000000
LambdaP	728.000000
LambdaPV	319.476410
LambdaD	690.000000
LUX	63.431526
IRR	13.451198
fc	5.895123
I-Time	49.000000
380nm	1.257349
381nm	1.210705
382nm	1.224193
383nm	1.243060
384nm	1.165051
385nm	1.101684
386nm	1.135276
387nm	1.162009
388nm	1.167979
389nm	1.139316
390nm	1.050636
391nm	1.006145
392nm	1.008767
393nm	1.023329
394nm	1.045768
395nm	1.010648
396nm	0.953325
397nm	0.927480
398nm	0.907570
399nm	0.938379
400nm	0.964884
401nm	0.920771
402nm	0.886908
403nm	0.893108
404nm	0.892986
405nm	0.879775
406nm	0.919773
407nm	1.025237
408nm	1.076539
409nm	1.087259
410nm	1.075378
411nm	1.053612
412nm	1.052407
413nm	1.055704
414nm	1.025251
415nm	0.990752
416nm	0.928986
417nm	0.870692
418nm	0.826412
419nm	0.792692
420nm	0.780786
421nm	0.796622
422nm	0.845752
423nm	0.820782
424nm	0.742966
425nm	0.728732
426nm	0.740009
427nm	0.740329
428nm	0.738630
429nm	0.725480
430nm	0.715245
431nm	0.731243
432nm	0.747343
433nm	0.763763
434nm	0.747666
435nm	0.677642
436nm	0.671878
437nm	0.727527
438nm	0.718309
439nm	0.673386
440nm	0.681651
441nm	0.705005
442nm	0.726927
443nm	0.744610
444nm	0.684280
445nm	0.641743
446nm	0.676622
447nm	0.694343
448nm	0.676401
449nm	0.664730
450nm	0.660313
451nm	0.633476
452nm	0.591927
453nm	0.618601
454nm	0.668652
455nm	0.628716
456nm	0.579293
457nm	0.593839
458nm	0.610968
459nm	0.640323
460nm	0.649035
461nm	0.613823
462nm	0.590424
463nm	0.580549
464nm	0.586206
465nm	0.601630
466nm	0.606572
467nm	0.608252
468nm	0.621534
469nm	0.634981
470nm	0.634554
471nm	0.631122
472nm	0.616787
473nm	0.626899
474nm	0.678717
475nm	0.687338
476nm	0.656762
477nm	0.625737
478nm	0.594500
479nm	0.639443
480nm	0.699170
481nm	0.625979
482nm	0.567269
483nm	0.590038
484nm	0.592293
485nm	0.550304
486nm	0.532458
487nm	0.540864
488nm	0.572459
489nm	0.616945
490nm	0.564896
491nm	0.489860
492nm	0.554696
493nm	0.604882
494nm	0.543653
495nm	0.519313
496nm	0.576827
497nm	0.600846
498nm	0.588736
499nm	0.553394
500nm	0.505699
501nm	0.498201
502nm	0.499167
503nm	0.499820
504nm	0.504673
505nm	0.529092
506nm	0.528378
507nm	0.481843
508nm	0.473085
509nm	0.497401
510nm	0.513203
511nm	0.525586
512nm	0.516679
513nm	0.506237
514nm	0.506898
515nm	0.510715
516nm	0.523348
517nm	0.524870
518nm	0.512814
519nm	0.508218
520nm	0.507857
521nm	0.457240
522nm	0.398978
523nm	0.493702
524nm	0.560558
525nm	0.523095
526nm	0.490524
527nm	0.465146
528nm	0.468548
529nm	0.491086
530nm	0.494874
531nm	0.493911
532nm	0.517069
533nm	0.524125
534nm	0.465309
535nm	0.434638
536nm	0.446307
537nm	0.451310
538nm	0.451924
539nm	0.500277
540nm	0.557927
541nm	0.487424
542nm	0.443640
543nm	0.492287
544nm	0.520496
545nm	0.522114
546nm	0.492222
547nm	0.445113
548nm	0.439746
549nm	0.440194
550nm	0.429218
551nm	0.436248
552nm	0.486492
553nm	0.504986
554nm	0.493375
555nm	0.472150
556nm	0.447447
557nm	0.505859
558nm	0.545371
559nm	0.483074
560nm	0.476547
561nm	0.550914
562nm	0.522747
563nm	0.435956
564nm	0.479836
565nm	0.537599
566nm	0.537046
567nm	0.530173
568nm	0.510539
569nm	0.496268
570nm	0.486098
571nm	0.538475
572nm	0.600523
573nm	0.537309
574nm	0.511220
575nm	0.578928
576nm	0.611962
577nm	0.613780
578nm	0.573840
579nm	0.522182
580nm	0.510016
581nm	0.515779
582nm	0.571143
583nm	0.563964
584nm	0.498089
585nm	0.558512
586nm	0.653473
587nm	0.586997
588nm	0.543657
589nm	0.560437
590nm	0.577010
591nm	0.593405
592nm	0.597965
593nm	0.603461
594nm	0.674193
595nm	0.699246
596nm	0.627776
597nm	0.623098
598nm	0.665441
599nm	0.635141
600nm	0.603185
601nm	0.646726
602nm	0.679011
603nm	0.694122
604nm	0.642462
605nm	0.557840
606nm	0.664146
607nm	0.749311
608nm	0.722176
609nm	0.679847
610nm	0.622483
611nm	0.657073
612nm	0.712923
613nm	0.713943
614nm	0.714778
615nm	0.715273
616nm	0.696469
617nm	0.666894
618nm	0.678792
619nm	0.693701
620nm	0.708552
621nm	0.738918
622nm	0.783715
623nm	0.728945
624nm	0.669267
625nm	0.749385
626nm	0.803756
627nm	0.821561
628nm	0.872469
629nm	0.935270
630nm	0.938633
631nm	0.962518
632nm	1.028564
633nm	1.055421
634nm	1.059889
635nm	1.198042
636nm	1.297274
637nm	1.268829
638nm	1.267523
639nm	1.285637
640nm	1.418845
641nm	1.546730
642nm	1.613654
643nm	1.654132
644nm	1.672930
645nm	1.848685
646nm	2.017116
647nm	2.070762
648nm	2.229680
649nm	2.479815
650nm	2.622087
651nm	2.761655
652nm	2.954001
653nm	3.138296
654nm	3.315789
655nm	3.674752
656nm	4.043871
657nm	4.364222
658nm	4.668262
659nm	4.959928
660nm	5.466544
661nm	5.961909
662nm	6.370683
663nm	6.860289
664nm	7.400368
665nm	8.047896
666nm	8.753488
667nm	9.572505
668nm	10.387293
669nm	11.208099
670nm	12.203549
671nm	13.244950
672nm	14.353426
673nm	15.552862
674nm	16.805889
675nm	18.223818
676nm	19.734085
677nm	21.333433
678nm	23.105791
679nm	24.982277
680nm	27.093809
681nm	29.283552
682nm	31.523418
683nm	34.156284
684nm	36.874142
685nm	39.722939
686nm	42.940849
687nm	46.346661
688nm	50.172142
689nm	54.141243
690nm	58.226418
691nm	62.955929
692nm	67.829735
693nm	72.911804
694nm	78.455719
695nm	84.236374
696nm	90.471275
697nm	96.976067
698nm	103.716499
699nm	110.793495
700nm	118.030037
701nm	125.528816
702nm	133.391525
703nm	141.400208
704nm	149.541565
705nm	157.740952
706nm	165.983032
707nm	174.397293
708nm	182.772491
709nm	191.089462
710nm	199.406799
711nm	207.698593
712nm	215.915451
713nm	224.195557
714nm	232.510803
715nm	240.870651
716nm	249.205276
717nm	257.518402
718nm	265.750854
719nm	273.869202
720nm	281.826233
721nm	289.187256
722nm	296.195557
723nm	302.599823
724nm	308.094971
725nm	312.935333
726nm	316.295685
727nm	318.370331
728nm	319.476410
729nm	318.188873
730nm	315.405060
731nm	311.316406
732nm	304.800415
733nm	296.886200
734nm	287.292908
735nm	275.842377
736nm	263.398163
737nm	249.607086
738nm	234.609955
739nm	219.253937
740nm	203.599579
741nm	187.968491
742nm	172.435013
743nm	157.158127
744nm	142.692398
745nm	128.801102
746nm	115.931366
747nm	103.890114
748nm	92.474525
749nm	82.239716
750nm	72.959953
751nm	64.331238
752nm	56.675270
753nm	49.984829
754nm	43.949852
755nm	38.790947
756nm	34.132633
757nm	29.876356
758nm	26.363317
759nm	23.222481
760nm	20.402544
761nm	18.217693
762nm	16.297621
763nm	14.547447
764nm	12.995521
765nm	11.664173
766nm	10.486571
767nm	9.524932
768nm	8.644144
769nm	7.889114
770nm	7.385422
771nm	6.740557
772nm	6.108901
773nm	5.564674
774nm	5.227067
775nm	4.942778
776nm	4.693000
777nm	4.301292
778nm	3.967160
779nm	3.700078
780nm	3.452689
CCT	0.000000
Duv	0.479281
x	0.492479
y	0.287023
u'	0.360835
v'	0.473174
deltax	0.492479
deltay	0.287023
deltau'	0.360835
deltav'	0.473174
Purity	40.745510
CRI	0.000000
R1	0.000000
R2	0.000000
R3	0.000000
R4	0.000000
R5	0.000000
R6	0.000000
R7	0.000000
R8	0.000000
R9	0.000000
R10	0.000000
R11	0.000000
R12	0.000000
R13	0.000000
R14	0.000000
R15	0.000000
