Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/30_17:41:20
PPFD	1.136426
PFD	9.050172
PFD-UV	0.011941
PFD-B	0.047014
PFD-G	0.047047
PFD-R	1.042365
PFD-FR	7.901804
RFR(600~780nm)	8.944170
CHLB(430~480nm)	0.022566
Custom3(380~780nm)	9.050172
Custom4(380~780nm)	9.050172
UV%	0.131944
B%	0.519482
G%	0.519846
R%	11.517623
FR%	87.311104
RFR%	98.828735
CHLB%	0.249345
Custom3%	100.000000
Custom4%	100.000000
R:B	22.171358
R:FR	0.131915
R:G	22.155838
B:G	0.999300
UV:B	0.253992
UV:FR	0.001511
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	0.131915
BRAT(CHLB:PFD-B)	0.479987
Ratio3	0.000000
Ratio4	0.000000
LambdaP	724.000000
LambdaPV	45.827866
LambdaD	690.000000
LUX	10.280805
IRR	1.516188
fc	0.955465
I-Time	346.000000
380nm	0.220910
381nm	0.221764
382nm	0.213493
383nm	0.204359
384nm	0.206757
385nm	0.208286
386nm	0.204068
387nm	0.197191
388nm	0.182268
389nm	0.174824
390nm	0.180340
391nm	0.180350
392nm	0.174491
393nm	0.169121
394nm	0.164074
395nm	0.164820
396nm	0.167801
397nm	0.160343
398nm	0.150916
399nm	0.154445
400nm	0.157705
401nm	0.152178
402nm	0.149700
403nm	0.159142
404nm	0.165147
405nm	0.164038
406nm	0.166070
407nm	0.171964
408nm	0.173940
409nm	0.172979
410nm	0.170433
411nm	0.167194
412nm	0.164892
413nm	0.162796
414nm	0.160826
415nm	0.158948
416nm	0.158179
417nm	0.155576
418nm	0.145567
419nm	0.140515
420nm	0.145705
421nm	0.146880
422nm	0.143237
423nm	0.141341
424nm	0.140690
425nm	0.140113
426nm	0.139565
427nm	0.132511
428nm	0.124258
429nm	0.128036
430nm	0.131271
431nm	0.127624
432nm	0.124950
433nm	0.125324
434nm	0.128091
435nm	0.134827
436nm	0.129789
437nm	0.113498
438nm	0.110682
439nm	0.115284
440nm	0.117223
441nm	0.118406
442nm	0.120749
443nm	0.123027
444nm	0.121988
445nm	0.121931
446nm	0.126150
447nm	0.128409
448nm	0.126594
449nm	0.122888
450nm	0.116996
451nm	0.112981
452nm	0.110200
453nm	0.108963
454nm	0.108256
455nm	0.108177
456nm	0.108380
457nm	0.115086
458nm	0.120655
459nm	0.120833
460nm	0.123165
461nm	0.130080
462nm	0.127288
463nm	0.113386
464nm	0.109120
465nm	0.110916
466nm	0.115238
467nm	0.120347
468nm	0.121376
469nm	0.121540
470nm	0.114722
471nm	0.110490
472nm	0.115642
473nm	0.116794
474nm	0.111121
475nm	0.110592
476nm	0.114729
477nm	0.118952
478nm	0.123215
479nm	0.118762
480nm	0.112617
481nm	0.112861
482nm	0.112781
483nm	0.110799
484nm	0.107639
485nm	0.101939
486nm	0.104220
487nm	0.115178
488nm	0.111701
489nm	0.100199
490nm	0.098595
491nm	0.099348
492nm	0.098865
493nm	0.099195
494nm	0.104656
495nm	0.107309
496nm	0.103734
497nm	0.100050
498nm	0.096249
499nm	0.097815
500nm	0.102234
501nm	0.095946
502nm	0.087412
503nm	0.089614
504nm	0.092711
505nm	0.099970
506nm	0.102194
507nm	0.095235
508nm	0.095862
509nm	0.103130
510nm	0.103467
511nm	0.101019
512nm	0.099725
513nm	0.099102
514nm	0.104763
515nm	0.107277
516nm	0.100999
517nm	0.099470
518nm	0.103743
519nm	0.103881
520nm	0.101671
521nm	0.097609
522nm	0.093352
523nm	0.099452
524nm	0.102865
525nm	0.096223
526nm	0.094869
527nm	0.101286
528nm	0.099674
529nm	0.092725
530nm	0.092844
531nm	0.094754
532nm	0.094279
533nm	0.093900
534nm	0.093939
535nm	0.094117
536nm	0.094504
537nm	0.097518
538nm	0.102262
539nm	0.099485
540nm	0.095000
541nm	0.095181
542nm	0.094597
543nm	0.091370
544nm	0.089667
545nm	0.089945
546nm	0.095193
547nm	0.103156
548nm	0.104552
549nm	0.104881
550nm	0.105192
551nm	0.104192
552nm	0.100046
553nm	0.098105
554nm	0.098254
555nm	0.096696
556nm	0.094521
557nm	0.103273
558nm	0.110347
559nm	0.107670
560nm	0.103197
561nm	0.096117
562nm	0.093578
563nm	0.093637
564nm	0.100446
565nm	0.106970
566nm	0.101220
567nm	0.098738
568nm	0.102855
569nm	0.102114
570nm	0.097656
571nm	0.104964
572nm	0.114372
573nm	0.106478
574nm	0.101707
575nm	0.104825
576nm	0.104235
577nm	0.100305
578nm	0.099919
579nm	0.100661
580nm	0.105674
581nm	0.110063
582nm	0.112727
583nm	0.113000
584nm	0.111027
585nm	0.113957
586nm	0.118132
587nm	0.111784
588nm	0.108870
589nm	0.114879
590nm	0.113092
591nm	0.104549
592nm	0.109419
593nm	0.117253
594nm	0.117182
595nm	0.116630
596nm	0.115061
597nm	0.115262
598nm	0.116709
599nm	0.115206
600nm	0.113403
601nm	0.113025
602nm	0.117469
603nm	0.129269
604nm	0.123500
605nm	0.109057
606nm	0.113862
607nm	0.119339
608nm	0.123269
609nm	0.126112
610nm	0.127877
611nm	0.128433
612nm	0.128546
613nm	0.127164
614nm	0.123522
615nm	0.115756
616nm	0.118027
617nm	0.125898
618nm	0.124005
619nm	0.121393
620nm	0.118765
621nm	0.122697
622nm	0.132731
623nm	0.129121
624nm	0.123131
625nm	0.122864
626nm	0.128401
627nm	0.142180
628nm	0.143029
629nm	0.138877
630nm	0.141004
631nm	0.143002
632nm	0.144733
633nm	0.153140
634nm	0.165361
635nm	0.166009
636nm	0.168809
637nm	0.179288
638nm	0.178607
639nm	0.169940
640nm	0.177504
641nm	0.187477
642nm	0.199729
643nm	0.208251
644nm	0.213713
645nm	0.224871
646nm	0.237684
647nm	0.253789
648nm	0.266569
649nm	0.276466
650nm	0.287410
651nm	0.299945
652nm	0.318058
653nm	0.342354
654nm	0.371872
655nm	0.391891
656nm	0.415406
657nm	0.455397
658nm	0.493016
659nm	0.528833
660nm	0.560162
661nm	0.596464
662nm	0.647760
663nm	0.708110
664nm	0.774111
665nm	0.827986
666nm	0.883522
667nm	0.943307
668nm	1.027615
