Wavelength(nm)	PFD(umol m-2 s-1)
380	0.000659
381	0.000640
382	0.000651
383	0.000666
384	0.000666
385	0.000665
386	0.000654
387	0.000650
388	0.000667
389	0.000665
390	0.000631
391	0.000612
392	0.000611
393	0.000607
394	0.000601
395	0.000599
396	0.000598
397	0.000597
398	0.000596
399	0.000602
400	0.000605
401	0.000589
402	0.000580
403	0.000603
404	0.000622
405	0.000630
406	0.000629
407	0.000616
408	0.000612
409	0.000615
410	0.000619
411	0.000624
412	0.000604
413	0.000577
414	0.000589
415	0.000601
416	0.000591
417	0.000584
418	0.000586
419	0.000586
420	0.000583
421	0.000573
422	0.000554
423	0.000546
424	0.000547
425	0.000542
426	0.000536
427	0.000531
428	0.000528
429	0.000523
430	0.000521
431	0.000538
432	0.000550
433	0.000549
434	0.000549
435	0.000551
436	0.000545
437	0.000531
438	0.000531
439	0.000538
440	0.000549
441	0.000560
442	0.000551
443	0.000540
444	0.000525
445	0.000513
446	0.000518
447	0.000522
448	0.000523
449	0.000521
450	0.000515
451	0.000502
452	0.000484
453	0.000504
454	0.000538
455	0.000513
456	0.000481
457	0.000473
458	0.000471
459	0.000492
460	0.000509
461	0.000518
462	0.000516
463	0.000502
464	0.000502
465	0.000511
466	0.000524
467	0.000539
468	0.000559
469	0.000576
470	0.000535
471	0.000502
472	0.000496
473	0.000495
474	0.000503
475	0.000503
476	0.000497
477	0.000510
478	0.000532
479	0.000524
480	0.000511
481	0.000513
482	0.000513
483	0.000501
484	0.000496
485	0.000507
486	0.000507
487	0.000497
488	0.000489
489	0.000483
490	0.000496
491	0.000514
492	0.000507
493	0.000498
494	0.000482
495	0.000472
496	0.000476
497	0.000486
498	0.000504
499	0.000504
500	0.000494
501	0.000494
502	0.000496
503	0.000503
504	0.000508
505	0.000504
506	0.000502
507	0.000504
508	0.000506
509	0.000508
510	0.000513
511	0.000521
512	0.000505
513	0.000490
514	0.000509
515	0.000521
516	0.000508
517	0.000505
518	0.000514
519	0.000514
520	0.000509
521	0.000506
522	0.000504
523	0.000516
524	0.000524
525	0.000520
526	0.000520
527	0.000527
528	0.000520
529	0.000504
530	0.000507
531	0.000515
532	0.000518
533	0.000520
534	0.000519
535	0.000520
536	0.000525
537	0.000537
538	0.000553
539	0.000561
540	0.000566
541	0.000547
542	0.000533
543	0.000535
544	0.000536
545	0.000537
546	0.000548
547	0.000565
548	0.000561
549	0.000553
550	0.000549
551	0.000549
552	0.000555
553	0.000550
554	0.000534
555	0.000541
556	0.000555
557	0.000567
558	0.000579
559	0.000589
560	0.000597
561	0.000603
562	0.000592
563	0.000573
564	0.000579
565	0.000589
566	0.000592
567	0.000594
568	0.000591
569	0.000596
570	0.000608
571	0.000613
572	0.000618
573	0.000644
574	0.000654
575	0.000625
576	0.000622
577	0.000643
578	0.000638
579	0.000625
580	0.000643
581	0.000660
582	0.000673
583	0.000665
584	0.000638
585	0.000669
586	0.000716
587	0.000724
588	0.000734
589	0.000756
590	0.000775
591	0.000793
592	0.000830
593	0.000868
594	0.000847
595	0.000838
596	0.000856
597	0.000889
598	0.000935
599	0.000962
600	0.000992
601	0.001070
602	0.001140
603	0.001196
604	0.001264
605	0.001337
606	0.001427
607	0.001518
608	0.001605
609	0.001703
610	0.001813
611	0.001993
612	0.002189
613	0.002345
614	0.002532
615	0.002777
616	0.003032
617	0.003295
618	0.003622
619	0.003967
620	0.004354
621	0.004778
622	0.005235
623	0.005815
624	0.006436
625	0.007136
626	0.007869
627	0.008645
628	0.009580
629	0.010582
630	0.011759
631	0.013002
632	0.014377
633	0.015939
634	0.017609
635	0.019533
636	0.021553
637	0.023795
638	0.026295
639	0.028983
640	0.032051
641	0.035290
642	0.038961
643	0.043008
644	0.047367
645	0.052250
646	0.057371
647	0.063089
648	0.069108
649	0.075392
650	0.081986
651	0.088590
652	0.095001
653	0.100882
654	0.106314
655	0.109880
656	0.112608
657	0.113280
658	0.112318
659	0.110109
660	0.105442
661	0.099958
662	0.092856
663	0.084951
664	0.076533
