Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/25_11:23:00
PPFD	135.427460
PFD	139.095978
PFD-UV	0.146039
PFD-B	40.630180
PFD-G	64.715797
PFD-R	30.081520
PFD-FR	3.522462
RFR(600~780nm)	33.603977
CHLB(430~480nm)	32.384350
Custom3(380~780nm)	139.095978
Custom4(380~780nm)	139.095978
UV%	0.104991
B%	29.210171
G%	46.525993
R%	21.626444
FR%	2.532396
RFR%	24.158842
CHLB%	23.282017
Custom3%	100.000000
Custom4%	100.000000
R:B	0.740374
R:FR	8.539914
R:G	0.464825
B:G	0.627825
UV:B	0.003594
UV:FR	0.041459
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	8.539914
BRAT(CHLB:PFD-B)	0.797052
Ratio3	0.000000
Ratio4	0.000000
LambdaP	443.000000
LambdaPV	354.715485
LambdaD	482.000000
LUX	9529.555664
IRR	31.205297
fc	885.646423
I-Time	33.000000
380nm	2.225310
381nm	2.242672
382nm	2.211046
383nm	2.175793
384nm	2.270520
385nm	2.327427
386nm	2.133879
387nm	1.987298
388nm	1.982883
389nm	1.966229
390nm	1.928362
391nm	1.959991
392nm	2.065716
393nm	2.160541
394nm	2.248175
395nm	2.274288
396nm	2.276671
397nm	2.425135
398nm	2.601147
399nm	2.848791
400nm	3.111461
401nm	3.509720
402nm	3.941166
403nm	4.502343
404nm	5.186980
405nm	6.127199
406nm	7.170085
407nm	8.339290
408nm	9.880751
409nm	11.701146
410nm	13.822465
411nm	16.075422
412nm	19.192034
413nm	22.497824
414nm	26.512411
415nm	30.649010
416nm	35.837429
417nm	41.299267
418nm	47.864758
419nm	54.782951
420nm	62.429783
421nm	70.688797
422nm	79.682480
423nm	89.457497
424nm	99.789734
425nm	110.970436
426nm	122.491562
427nm	134.950027
428nm	147.581238
429nm	161.571335
430nm	175.738113
431nm	191.082306
432nm	206.702744
433nm	223.188812
434nm	240.078400
435nm	257.637177
436nm	275.047546
437nm	292.316040
438nm	308.387421
439nm	323.799866
440nm	335.458282
441nm	346.051636
442nm	350.841187
443nm	354.715485
444nm	351.573730
445nm	346.955048
446nm	335.910583
447nm	323.079926
448nm	306.536591
449nm	288.297882
450nm	268.099030
451nm	247.346054
452nm	226.229492
453nm	206.257553
454nm	186.677933
455nm	169.758163
456nm	153.274002
457nm	139.900024
458nm	127.004768
459nm	116.376518
460nm	106.332893
461nm	97.533104
462nm	89.357269
463nm	81.895813
464nm	74.986160
465nm	68.423553
466nm	62.671814
467nm	57.172405
468nm	52.529385
469nm	48.022724
470nm	44.314999
471nm	40.786545
472nm	37.908524
473nm	35.313690
474nm	33.202000
475nm	31.334387
476nm	29.688238
477nm	28.428482
478nm	27.350361
479nm	26.506800
480nm	25.708761
481nm	25.309088
482nm	24.973518
483nm	24.976688
484nm	25.080721
485nm	25.402304
486nm	25.920780
487nm	26.653357
488nm	27.650906
489nm	28.795761
490nm	30.369541
491nm	32.045452
492nm	34.115841
493nm	36.253368
494nm	38.733974
495nm	41.297249
496nm	44.043938
497nm	46.997482
498nm	50.174152
499nm	53.520676
500nm	56.957500
501nm	60.689346
502nm	64.483406
503nm	68.404137
504nm	72.352554
505nm	76.429924
506nm	80.549271
507nm	84.745155
508nm	88.920387
509nm	93.077538
510nm	97.128777
511nm	101.137505
512nm	105.125496
513nm	109.092728
514nm	112.845604
515nm	116.503952
516nm	119.898308
517nm	123.223625
518nm	126.464569
519nm	129.563690
520nm	132.582291
521nm	135.286667
522nm	137.921463
523nm	140.341827
524nm	142.707703
525nm	144.869629
526nm	146.875854
527nm	148.653229
528nm	150.384232
529nm	152.084366
530nm	153.513306
531nm	154.873520
532nm	156.133667
533nm	157.340714
534nm	158.332886
535nm	159.259018
536nm	160.085800
537nm	160.828751
538nm	161.516510
539nm	162.143433
540nm	162.752182
541nm	163.122726
542nm	163.461594
543nm	163.690796
544nm	163.878632
545nm	164.012604
546nm	164.021606
547nm	163.962341
548nm	163.901947
549nm	163.838669
550nm	163.742599
551nm	163.594025
552nm	163.319473
553nm	163.051697
554nm	162.790344
555nm	162.451614
556nm	162.084915
557nm	161.806702
558nm	161.519119
559nm	161.171555
560nm	160.768219
561nm	160.284012
562nm	159.846115
563nm	159.434708
564nm	158.888184
565nm	158.319382
566nm	157.737854
567nm	157.147476
568nm	156.539246
569nm	155.858765
570nm	155.123047
571nm	154.491257
572nm	153.879898
573nm	153.158020
574nm	152.369980
575nm	151.414810
576nm	150.494080
577nm	149.604355
578nm	148.636292
579nm	147.645203
580nm	146.668167
581nm	145.673080
582nm	144.628098
583nm	143.589432
584nm	142.556732
585nm	141.522690
586nm	140.483948
587nm	139.254562
588nm	138.035736
589nm	136.844330
590nm	135.583862
591nm	134.263565
592nm	132.883911
593nm	131.491516
594nm	130.140167
595nm	128.778015
596nm	127.393051
597nm	125.995903
598nm	124.590141
599nm	123.195137
600nm	121.792313
601nm	120.321480
602nm	118.821663
603nm	117.277672
604nm	115.681488
605nm	114.059570
606nm	112.645996
607nm	111.203842
608nm	109.619858
609nm	107.984718
610nm	106.298935
611nm	104.666786
612nm	103.053459
613nm	101.495827
614nm	99.959015
615nm	98.460228
616nm	96.832039
617nm	95.131653
618nm	93.542496
619nm	91.986092
620nm	90.514977
621nm	88.997398
622nm	87.436623
623nm	86.056274
624nm	84.689369
625nm	83.104874
626nm	81.539406
627nm	80.000969
628nm	78.572311
629nm	77.183022
630nm	75.592567
631nm	74.077965
632nm	72.719223
633nm	71.271317
634nm	69.772484
635nm	68.549660
636nm	67.246742
637nm	65.680977
638nm	64.299973
639nm	63.051186
640nm	61.728760
641nm	60.415058
642nm	59.158695
643nm	57.951542
644nm	56.784752
645nm	55.610943
646nm	54.452206
647nm	53.355862
648nm	52.186367
649nm	50.953487
650nm	49.791618
651nm	48.672588
652nm	47.678703
653nm	46.678715
654nm	45.673573
655nm	44.646152
656nm	43.633949
657nm	42.684666
658nm	41.757118
659nm	40.846058
660nm	39.894096
661nm	38.986145
662nm	38.211182
663nm	37.322895
664nm	36.363853
665nm	35.503784
666nm	34.640114
667nm	33.762432
668nm	33.097950
669nm	32.517647
670nm	31.616959
671nm	30.787189
672nm	30.060944
673nm	29.371363
674nm	28.683310
675nm	27.937647
676nm	27.277002
677nm	26.698376
678nm	26.042528
679nm	25.398264
680nm	24.818008
681nm	24.232004
682nm	23.643505
683nm	23.124378
684nm	22.586462
685nm	22.019594
686nm	21.476688
687nm	20.952860
688nm	20.491295
689nm	19.970257
690nm	19.401154
691nm	19.042923
692nm	18.645264
693nm	18.146091
694nm	17.689539
695nm	17.248796
696nm	16.810541
697nm	16.425304
698nm	16.086357
699nm	15.726038
700nm	15.352085
701nm	14.954782
702nm	14.670383
703nm	14.381887
704nm	13.880225
705nm	13.507236
706nm	13.228947
707nm	12.949805
708nm	12.646881
709nm	12.309773
710nm	12.073512
711nm	11.823625
712nm	11.473773
713nm	11.217709
714nm	11.002653
715nm	10.762609
716nm	10.525990
717nm	10.292295
718nm	10.044297
719nm	9.790072
720nm	9.527429
721nm	9.364703
722nm	9.182806
723nm	8.909873
724nm	8.714676
725nm	8.527642
726nm	8.248550
727nm	8.074319
728nm	7.950914
729nm	7.699106
730nm	7.529189
731nm	7.430681
732nm	7.185545
733nm	6.993527
734nm	6.867933
735nm	6.677759
736nm	6.543942
737nm	6.513400
738nm	6.344453
739nm	6.169980
740nm	6.038993
741nm	5.880518
742nm	5.758167
743nm	5.758175
744nm	5.707848
745nm	5.636142
746nm	5.551261
747nm	5.518363
748nm	5.456000
749nm	5.176255
750nm	5.116212
751nm	5.115648
752nm	4.901571
753nm	4.819834
754nm	4.807610
755nm	4.810676
756nm	4.748217
757nm	4.648040
758nm	4.526131
759nm	4.447415
760nm	4.409893
761nm	4.464324
762nm	4.381224
763nm	4.225842
764nm	4.030339
765nm	4.035164
766nm	4.087612
767nm	4.041864
768nm	4.030304
769nm	4.016135
770nm	3.968400
771nm	3.812140
772nm	3.703258
773nm	3.732766
774nm	3.631114
775nm	3.599432
776nm	3.693419
777nm	3.412192
778nm	3.250604
779nm	3.227615
780nm	3.125640
CCT	6926.000000
Duv	-0.001729
x	0.307878
y	0.314799
u'	0.199861
v'	0.459797
deltax	0.000502
deltay	-0.002754
deltau'	0.001422
deltav'	-0.001474
Purity	10.272143
CRI	69.235748
R1	71.371277
R2	70.286415
R3	67.034355
R4	71.848076
R5	72.564491
R6	61.741192
R7	74.991318
R8	64.048828
R9	-18.702097
R10	28.497400
R11	73.661346
R12	43.101738
R13	68.944397
R14	81.535286
R15	65.870071
