Wavelength(nm)	PFD(umol m-2 s-1)
380	0.006398
381	0.006465
382	0.006703
383	0.006958
384	0.006919
385	0.006900
386	0.007019
387	0.007020
388	0.006660
389	0.006392
390	0.006286
391	0.006243
392	0.006267
393	0.006465
394	0.006779
395	0.007125
396	0.007484
397	0.008047
398	0.008652
399	0.009499
400	0.010429
401	0.012123
402	0.013870
403	0.015800
404	0.018266
405	0.021841
406	0.026092
407	0.031176
408	0.037151
409	0.043803
410	0.052685
411	0.062572
412	0.075383
413	0.088887
414	0.105699
415	0.123139
416	0.145347
417	0.168746
418	0.196649
419	0.226531
420	0.260376
421	0.297013
422	0.336988
423	0.380013
424	0.425284
425	0.474918
426	0.526452
427	0.581606
428	0.637637
429	0.699700
430	0.762672
431	0.829922
432	0.898074
433	0.968411
434	1.038066
435	1.106376
436	1.169697
437	1.228226
438	1.275256
439	1.316004
440	1.336013
441	1.350153
442	1.338003
443	1.321940
444	1.279861
445	1.233585
446	1.169673
447	1.102085
448	1.027145
449	0.950430
450	0.871704
451	0.796077
452	0.722382
453	0.656713
454	0.593619
455	0.540334
456	0.488416
457	0.446521
458	0.405797
459	0.371340
460	0.338604
461	0.309722
462	0.282777
463	0.258081
464	0.235737
465	0.214844
466	0.196842
467	0.179691
468	0.165332
469	0.151424
470	0.140964
471	0.130826
472	0.121982
473	0.114120
474	0.107969
475	0.102604
476	0.097956
477	0.094409
478	0.091376
479	0.089521
480	0.087888
481	0.087520
482	0.087401
483	0.088621
484	0.090238
485	0.092709
486	0.096253
487	0.100969
488	0.106387
489	0.112205
490	0.119781
491	0.127799
492	0.137455
493	0.147382
494	0.158505
495	0.170455
496	0.184192
497	0.198288
498	0.212770
499	0.228201
500	0.244166
501	0.261449
502	0.279063
503	0.297572
504	0.316270
505	0.335593
506	0.355173
507	0.375162
508	0.395136
509	0.415107
510	0.434490
511	0.453679
512	0.472591
513	0.491479
514	0.509804
515	0.527871
516	0.545091
517	0.561651
518	0.577384
519	0.592544
520	0.607401
521	0.621164
522	0.634718
523	0.647346
524	0.659647
525	0.670598
526	0.681269
527	0.691506
528	0.700850
529	0.709605
530	0.716958
531	0.723969
532	0.730911
533	0.737768
534	0.744215
535	0.750004
536	0.754788
537	0.759245
538	0.763490
539	0.767449
540	0.771331
541	0.774189
542	0.776906
543	0.779123
544	0.781316
545	0.783475
546	0.784845
547	0.785783
548	0.786727
549	0.787607
550	0.787711
551	0.787754
552	0.787655
553	0.787571
554	0.787499
555	0.787030
556	0.786413
557	0.785546
558	0.784720
559	0.784151
560	0.783452
561	0.782567
562	0.781476
563	0.780262
564	0.779367
565	0.778411
566	0.776483
567	0.774501
568	0.772419
569	0.770388
570	0.768395
571	0.765995
572	0.763475
573	0.760731
574	0.757961
575	0.755144
576	0.751887
577	0.748229
578	0.744441
579	0.740610
580	0.737216
581	0.733514
582	0.728985
583	0.724681
584	0.720589
585	0.716179
586	0.711656
587	0.706945
588	0.702156
589	0.697201
590	0.691648
591	0.685571
592	0.679800
593	0.674051
594	0.667636
595	0.661409
596	0.655611
597	0.649483
598	0.643115
599	0.636787
600	0.630400
601	0.623662
602	0.616753
603	0.609593
604	0.602445
605	0.595290
606	0.588346
607	0.581375
608	0.574329
609	0.566987
610	0.559352
611	0.551617
612	0.543855
613	0.536343
614	0.528747
615	0.521021
616	0.513457
617	0.505970
618	0.498613
619	0.491166
620	0.483432
621	0.475900
622	0.468555
623	0.461389
624	0.454206
625	0.446682
626	0.439430
627	0.432577
628	0.424941
629	0.416994
630	0.409795
631	0.402664
632	0.395698
633	0.388230
634	0.380462
635	0.374120
636	0.367586
637	0.360346
638	0.353195
639	0.346101
640	0.339486
641	0.332994
642	0.326788
643	0.320547
644	0.314271
