Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/25_11:24:27
PPFD	3.942367
PFD	4.106028
PFD-UV	0.009630
PFD-B	1.100330
PFD-G	1.936495
PFD-R	0.905542
PFD-FR	0.154029
RFR(600~780nm)	1.059570
CHLB(430~480nm)	0.858658
Custom3(380~780nm)	4.106028
Custom4(380~780nm)	4.106028
UV%	0.234538
B%	26.797934
G%	47.162273
R%	22.053968
FR%	3.751290
RFR%	25.805239
CHLB%	20.912144
Custom3%	100.000000
Custom4%	100.000000
R:B	0.822973
R:FR	5.879036
R:G	0.467619
B:G	0.568207
UV:B	0.008752
UV:FR	0.062522
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	5.879036
BRAT(CHLB:PFD-B)	0.780364
Ratio3	0.000000
Ratio4	0.000000
LambdaP	441.000000
LambdaPV	9.452900
LambdaD	490.000000
LUX	283.439453
IRR	0.913685
fc	26.341957
I-Time	1200.000000
380nm	0.160038
381nm	0.160835
382nm	0.161712
383nm	0.162494
384nm	0.156156
385nm	0.150387
386nm	0.148381
387nm	0.146726
388nm	0.146135
389nm	0.145512
390nm	0.144832
391nm	0.143398
392nm	0.141158
393nm	0.140004
394nm	0.139565
395nm	0.139814
396nm	0.140327
397nm	0.142783
398nm	0.145605
399nm	0.146120
400nm	0.147384
401nm	0.158026
402nm	0.168422
403nm	0.177857
404nm	0.190319
405nm	0.209046
406nm	0.231629
407nm	0.258955
408nm	0.294653
409nm	0.336624
410nm	0.393493
411nm	0.456879
412nm	0.539526
413nm	0.626391
414nm	0.734619
415nm	0.847008
416nm	0.997336
417nm	1.154847
418nm	1.341347
419nm	1.538649
420nm	1.758266
421nm	1.997168
422nm	2.259215
423nm	2.542385
424nm	2.840620
425nm	3.171061
426nm	3.514423
427nm	3.884577
428nm	4.259667
429nm	4.677249
430nm	5.100562
431nm	5.562369
432nm	6.027992
433nm	6.505572
434nm	6.986641
435nm	7.473496
436nm	7.930728
437nm	8.359650
438nm	8.730636
439nm	9.069735
440nm	9.279643
441nm	9.452900
442nm	9.446356
443nm	9.413436
444nm	9.200781
445nm	8.957005
446nm	8.577824
447nm	8.160644
448nm	7.664483
449nm	7.147186
450nm	6.605454
451nm	6.072118
452nm	5.544291
453nm	5.058789
454nm	4.587792
455nm	4.186153
456nm	3.795631
457nm	3.478402
458nm	3.171300
459nm	2.912156
460nm	2.667087
461nm	2.451964
462nm	2.252335
463nm	2.070446
464nm	1.902094
465nm	1.742257
466nm	1.601110
467nm	1.465780
468nm	1.356397
469nm	1.250882
470nm	1.165711
471nm	1.084282
472nm	1.016427
473nm	0.956397
474nm	0.909716
475nm	0.866393
476nm	0.826118
