Wavelength(nm)	PFD(umol m-2 s-1)
380	0.010589
381	0.011004
382	0.010791
383	0.010494
384	0.009429
385	0.008688
386	0.010135
387	0.011084
388	0.010503
389	0.010051
390	0.009825
391	0.009146
392	0.007979
393	0.007621
394	0.007798
395	0.007829
396	0.007802
397	0.008849
398	0.010104
399	0.011231
400	0.012415
401	0.014244
402	0.015630
403	0.015251
404	0.015920
405	0.018773
406	0.021960
407	0.025558
408	0.030689
409	0.036984
410	0.044096
411	0.051588
412	0.064025
413	0.077599
414	0.095362
415	0.114070
416	0.140934
417	0.169829
418	0.206565
419	0.248229
420	0.299935
421	0.360775
422	0.432595
423	0.517703
424	0.612466
425	0.730503
426	0.858273
427	1.021706
428	1.192373
429	1.411516
430	1.638964
431	1.917858
432	2.211142
433	2.546950
434	2.897599
435	3.271967
436	3.644502
437	4.015336
438	4.345891
439	4.654778
440	4.872749
441	5.065424
442	5.119489
443	5.153238
444	5.046909
445	4.917859
446	4.691419
447	4.442030
448	4.145891
449	3.838103
450	3.516987
451	3.210038
452	2.911976
453	2.648213
454	2.395499
455	2.182483
456	1.974965
457	1.806576
458	1.641532
459	1.495206
460	1.352909
461	1.219961
462	1.094960
463	0.979201
464	0.873500
465	0.773997
466	0.688904
467	0.608069
468	0.542846
469	0.479871
470	0.431347
471	0.385114
472	0.347777
473	0.312858
474	0.282201
475	0.253753
476	0.227312
477	0.204179
478	0.182558
479	0.164879
480	0.147910
481	0.132528
482	0.117733
483	0.106375
484	0.095591
485	0.086103
486	0.077965
487	0.071309
488	0.065611
489	0.060440
490	0.055597
491	0.050818
492	0.047051
493	0.043249
494	0.039151
495	0.035227
496	0.031713
497	0.028612
498	0.025960
499	0.024509
500	0.023697
501	0.022698
502	0.021656
503	0.020436
504	0.019211
505	0.017977
506	0.016683
507	0.015283
508	0.013907
509	0.012551
510	0.012576
511	0.013159
512	0.012342
513	0.011438
514	0.011476
515	0.011387
516	0.010944
517	0.010170
518	0.008990
519	0.008670
520	0.008842
521	0.008805
522	0.008722
523	0.008473
524	0.008309
525	0.008460
526	0.007996
527	0.006622
528	0.006646
529	0.007604
530	0.008373
531	0.009095
532	0.008628
533	0.008252
534	0.008271
535	0.008223
536	0.008074
537	0.008079
538	0.008186
539	0.007230
540	0.006048
541	0.006814
542	0.007081
543	0.005608
544	0.005075
545	0.005772
546	0.006968
547	0.008440
548	0.008462
549	0.008267
550	0.008307
551	0.008498
552	0.009054
553	0.008306
554	0.006315
555	0.006117
556	0.006571
557	0.007280
558	0.007664
559	0.006520
560	0.006571
561	0.008365
562	0.008064
563	0.006558
564	0.005679
565	0.005144
566	0.006920
567	0.008283
568	0.008804
569	0.008587
570	0.007803
571	0.005774
572	0.003530
573	0.003455
574	0.003958
575	0.005925
576	0.005531
577	0.003002
578	0.003955
579	0.005912
580	0.005637
581	0.005601
582	0.006229
583	0.005765
584	0.004271
585	0.005842
586	0.008242
587	0.005893
588	0.004288
589	0.004634
590	0.004981
591	0.005330
592	0.005848
593	0.006380
594	0.006387
595	0.006428
596	0.006545
597	0.006788
598	0.007123
599	0.007276
600	0.007249
601	0.006170
602	0.004954
603	0.003530
604	0.003366
605	0.003826
606	0.003654
607	0.004051
608	0.006564
609	0.006281
610	0.003217
611	0.004276
612	0.006217
613	0.004615
614	0.004156
615	0.005796
616	0.005792
617	0.004865
618	0.004373
619	0.004305
620	0.005609
621	0.006245
622	0.006256
623	0.007145
624	0.007913
625	0.006144
626	0.005663
627	0.007023
628	0.007177
629	0.006829
630	0.005504
631	0.005029
632	0.006309
633	0.005512
634	0.003522
635	0.006959
636	0.009169
637	0.007143
638	0.005099
639	0.003039
640	0.003673
641	0.004779
642	0.006506
643	0.006062
644	0.003829
645	0.005202
646	0.006709
647	0.006736
648	0.008071
649	0.010545
650	0.008898
651	0.006643
652	0.004461
653	0.003469
654	0.003486
655	0.005250
656	0.006396
657	0.004575
658	0.003718
659	0.003594
660	0.004141
661	0.004402
662	0.003690
663	0.003613
664	0.003934
665	0.004699
666	0.006675
667	0.011139
668	0.010706
669	0.008065
670	0.007013
671	0.007037
672	0.008639
673	0.006833
674	0.004651
675	0.006426
676	0.007152
677	0.006859
678	0.004561
679	0.002774
680	0.003278
681	0.005568
682	0.008822
683	0.005524
684	0.003261
685	0.002603
686	0.004722
687	0.007140
688	0.007006
689	0.005138
690	0.001864
691	0.006166
692	0.008675
693	0.006770
694	0.006547
695	0.006862
696	0.006711
697	0.006754
698	0.006966
699	0.008380
700	0.008869
701	0.007425
702	0.007226
703	0.007288
704	0.006567
705	0.006058
706	0.005706
707	0.006486
708	0.007202
709	0.007812
710	0.007460
711	0.007357
712	0.008562
713	0.008569
714	0.008053
715	0.007884
716	0.007818
717	0.007841
718	0.011581
719	0.012539
720	0.009321
721	0.008665
722	0.008935
723	0.010354
724	0.011486
725	0.012185
726	0.011382
727	0.011995
728	0.013302
729	0.012925
730	0.011328
731	0.008662
732	0.011152
733	0.011339
734	0.008648
735	0.010573
736	0.011427
737	0.009768
738	0.008268
739	0.008020
740	0.010450
741	0.009630
742	0.007922
743	0.006195
744	0.006603
745	0.007266
746	0.006180
747	0.006375
748	0.006935
749	0.006757
750	0.009788
751	0.013048
752	0.010041
753	0.008272
754	0.007961
755	0.011962
756	0.010407
757	0.007194
758	0.010012
759	0.011499
760	0.012741
761	0.015888
762	0.014774
763	0.011561
764	0.007690
765	0.009465
766	0.012016
767	0.009946
768	0.011129
769	0.011652
