Wavelength(nm)	PFD(umol m-2 s-1)
380	0.001121
381	0.000942
382	0.000930
383	0.000940
384	0.001096
385	0.001208
386	0.001024
387	0.000892
388	0.000922
389	0.000922
390	0.000872
391	0.000858
392	0.000884
393	0.000911
394	0.000939
395	0.001071
396	0.001246
397	0.001152
398	0.001008
399	0.001056
400	0.001102
401	0.001039
402	0.001047
403	0.001333
404	0.001512
405	0.001466
406	0.001553
407	0.001806
408	0.002087
409	0.002390
410	0.002783
411	0.003217
412	0.003882
413	0.004601
414	0.005611
415	0.006675
416	0.008174
417	0.009848
418	0.012211
419	0.014888
420	0.018204
421	0.022161
422	0.026887
423	0.032579
424	0.038971
425	0.047150
426	0.056074
427	0.067488
428	0.079406
429	0.095796
430	0.113004
431	0.135503
432	0.159841
433	0.189744
434	0.222817
435	0.261085
436	0.302624
437	0.347319
438	0.392339
439	0.437629
440	0.477774
441	0.516577
442	0.542061
443	0.565450
444	0.571155
445	0.573415
446	0.560571
447	0.542834
448	0.514952
449	0.483123
450	0.446723
451	0.409260
452	0.371037
453	0.336097
454	0.302185
455	0.273954
456	0.246547
457	0.225693
458	0.205346
459	0.187760
460	0.170797
461	0.155253
462	0.140342
463	0.126171
464	0.112660
465	0.099545
466	0.088396
467	0.077831
468	0.068996
469	0.060426
470	0.053776
471	0.047489
472	0.042600
473	0.038067
474	0.034158
475	0.030685
476	0.027608
477	0.024952
478	0.022489
479	0.020175
480	0.017882
481	0.015982
482	0.014166
483	0.012835
484	0.011553
485	0.010384
486	0.009336
487	0.008421
488	0.007548
489	0.006698
490	0.006109
491	0.005582
492	0.005092
493	0.004612
494	0.004197
495	0.003845
496	0.003640
497	0.003385
498	0.003075
499	0.002803
500	0.002552
501	0.002320
502	0.002091
503	0.002082
504	0.002027
505	0.001761
506	0.001584
507	0.001574
508	0.001528
509	0.001451
510	0.001350
511	0.001239
512	0.001112
513	0.001005
514	0.001158
515	0.001233
516	0.001086
517	0.001021
518	0.001056
519	0.000952
520	0.000767
521	0.000833
522	0.000949
523	0.000931
524	0.000924
525	0.000957
526	0.000962
527	0.000927
528	0.000852
529	0.000750
530	0.000837
531	0.000972
532	0.000789
533	0.000674
534	0.000845
535	0.000888
536	0.000735
537	0.000759
538	0.000899
539	0.000941
540	0.000960
541	0.000929
542	0.000866
543	0.000694
544	0.000598
545	0.000601
546	0.000615
547	0.000636
548	0.000766
549	0.000890
550	0.000730
551	0.000645
552	0.000739
553	0.000777
554	0.000761
555	0.000731
556	0.000695
557	0.000713
558	0.000750
559	0.000863
560	0.000885
561	0.000774
562	0.000698
563	0.000643
564	0.000803
565	0.000974
566	0.000922
567	0.000819
568	0.000609
569	0.000588
570	0.000711
571	0.000755
572	0.000773
573	0.000636
574	0.000573
575	0.000698
576	0.000771
577	0.000795
578	0.000819
579	0.000842
580	0.000803
581	0.000776
582	0.000779
583	0.000772
584	0.000755
585	0.000788
586	0.000837
587	0.000908
588	0.000949
589	0.000911
590	0.000848
591	0.000762
592	0.000603
593	0.000436
594	0.000459
595	0.000475
596	0.000476
597	0.000611
598	0.000841
599	0.000522
600	0.000200
601	0.000524
602	0.000666
603	0.000529
604	0.000547
605	0.000643
606	0.000584
607	0.000547
608	0.000621
609	0.000587
610	0.000445
611	0.000567
612	0.000753
613	0.000804
614	0.000811
615	0.000740
616	0.000667
617	0.000595
618	0.000522
619	0.000515
620	0.000739
621	0.000822
622	0.000774
623	0.000706
624	0.000618
625	0.000418
626	0.000344
627	0.000447
628	0.000497
629	0.000524
630	0.000501
631	0.000486
632	0.000489
633	0.000645
634	0.000888
635	0.000905
636	0.000902
637	0.000878
638	0.000759
639	0.000570
640	0.000578
641	0.000601
642	0.000603
643	0.000544
644	0.000434
645	0.000397
646	0.000417
647	0.000617
648	0.000758
649	0.000847
650	0.000862
651	0.000802
652	0.000485
653	0.000500
654	0.000797
655	0.000600
656	0.000436
657	0.000619
658	0.000665
659	0.000608
660	0.000607
661	0.000587
662	0.000497
663	0.000638
664	0.000925
665	0.000662
666	0.000493
667	0.000560
668	0.000562
669	0.000531
670	0.000468
671	0.000512
672	0.000712
673	0.000838
674	0.000886
675	0.000586
676	0.000440
677	0.000442
678	0.000474
679	0.000519
680	0.000591
681	0.000729
682	0.000902
683	0.000660
684	0.000626
685	0.000913
686	0.000925
687	0.000877
688	0.000917
689	0.000918
690	0.000887
691	0.000959
692	0.000937
693	0.000718
694	0.000551
695	0.000473
696	0.000855
697	0.001015
698	0.000982
699	0.000694
700	0.000560
701	0.000757
702	0.000926
703	0.001035
704	0.000881
705	0.000864
706	0.000947
707	0.000832
708	0.000682
709	0.000482
710	0.000926
711	0.001189
712	0.000534
713	0.000552
714	0.000864
715	0.000992
716	0.000826
717	0.000407
718	0.000809
719	0.001026
720	0.000942
721	0.001002
722	0.001026
723	0.000898
724	0.000865
725	0.000850
726	0.000765
727	0.000788
728	0.000866
729	0.000824
