Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/30_17:15:06
PPFD	111.465767
PFD	112.196571
PFD-UV	0.165491
PFD-B	110.248833
PFD-G	0.707986
PFD-R	0.508972
PFD-FR	0.565267
RFR(600~780nm)	1.074240
CHLB(430~480nm)	100.654213
Custom3(380~780nm)	112.196571
Custom4(380~780nm)	112.196571
UV%	0.147501
B%	98.264015
G%	0.631023
R%	0.453643
FR%	0.503819
RFR%	0.957462
CHLB%	89.712379
Custom3%	100.000000
Custom4%	100.000000
R:B	0.004617
R:FR	0.900410
R:G	0.718901
B:G	155.721695
UV:B	0.001501
UV:FR	0.292765
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	0.900410
BRAT(CHLB:PFD-B)	0.912973
Ratio3	0.000000
Ratio4	0.000000
LambdaP	443.000000
LambdaPV	1236.604736
LambdaD	449.000000
LUX	774.312317
IRR	30.045956
fc	71.962112
I-Time	9.000000
380nm	2.536880
381nm	3.079304
382nm	3.054838
383nm	2.962686
384nm	2.633838
385nm	2.399394
386nm	2.790117
387nm	3.049385
388nm	2.910733
389nm	2.636962
390nm	2.129040
391nm	1.898369
392nm	1.963307
393nm	2.030838
394nm	2.100081
395nm	2.371831
396nm	2.721691
397nm	2.445365
398nm	2.050952
399nm	2.663734
400nm	3.302292
401nm	3.778784
402nm	4.130975
403nm	3.997263
404nm	4.147593
405nm	4.885938
406nm	5.718701
407nm	6.667629
408nm	8.224999
409nm	10.238276
410nm	11.888215
411nm	13.379214
412nm	16.206261
413nm	19.325964
414nm	24.160828
415nm	29.179478
416nm	35.301292
417nm	42.111668
418nm	51.701508
419nm	62.174191
420nm	74.470695
421nm	89.191994
422nm	106.823219
423nm	127.678535
424nm	150.833176
425nm	179.494186
426nm	210.364548
427nm	249.236877
428nm	289.583862
429nm	341.367615
430nm	394.946899
431nm	460.969849
432nm	530.292358
433nm	609.955078
434nm	693.105957
435nm	782.041748
436nm	870.617615
437nm	958.849609
438nm	1038.276733
439nm	1112.857544
440nm	1165.856079
441nm	1212.731323
442nm	1227.099609
443nm	1236.604736
444nm	1211.813965
445nm	1181.761108
446nm	1128.814575
447nm	1069.806396
448nm	998.198730
449nm	923.895386
450nm	846.475464
451nm	771.896851
452nm	699.182739
453nm	634.492798
454nm	572.552490
455nm	520.630188
456nm	470.275360
457nm	429.281067
458nm	389.292023
459nm	354.063446
460nm	319.996277
461nm	288.400116
462nm	258.770966
463nm	231.393890
464nm	206.259171
465nm	182.534775
466nm	162.176910
467nm	142.866684
468nm	127.424438
469nm	112.542419
470nm	100.451248
471nm	89.055511
472nm	80.183067
473nm	71.991119
474nm	64.960175
475nm	58.290485
476nm	51.948574
477nm	46.761318
478nm	42.116833
479nm	37.681965
480nm	33.287785
481nm	29.794878
482nm	26.455866
483nm	23.931314
484nm	21.617626
485nm	19.758734
486nm	17.938700
487nm	16.160917
488nm	14.613459
489nm	13.194046
490nm	12.275237
491nm	11.475630
492nm	10.392341
493nm	9.326085
494nm	8.408953
495nm	7.547944
496nm	6.811462
497nm	6.258429
498nm	5.903274
499nm	5.504000
500nm	5.081270
501nm	4.605987
502nm	4.119996
503nm	4.141438
504nm	4.063360
505nm	3.521771
506nm	3.151195
507nm	3.092396
508nm	2.902290
509nm	2.597217
510nm	2.418526
511nm	2.290574
512nm	2.323297
513nm	2.370964
514nm	2.374061
515nm	2.346773
516nm	2.234605
517nm	2.076845
518nm	1.863364
519nm	1.795723
520nm	1.810874
521nm	1.797119
522nm	1.776708
523nm	1.722800
524nm	1.689472
525nm	1.733182
526nm	1.632585
527nm	1.319896
