Wavelength(nm)	PFD(umol m-2 s-1)
380	0.001196
381	0.001309
382	0.001200
383	0.001068
384	0.001066
385	0.001062
386	0.001056
387	0.001057
388	0.001080
389	0.001074
390	0.001017
391	0.000998
392	0.001018
393	0.001031
394	0.001037
395	0.001059
396	0.001086
397	0.001211
398	0.001354
399	0.001277
400	0.001194
401	0.001147
402	0.001135
403	0.001262
404	0.001420
405	0.001640
406	0.001808
407	0.001911
408	0.002179
409	0.002574
410	0.002976
411	0.003383
412	0.003976
413	0.004613
414	0.005513
415	0.006472
416	0.007956
417	0.009595
418	0.011839
419	0.014372
420	0.017495
421	0.021237
422	0.025724
423	0.031167
424	0.037303
425	0.045044
426	0.053453
427	0.064415
428	0.075893
429	0.091309
430	0.107468
431	0.128443
432	0.151082
433	0.178753
434	0.209079
435	0.243745
436	0.281108
437	0.321073
438	0.361162
439	0.401399
440	0.436447
441	0.470125
442	0.491863
443	0.511718
444	0.515719
445	0.516606
446	0.503857
447	0.487015
448	0.461697
449	0.432703
450	0.399452
451	0.365771
452	0.331755
453	0.300366
454	0.269790
455	0.244453
456	0.219865
457	0.200881
458	0.182428
459	0.166816
460	0.151742
461	0.137895
462	0.124570
463	0.111855
464	0.099952
465	0.088542
466	0.078575
467	0.069032
468	0.061259
469	0.053746
470	0.047951
471	0.042441
472	0.038032
473	0.034029
474	0.030733
475	0.027701
476	0.024910
477	0.022432
478	0.020097
479	0.018076
480	0.016109
481	0.014509
482	0.012968
483	0.011762
484	0.010569
485	0.009409
486	0.008407
487	0.007579
488	0.006854
489	0.006186
490	0.005690
491	0.005233
492	0.004776
493	0.004329
494	0.003953
495	0.003637
496	0.003459
497	0.003170
498	0.002761
499	0.002620
500	0.002621
501	0.002363
502	0.002049
503	0.001919
504	0.001793
505	0.001689
506	0.001576
507	0.001442
508	0.001402
509	0.001443
510	0.001378
511	0.001270
512	0.001276
513	0.001295
514	0.001322
515	0.001269
516	0.000993
517	0.000920
518	0.001097
519	0.001045
520	0.000863
521	0.000825
522	0.000819
523	0.000918
524	0.001002
525	0.001031
526	0.001042
527	0.001025
528	0.000954
529	0.000847
530	0.000825
531	0.000825
532	0.000910
533	0.000965
534	0.000898
535	0.000846
536	0.000817
537	0.000806
538	0.000809
539	0.000918
540	0.001049
541	0.000904
542	0.000782
543	0.000745
544	0.000726
545	0.000730
546	0.000749
547	0.000776
548	0.000783
549	0.000786
550	0.000773
551	0.000746
552	0.000682
553	0.000717
554	0.000844
555	0.000861
556	0.000838
557	0.000854
558	0.000864
559	0.000831
560	0.000819
561	0.000837
562	0.000823
563	0.000791
564	0.000820
565	0.000862
566	0.000938
567	0.000929
568	0.000750
569	0.000736
570	0.000849
571	0.000883
572	0.000893
573	0.000788
