Wavelength(nm)	PFD(umol m-2 s-1)
380	1.108094
381	1.127058
382	1.135902
383	1.143664
384	1.154564
385	1.167894
386	1.197129
387	1.219918
388	1.222835
389	1.239862
390	1.281479
391	1.309664
392	1.323409
393	1.373207
394	1.447050
395	1.528214
396	1.612465
397	1.696544
398	1.780917
399	1.891198
400	2.000908
401	2.087395
402	2.176797
403	2.276446
404	2.354725
405	2.388040
406	2.419682
407	2.449217
408	2.475502
409	2.499359
410	2.527111
411	2.556640
412	2.589647
413	2.623522
414	2.641003
415	2.658663
416	2.690350
417	2.717063
418	2.723258
419	2.730750
420	2.740937
421	2.747044
422	2.748221
423	2.743917
424	2.735663
425	2.716159
426	2.692038
427	2.691964
428	2.696328
429	2.717273
430	2.740220
431	2.775807
432	2.810196
433	2.840524
434	2.882564
435	2.944054
436	3.018794
437	3.106297
438	3.173748
439	3.230208
440	3.280434
441	3.329019
442	3.373523
443	3.419313
444	3.494287
445	3.567361
446	3.631126
447	3.685819
448	3.721300
449	3.757266
450	3.793777
451	3.835553
452	3.880859
453	3.913974
454	3.942953
455	3.963089
456	3.982323
457	4.007724
458	4.033962
459	4.063903
460	4.089519
461	4.105788
462	4.117502
463	4.123966
464	4.130639
465	4.137443
466	4.147421
467	4.158398
468	4.167034
469	4.175914
470	4.191720
471	4.209333
472	4.233443
473	4.259195
474	4.287714
475	4.316325
476	4.345028
477	4.366711
478	4.385101
479	4.382351
480	4.375432
481	4.356177
482	4.338772
483	4.332232
484	4.326139
485	4.321090
486	4.316213
487	4.311531
488	4.310499
489	4.311491
490	4.334515
491	4.362861
492	4.402281
493	4.439207
494	4.458565
495	4.472515
496	4.474366
497	4.477777
498	4.482878
499	4.484306
500	4.483752
501	4.485701
502	4.488159
503	4.492217
504	4.496959
505	4.504964
506	4.515532
507	4.530793
508	4.540550
509	4.545460
510	4.537324
511	4.523879
512	4.500969
513	4.477568
514	4.462592
515	4.449979
516	4.444158
517	4.441772
518	4.443616
519	4.451509
520	4.462854
521	4.480831
522	4.500618
523	4.541463
524	4.581886
525	4.620380
526	4.653027
527	4.676986
528	4.698904
529	4.719474
530	4.738934
531	4.758142
532	4.782545
533	4.804923
534	4.818785
535	4.827356
536	4.827927
537	4.831960
538	4.838279
539	4.847385
540	4.857117
541	4.864379
542	4.872137
543	4.881633
544	4.891873
545	4.903083
546	4.919105
547	4.937780
548	4.948987
549	4.958992
550	4.969109
551	4.976413
552	4.976943
553	4.975752
554	4.972917
555	4.972552
556	4.973065
557	4.974698
558	4.975562
559	4.972819
560	4.971551
561	4.972451
562	4.974569
563	4.977378
564	4.982028
565	4.987112
566	4.993668
567	4.999825
568	5.005189
569	5.010623
570	5.016105
571	5.024408
572	5.033152
573	5.036277
574	5.042443
575	5.056344
576	5.069685
577	5.082520
578	5.093628
579	5.104135
580	5.109529
581	5.114161
582	5.116708
583	5.113727
584	5.105527
585	5.095734
586	5.085472
587	5.077731
588	5.069592
589	5.060507
590	5.052935
591	5.046671
592	5.045549
593	5.046379
594	5.057839
595	5.071113
596	5.088220
