Wavelength(nm)	PFD(umol m-2 s-1)
380	0.743671
381	0.757367
382	0.763722
383	0.769301
384	0.777790
385	0.787739
386	0.807199
387	0.822401
388	0.824473
389	0.835731
390	0.862999
391	0.881950
392	0.891962
393	0.926837
394	0.978297
395	1.033302
396	1.089849
397	1.147172
398	1.204865
399	1.279504
400	1.353685
401	1.411616
402	1.472071
403	1.541641
404	1.596084
405	1.618707
406	1.640755
407	1.662068
408	1.680040
409	1.695508
410	1.715149
411	1.736669
412	1.759559
413	1.782822
414	1.796404
415	1.810063
416	1.831487
417	1.849430
418	1.853023
419	1.858030
420	1.865977
421	1.871349
422	1.873611
423	1.870951
424	1.864747
425	1.851004
426	1.834164
427	1.835977
428	1.841242
429	1.855718
430	1.871453
431	1.895349
432	1.918904
433	1.941192
434	1.970329
435	2.010828
436	2.062407
437	2.124658
438	2.172095
439	2.211409
440	2.246504
441	2.280491
442	2.312364
443	2.345092
444	2.395967
445	2.445707
446	2.489805
447	2.528252
448	2.554717
449	2.579859
450	2.603447
451	2.632576
452	2.665400
453	2.687686
454	2.706386
455	2.721619
456	2.736516
457	2.753814
458	2.771723
459	2.792340
460	2.810134
461	2.821825
462	2.830401
463	2.835387
464	2.841635
465	2.848680
466	2.856163
467	2.863785
468	2.868407
469	2.873207
470	2.884968
471	2.898383
472	2.917753
473	2.937043
474	2.956154
475	2.976226
476	2.997180
477	3.013177
478	3.026850
479	3.025473
480	3.021131
481	3.006480
482	2.993547
483	2.990561
484	2.988198
485	2.987226
486	2.984334
487	2.979344
488	2.979143
489	2.981609
490	2.997788
491	3.017284
492	3.043916
493	3.068799
494	3.081481
495	3.090852
496	3.092817
497	3.095224
498	3.098112
499	3.097763
500	3.095670
501	3.096921
502	3.098865
503	3.101694
504	3.105135
505	3.111489
506	3.119555
507	3.130751
508	3.138096
509	3.142047
510	3.137242
511	3.128874
512	3.114603
513	3.099972
514	3.089989
515	3.081288
516	3.076291
517	3.075154
518	3.078769
519	3.085209
520	3.093263
521	3.105986
522	3.119972
523	3.148149
524	3.176177
525	3.203409
526	3.225882
527	3.241291
528	3.255320
529	3.268436
530	3.281875
531	3.295417
532	3.311533
533	3.326580
534	3.337113
535	3.343218
536	3.342627
537	3.345385
538	3.350356
539	3.356979
540	3.363958
541	3.368538
542	3.373242
543	3.378397
544	3.385010
545	3.393532
546	3.403889
547	3.415261
548	3.425975
549	3.436291
550	3.442941
551	3.447844
552	3.448540
553	3.447990
554	3.446252
555	3.445788
556	3.445774
557	3.446119
558	3.446373
559	3.446208
560	3.445964
561	3.445614
562	3.445794
563	3.446268
564	3.448910
565	3.451840
566	3.454419
567	3.456968
568	3.459464
569	3.462184
570	3.465074
571	3.467990
572	3.470947
573	3.474851
574	3.479532
575	3.486198
576	3.495280
577	3.506551
578	3.515452
579	3.523576
580	3.527329
581	3.530392
582	3.531562
583	3.530615
584	3.527670
585	3.520917
586	3.512992
587	3.505618
588	3.498325
589	3.491316
590	3.485561
591	3.480894
