Wavelength(nm)	PFD(umol m-2 s-1)
380	0.337991
381	0.344685
382	0.347760
383	0.350442
384	0.353801
385	0.358016
386	0.367842
387	0.375398
388	0.375957
389	0.380952
390	0.393678
391	0.402572
392	0.407345
393	0.423093
394	0.446160
395	0.471784
396	0.498477
397	0.524917
398	0.551411
399	0.586127
400	0.620608
401	0.647129
402	0.674840
403	0.706854
404	0.732277
405	0.743827
406	0.754963
407	0.765573
408	0.774700
409	0.782714
410	0.793212
411	0.804828
412	0.816029
413	0.827173
414	0.834497
415	0.841884
416	0.852655
417	0.862012
418	0.865511
419	0.869304
420	0.873700
421	0.876589
422	0.877656
423	0.877371
424	0.876111
425	0.870712
426	0.863618
427	0.865046
428	0.868052
429	0.876305
430	0.885096
431	0.897054
432	0.908929
433	0.920450
434	0.935509
435	0.956437
436	0.982114
437	1.012363
438	1.036462
439	1.057197
440	1.074986
441	1.091983
442	1.108712
443	1.125875
444	1.150739
445	1.175271
446	1.198010
447	1.218046
448	1.232342
449	1.246018
450	1.258965
451	1.274245
452	1.291087
453	1.303118
454	1.313517
455	1.322103
456	1.330494
457	1.339415
458	1.348752
459	1.359971
460	1.369873
461	1.376920
462	1.382736
463	1.387134
464	1.391492
465	1.395826
466	1.400273
467	1.404759
468	1.408852
469	1.413039
470	1.419109
471	1.425874
472	1.435138
473	1.445216
474	1.456673
475	1.467547
476	1.477894
477	1.487091
478	1.495759
479	1.496541
480	1.495774
481	1.491566
482	1.487958
483	1.487832
484	1.488190
485	1.489613
486	1.490014
487	1.489297
488	1.490526
489	1.492839
490	1.502072
491	1.512982
492	1.527267
493	1.540756
494	1.548630
495	1.554481
496	1.555802
497	1.557526
498	1.559690
499	1.560379
500	1.560274
501	1.561161
502	1.562252
503	1.563939
504	1.566223
505	1.571311
506	1.577038
507	1.583925
508	1.589300
509	1.593346
510	1.592549
511	1.589787
512	1.583961
513	1.577937
514	1.574142
515	1.571317
516	1.571262
517	1.572794
518	1.576278
519	1.580012
520	1.583889
521	1.591340
522	1.599667
523	1.614141
524	1.628546
525	1.642565
526	1.654661
527	1.663900
528	1.671575
529	1.678211
530	1.685512
531	1.692994
532	1.701747
533	1.709899
534	1.715519
535	1.719335
536	1.720421
537	1.722985
538	1.726526
539	1.730386
540	1.734313
541	1.737527
542	1.740851
543	1.744559
544	1.749182
545	1.755000
546	1.761167
547	1.767531
548	1.773846
549	1.779992
550	1.784083
551	1.787625
552	1.789839
553	1.791107
554	1.791473
555	1.791433
556	1.791238
557	1.791939
558	1.792385
559	1.791535
560	1.790784
561	1.790184
562	1.789595
563	1.789006
564	1.789499
565	1.790111
566	1.790341
567	1.790371
568	1.790004
569	1.789654
570	1.789314
571	1.790093
572	1.791151
573	1.792436
574	1.794523
575	1.798649
576	1.804649
577	1.812347
578	1.817625
579	1.822226
580	1.829097
581	1.834760
582	1.837043
583	1.837248
584	1.835491
585	1.832491
586	1.829084
587	1.825019
588	1.820876
589	1.816571
590	1.812664
591	1.809101
592	1.808061
593	1.808005
594	1.813585
595	1.820486
596	1.830182
597	1.838760
598	1.846552
599	1.855307
600	1.863974
601	1.870766
602	1.877315
603	1.883485
604	1.889584
605	1.895652
606	1.899821
607	1.903600
608	1.906394
609	1.907574
610	1.907150
611	1.906599
612	1.906084
613	1.906651
614	1.907930
615	1.910522
616	1.912814
617	1.914937
618	1.915040
619	1.914923
620	1.914582
621	1.913800
622	1.912605
623	1.910260
624	1.907603
625	1.904653
626	1.900993
627	1.896328
628	1.895722
629	1.896774
630	1.900044
631	1.904324
632	1.910685
633	1.919462
634	1.929633
635	1.938251
636	1.946879
637	1.955736
638	1.961929
639	1.966210
640	1.969946
641	1.972481
642	1.971073
643	1.968518
644	1.965018
645	1.963157
646	1.961123
647	1.957547
648	1.953698
649	1.949610
650	1.942780
651	1.936009
652	1.931160
653	1.931188
654	1.935353
655	1.942959
656	1.950859
657	1.958152
658	1.968156
659	1.980230
660	1.992983
661	2.007024
662	2.024437
663	2.040007
664	2.054434
665	2.062551
666	2.069273
667	2.073495
668	2.077247
669	2.080804
670	2.084907
671	2.088033
672	2.089726
673	2.091769
674	2.093679
675	2.094137
676	2.093182
677	2.090856
678	2.088184
679	2.082244
680	2.066937
681	2.044285
682	2.017279
683	1.986669
684	1.956797
685	1.928122
686	1.906408
687	1.887133
688	1.870297
689	1.857010
690	1.846595
691	1.850169
692	1.859190
693	1.877287
694	1.898162
695	1.919525
696	1.937306
697	1.953608
698	1.968616
699	1.983962
700	1.998734
701	2.012336
702	2.023443
703	2.033546
704	2.042681
705	2.051506
706	2.060107
707	2.066494
708	2.069642
709	2.068140
710	2.059290
711	2.044685
712	2.017627
713	1.984094
714	1.947266
715	1.908782
716	1.874863
717	1.844837
718	1.813685
719	1.784077
720	1.756788
721	1.736938
722	1.722284
723	1.717191
724	1.722044
725	1.732146
726	1.749624
727	1.768614
728	1.789039
729	1.815505
730	1.844464
731	1.875616
732	1.909681
733	1.943212
734	1.976039
735	2.010922
736	2.043817
737	2.073048
738	2.098392
739	2.122008
740	2.143369
741	2.160552
742	2.176240
743	2.190873
744	2.202519
745	2.212285
746	2.219092
747	2.222690
748	2.223411
749	2.217635
750	2.205381
751	2.186673
752	2.151582
753	2.097563
754	2.029395
755	1.937714
756	1.840018
757	1.739882
758	1.643388
759	1.562440
760	1.494622
761	1.452279
762	1.434795
763	1.435487
764	1.463526
765	1.515055
766	1.581596
767	1.666610
768	1.758383
769	1.850770
770	1.939164
771	2.014850
772	2.080417
773	2.132120
774	2.167056
775	2.193489
776	2.211145
777	2.224474
778	2.231736
779	2.232919
780	2.232421
