Wavelength(nm)	PFD(umol m-2 s-1)
380	0.034580
381	0.035493
382	0.033134
383	0.030433
384	0.030645
385	0.031060
386	0.032822
387	0.034281
388	0.034804
389	0.034809
390	0.033911
391	0.032362
392	0.030114
393	0.030369
394	0.032288
395	0.033000
396	0.033244
397	0.033361
398	0.033453
399	0.036642
400	0.040109
401	0.045133
402	0.050212
403	0.055434
404	0.062739
405	0.074348
406	0.086654
407	0.099809
408	0.115292
409	0.132550
410	0.156416
411	0.183258
412	0.217326
413	0.253117
414	0.303354
415	0.355382
416	0.417106
417	0.483135
418	0.565708
419	0.653429
420	0.751418
421	0.860686
422	0.983478
423	1.123127
424	1.275067
425	1.449978
426	1.634653
427	1.849673
428	2.071130
429	2.343798
430	2.623900
431	2.946056
432	3.281681
433	3.656529
434	4.041210
435	4.441147
436	4.834072
437	5.220315
438	5.555404
439	5.862802
440	6.063316
441	6.233909
442	6.247750
443	6.239057
444	6.083902
445	5.904531
446	5.622019
447	5.314013
448	4.954226
449	4.589457
450	4.219161
451	3.862223
452	3.513560
453	3.206785
454	2.913552
455	2.671413
456	2.436045
457	2.237291
458	2.042208
459	1.867916
460	1.700030
461	1.546716
462	1.400174
463	1.261533
464	1.134020
465	1.013347
466	0.912373
467	0.817265
468	0.738122
469	0.661402
470	0.601995
471	0.545043
472	0.497715
473	0.453701
474	0.415515
475	0.380114
476	0.347243
477	0.320457
478	0.296487
479	0.273514
480	0.250657
481	0.236572
482	0.223033
483	0.212536
484	0.202586
485	0.193871
486	0.186527
487	0.180686
488	0.179500
489	0.180916
490	0.181682
491	0.182293
492	0.187313
493	0.192496
494	0.197854
495	0.204635
496	0.214561
497	0.223995
498	0.232892
499	0.245183
500	0.259310
501	0.272351
502	0.285202
503	0.300900
504	0.316424
505	0.330918
506	0.346152
507	0.362696
508	0.380040
509	0.398097
510	0.415424
511	0.432494
512	0.446657
513	0.460773
514	0.477858
515	0.494173
516	0.508216
517	0.522694
518	0.537693
519	0.551190
520	0.563850
521	0.576280
522	0.588667
523	0.599472
524	0.609710
525	0.617713
526	0.625834
527	0.634117
528	0.642480
529	0.650906
530	0.659673
531	0.668548
532	0.675340
533	0.681867
534	0.687271
535	0.692487
536	0.697409
537	0.700494
538	0.702364
539	0.704561
540	0.706909
541	0.713756
542	0.719038
543	0.718835
544	0.719571
545	0.721535
546	0.723455
547	0.725351
548	0.725940
549	0.726468
550	0.728848
551	0.730684
552	0.731204
553	0.730492
554	0.728605
555	0.727842
556	0.727484
557	0.726912
558	0.726239
559	0.725173
560	0.724313
561	0.723755
562	0.722941
563	0.721975
564	0.720299
565	0.718562
566	0.717365
567	0.715897
568	0.713892
569	0.712645
570	0.711980
571	0.710959
572	0.709854
573	0.708927
574	0.707028
575	0.702675
576	0.697830
577	0.692537
578	0.692188
579	0.693213
580	0.688513
581	0.684324
582	0.681589
583	0.678469
584	0.674986
585	0.671311
586	0.667565
587	0.663769
588	0.661289
589	0.662269
590	0.660465
591	0.656236
592	0.653905
593	0.652005
594	0.649277
595	0.645783
596	0.640679
597	0.637768
598	0.636406
599	0.637466
600	0.638460
601	0.636056
602	0.635585
603	0.638081
604	0.640529
605	0.642956
606	0.648850
607	0.654949
608	0.661030
609	0.667632
610	0.674755
611	0.684678
612	0.695646
613	0.710102
614	0.727374
615	0.749771
616	0.770891
617	0.791322
618	0.820925
619	0.852605
620	0.888961
621	0.929554
622	0.974115
623	1.025141
624	1.078852
625	1.141259
626	1.208530
627	1.282655
628	1.371692
629	1.466964
630	1.568344
631	1.678153
632	1.804998
633	1.947536
634	2.099270
635	2.274530
636	2.456921
637	2.654762
638	2.869716
639	3.097158
640	3.354868
641	3.626310
642	3.932230
643	4.257768
644	4.599637
645	4.980538
646	5.379771
647	5.826072
648	6.298479
649	6.793798
650	7.342484
651	7.913573
652	8.536755
653	9.178219
654	9.835492
655	10.512468
656	11.186742
657	11.838437
658	12.445169
659	13.018057
660	13.443122
661	13.790685
662	13.958368
663	13.958462
664	13.853406
665	13.463070
666	12.982388
667	12.333834
668	11.553049
669	10.704917
670	9.755604
671	8.800430
672	7.838015
673	6.927743
674	6.048148
675	5.271805
676	4.564702
677	3.924629
678	3.397059
679	2.912367
680	2.510724
681	2.163322
682	1.848067
683	1.611303
684	1.394046
685	1.207324
686	1.052439
687	0.912591
688	0.804069
689	0.709024
690	0.624867
691	0.555377
692	0.492884
693	0.442600
694	0.398830
695	0.358942
696	0.329370
697	0.301452
698	0.274975
699	0.252627
700	0.231121
701	0.210751
702	0.200021
703	0.192607
704	0.185883
705	0.176342
706	0.164710
707	0.155967
708	0.146676
709	0.136572
710	0.133039
711	0.130183
712	0.125394
713	0.120324
714	0.115174
715	0.110514
716	0.107503
717	0.105901
718	0.104233
719	0.102497
720	0.100670
721	0.096333
722	0.093016
723	0.093335
724	0.089906
725	0.086742
726	0.091076
727	0.089080
728	0.083880
729	0.085088
730	0.085940
731	0.086482
732	0.081515
733	0.078273
734	0.077207
735	0.075875
736	0.074894
737	0.074539
738	0.077060
739	0.078621
740	0.076924
741	0.073832
742	0.071379
743	0.071797
744	0.071175
745	0.070667
746	0.071859
747	0.073106
748	0.073110
749	0.067723
750	0.069440
751	0.074148
752	0.077054
753	0.078695
754	0.079701
755	0.080722
756	0.080662
757	0.079568
758	0.076029
759	0.077884
760	0.080940
761	0.077214
762	0.074268
763	0.073615
764	0.080622
765	0.076806
766	0.072362
767	0.079524
768	0.076389
769	0.072461
770	0.074729
771	0.073845
772	0.072556
773	0.071885
774	0.070379
775	0.071797
776	0.077553
777	0.072235
778	0.070266
779	0.072104
780	0.068812
