Wavelength(nm)	PFD(umol m-2 s-1)
380	0.032171
381	0.033175
382	0.032666
383	0.031956
384	0.029606
385	0.027415
386	0.026353
387	0.025845
388	0.027032
389	0.027263
390	0.025824
391	0.025338
392	0.025877
393	0.027591
394	0.030090
395	0.029091
396	0.026730
397	0.026462
398	0.026590
399	0.030549
400	0.034605
401	0.037829
402	0.042298
403	0.051610
404	0.059826
405	0.065715
406	0.073692
407	0.084249
408	0.101071
409	0.122642
410	0.146764
411	0.172077
412	0.204455
413	0.238512
414	0.284198
415	0.331713
416	0.391782
417	0.456378
418	0.538441
419	0.625679
420	0.723244
421	0.833820
422	0.960012
423	1.099933
424	1.249897
425	1.423080
426	1.606121
427	1.820453
428	2.041396
429	2.319836
430	2.605912
431	2.934221
432	3.275102
433	3.652318
434	4.043580
435	4.457113
436	4.858185
437	5.247333
438	5.584082
439	5.892452
440	6.083117
441	6.240734
442	6.238708
443	6.213430
444	6.034381
445	5.832088
446	5.531254
447	5.207071
448	4.835675
449	4.460782
450	4.082098
451	3.724916
452	3.381387
453	3.082919
454	2.799112
455	2.562905
456	2.333150
457	2.143450
458	1.956711
459	1.787241
460	1.623958
461	1.474758
462	1.332416
463	1.198072
464	1.075716
465	0.960750
466	0.861778
467	0.767518
468	0.693300
469	0.621921
470	0.567899
471	0.515432
472	0.469253
473	0.428271
474	0.396338
475	0.363965
476	0.331176
477	0.304195
478	0.279901
479	0.256843
480	0.233947
481	0.221787
482	0.209968
483	0.199998
484	0.190565
485	0.182347
486	0.177031
487	0.174895
488	0.174066
489	0.173966
490	0.174459
491	0.175095
492	0.179214
493	0.183804
494	0.190610
495	0.199215
496	0.211798
497	0.222504
498	0.231167
499	0.242545
500	0.255394
501	0.270517
502	0.286168
503	0.300884
504	0.316164
505	0.333870
506	0.350806
507	0.366277
508	0.384152
509	0.404153
510	0.419582
511	0.433199
512	0.452047
513	0.471276
514	0.487121
515	0.503355
516	0.520572
517	0.535105
518	0.546326
519	0.560171
520	0.575535
521	0.588892
522	0.601786
