Wavelength(nm)	PFD(umol m-2 s-1)
380	0.028290
381	0.026760
382	0.026259
383	0.025882
384	0.026108
385	0.026540
386	0.028337
387	0.029251
388	0.027464
389	0.026049
390	0.025287
391	0.024932
392	0.025014
393	0.026221
394	0.028180
395	0.028923
396	0.029195
397	0.029314
398	0.029404
399	0.032585
400	0.036042
401	0.041031
402	0.046529
403	0.053955
404	0.062751
405	0.074361
406	0.086667
407	0.099822
408	0.116613
409	0.136167
410	0.163860
411	0.195214
412	0.233619
413	0.273723
414	0.328003
415	0.384511
416	0.456375
417	0.532863
418	0.627045
419	0.728174
420	0.843245
421	0.971261
422	1.114797
423	1.280738
424	1.462990
425	1.675378
426	1.900530
427	2.161091
428	2.429200
429	2.762978
430	3.106024
431	3.501294
432	3.908227
433	4.347986
434	4.793938
435	5.248882
436	5.672131
437	6.064944
438	6.378445
439	6.648601
440	6.784068
441	6.881452
442	6.801293
443	6.696177
444	6.442999
445	6.168958
446	5.807910
447	5.430405
448	5.020369
449	4.617090
450	4.221984
451	3.854059
452	3.503521
453	3.201881
454	2.916214
455	2.668220
456	2.425364
457	2.222727
458	2.023050
459	1.840848
460	1.666204
461	1.508635
462	1.360592
463	1.223628
464	1.097876
465	0.979019
466	0.879903
467	0.786672
468	0.713248
469	0.642248
470	0.582803
471	0.526266
472	0.480998
473	0.439062
474	0.402977
475	0.368597
476	0.335760
477	0.307628
478	0.281658
479	0.261841
480	0.243157
481	0.227148
482	0.212277
483	0.203843
484	0.195940
485	0.189229
486	0.184800
487	0.182867
488	0.180598
489	0.178135
490	0.181255
491	0.185721
492	0.190830
493	0.196271
494	0.203523
495	0.211613
496	0.221535
497	0.232803
498	0.245526
499	0.259147
500	0.273273
501	0.287943
502	0.302776
503	0.320462
504	0.338328
505	0.356790
506	0.375325
507	0.393937
508	0.413349
509	0.433474
510	0.451463
511	0.468629
512	0.486472
513	0.504388
514	0.521608
515	0.538589
516	0.554787
517	0.572318
518	0.591472
519	0.605219
520	0.615899
521	0.629670
522	0.644059
523	0.654810
524	0.665847
525	0.677858
526	0.688334
527	0.696525
528	0.704829
529	0.713217
530	0.723591
531	0.734495
532	0.741370
533	0.747986
534	0.753541
535	0.758068
536	0.761033
537	0.764707
538	0.768854
539	0.773303
540	0.777840
541	0.782857
542	0.787241
543	0.789393
544	0.790695
545	0.790881
546	0.792371
547	0.794576
548	0.795508
549	0.796049
550	0.794376
551	0.793414
552	0.794181
553	0.794840
554	0.795396
555	0.795384
556	0.795162
557	0.794720
558	0.794171
559	0.793204
560	0.792441
561	0.791978
562	0.791304
563	0.790504
564	0.789153
565	0.787552
566	0.784488
567	0.781920
568	0.780370
569	0.778243
570	0.775669
571	0.772672
572	0.769669
573	0.769106
574	0.768250
575	0.766666
576	0.761986
577	0.754504
578	0.751888
579	0.750704
580	0.748786
581	0.746038
582	0.741005
583	0.736939
584	0.733785
585	0.730477
586	0.727110
587	0.723688
588	0.720103
589	0.716119
590	0.713617
591	0.712404
592	0.708705
593	0.704292
594	0.698875
595	0.693568
596	0.688522
597	0.687289
598	0.688751
599	0.687931
600	0.686931
601	0.687458
602	0.686599
603	0.683617
604	0.682482
605	0.682258
606	0.688161
607	0.693784
608	0.697148
609	0.702455
610	0.709692
611	0.722023
612	0.735638
613	0.747271
614	0.760653
615	0.777207
616	0.798159
617	0.821605
618	0.845906
619	0.872993
620	0.909378
621	0.946893
622	0.985473
623	1.037864
624	1.093947
625	1.153366
626	1.217633
627	1.288733
628	1.374709
629	1.466964
630	1.568344
631	1.676082
632	1.796586
633	1.936775
634	2.088448
635	2.260580
636	2.440528
637	2.638305
638	2.853201
639	3.080589
640	3.338247
641	3.608888
642	3.911421
643	4.235391
644	4.577192
645	4.958008
646	5.357851
647	5.807468
648	6.283218
649	6.781905
650	7.330975
651	7.899136
652	8.508225
653	9.137378
654	9.783843
655	10.434059
656	11.074410
657	11.674923
658	12.211140
659	12.698726
660	13.016195
661	13.252437
662	13.304667
663	13.180820
664	12.946365
665	12.450876
666	11.876352
667	11.156206
668	10.340061
669	9.475149
670	8.547548
671	7.630701
672	6.730918
673	5.902486
674	5.112432
675	4.437184
676	3.829945
677	3.288552
678	2.842549
679	2.435454
680	2.106209
681	1.818672
682	1.555854
683	1.355571
684	1.173454
685	1.019742
686	0.894905
687	0.782256
688	0.690497
689	0.609967
690	0.538506
691	0.481976
692	0.431026
693	0.389442
694	0.354508
695	0.322928
696	0.297802
697	0.271885
698	0.245265
699	0.227188
700	0.211897
701	0.200896
702	0.188897
703	0.177453
704	0.170668
705	0.161061
706	0.149362
707	0.145392
708	0.138932
709	0.128792
710	0.125224
711	0.122334
712	0.117513
713	0.112411
714	0.107783
715	0.108182
716	0.104741
717	0.098014
718	0.096189
719	0.094439
720	0.092603
721	0.088259
722	0.084939
723	0.085258
724	0.085636
725	0.085806
726	0.084919
727	0.084262
728	0.083458
729	0.079394
730	0.074945
731	0.070158
732	0.070375
733	0.072447
734	0.076737
735	0.070925
736	0.066546
737	0.066155
738	0.068641
739	0.070167
740	0.068428
741	0.065293
742	0.064283
743	0.070333
744	0.071175
745	0.069383
746	0.064761
747	0.064243
748	0.064180
749	0.058722
750	0.056257
751	0.056904
752	0.065800
753	0.069401
754	0.069311
755	0.063950
756	0.061640
757	0.062538
758	0.071797
759	0.069144
760	0.062611
761	0.065379
762	0.064429
763	0.063736
764	0.070700
765	0.066838
766	0.060727
767	0.061023
768	0.061379
769	0.062273
770	0.064467
771	0.063503
772	0.059663
773	0.051708
774	0.055526
775	0.058020
776	0.056260
777	0.064713
778	0.066498
779	0.060688
780	0.049571
