Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/25_10:59:33
PPFD	31.047081
PFD	31.539045
PFD-UV	0.040031
PFD-B	8.047997
PFD-G	3.404781
PFD-R	19.594301
PFD-FR	0.451932
RFR(600~780nm)	20.046232
CHLB(430~480nm)	6.908360
Custom3(380~780nm)	31.539045
Custom4(380~780nm)	31.539045
UV%	0.126925
B%	25.517569
G%	10.795447
R%	62.127125
FR%	1.432928
RFR%	63.560043
CHLB%	21.904152
Custom3%	100.000000
Custom4%	100.000000
R:B	2.434680
R:FR	43.356766
R:G	5.754938
B:G	2.363734
UV:B	0.004974
UV:FR	0.088578
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	43.356766
BRAT(CHLB:PFD-B)	0.858395
Ratio3	0.000000
Ratio4	0.000000
LambdaP	662.000000
LambdaPV	121.509178
LambdaD	380.000000
LUX	718.991821
IRR	6.560842
fc	66.820801
I-Time	110.000000
380nm	0.659569
381nm	0.666700
382nm	0.647482
383nm	0.625555
384nm	0.622141
385nm	0.622923
386nm	0.651496
387nm	0.668797
388nm	0.651974
389nm	0.637553
390nm	0.627295
391nm	0.606156
392nm	0.573414
393nm	0.560922
394nm	0.561788
395nm	0.553654
396nm	0.542049
397nm	0.581861
398nm	0.631369
399nm	0.618729
400nm	0.608993
401nm	0.659366
402nm	0.720078
403nm	0.821207
404nm	0.917898
405nm	1.005399
406nm	1.113152
407nm	1.245820
408nm	1.427452
409nm	1.645772
410nm	1.947360
411nm	2.285371
412nm	2.705991
413nm	3.144706
414nm	3.759471
415nm	4.399984
416nm	5.242785
417nm	6.123150
418nm	7.155143
419nm	8.281043
420nm	9.600947
421nm	11.059530
422nm	12.684540
423nm	14.553886
424nm	16.597488
425nm	18.955667
426nm	21.440067
427nm	24.346046
428nm	27.329718
429nm	31.009258
430nm	34.786003
431nm	39.220940
432nm	43.805340
433nm	48.858093
434nm	54.065041
435nm	59.527699
436nm	64.750481
437nm	69.744003
438nm	74.021774
439nm	77.905571
440nm	80.227509
441nm	82.106323
442nm	81.947990
443nm	81.494835
444nm	79.081802
445nm	76.374794
446nm	72.388756
447nm	68.135719
448nm	63.327724
449nm	58.490906
450nm	53.620785
451nm	49.019482
452nm	44.594578
453nm	40.682621
454nm	36.946438
455nm	33.823776
456nm	30.794033
457nm	28.238342
458nm	25.736137
459nm	23.487219
460nm	21.322819
461nm	19.338245
462nm	17.473799
463nm	15.746893
464nm	14.156385
465nm	12.651670
466nm	11.416242
467nm	10.264616
468nm	9.277476
469nm	8.319501
470nm	7.558658
471nm	6.846294
472nm	6.309821
473nm	5.785101
474nm	5.280433
475nm	4.833511
476nm	4.438984
477nm	4.076102
478nm	3.728096
479nm	3.469733
480nm	3.228768
481nm	3.038931
482nm	2.858024
483nm	2.724410
484nm	2.600301
485nm	2.496691
486nm	2.423905
487nm	2.384638
488nm	2.377264
489nm	2.387620
490nm	2.396586
491nm	2.405221
492nm	2.465012
493nm	2.528729
494nm	2.607963
495nm	2.697866
496nm	2.811440
497nm	2.927710
498nm	3.046887
499nm	3.193123
500nm	3.353744
501nm	3.534543
502nm	3.719591
503nm	3.906045
504nm	4.094890
505nm	4.294865
506nm	4.497756
507nm	4.705964
508nm	4.918293
509nm	5.134228
510nm	5.338805
511nm	5.538822
512nm	5.736088
513nm	5.931522
514nm	6.109288
515nm	6.285955
516nm	6.459551
517nm	6.638444
518nm	6.823814
519nm	6.962591
520nm	7.074917
521nm	7.201953
522nm	7.332303
523nm	7.475744
524nm	7.607505
525nm	7.695539
526nm	7.799117
527nm	7.925536
528nm	7.999624
529nm	8.038919
530nm	8.103951
531nm	8.175503
532nm	8.222003
533nm	8.270223
534nm	8.325776
535nm	8.374694
536nm	8.413630
537nm	8.445465
538nm	8.472628
539nm	8.473721
540nm	8.469127
541nm	8.495749
542nm	8.523250
543nm	8.553796
544nm	8.559542
545nm	8.533017
546nm	8.538236
547nm	8.560798
548nm	8.545657
549nm	8.524234
550nm	8.500686
551nm	8.479719
552nm	8.464948
553nm	8.450309
554nm	8.435797
555nm	8.421158
556nm	8.406474
557nm	8.375222
558nm	8.344532
559nm	8.319706
560nm	8.285737
561nm	8.238506
562nm	8.210604
563nm	8.193752
564nm	8.181393
565nm	8.168193
566nm	8.140821
567nm	8.106331
568nm	8.057467
569nm	8.019218
570nm	7.989085
571nm	7.968808
572nm	7.949923
573nm	7.908382
574nm	7.863836
575nm	7.811694
576nm	7.765113
577nm	7.723539
578nm	7.666294
579nm	7.604965
580nm	7.576219
581nm	7.539410
582nm	7.480294
583nm	7.432356
584nm	7.394907
585nm	7.356534
586nm	7.317976
587nm	7.283523
588nm	7.241385
589nm	7.179278
590nm	7.118784
591nm	7.059690
592nm	7.026901
593nm	6.998874
594nm	6.938106
595nm	6.893719
596nm	6.883945
597nm	6.859223
598nm	6.823977
599nm	6.792517
600nm	6.765695
601nm	6.767040
602nm	6.758413
603nm	6.734571
604nm	6.747324
605nm	6.778144
606nm	6.771881
607nm	6.775131
608nm	6.819048
609nm	6.892230
610nm	6.994370
611nm	7.046346
612nm	7.092405
613nm	7.246010
614nm	7.397945
615nm	7.546832
616nm	7.730670
617nm	7.934012
618nm	8.211459
619nm	8.502939
620nm	8.824287
621nm	9.167423
622nm	9.530825
623nm	9.976906
624nm	10.455326
625nm	11.039829
626nm	11.668484
627nm	12.359835
628nm	13.109674
629nm	13.886189
630nm	14.827980
631nm	15.841040
632nm	17.000519
633nm	18.274662
634nm	19.614317
635nm	21.182455
636nm	22.823576
637nm	24.633371
638nm	26.601080
639nm	28.681793
640nm	31.031967
641nm	33.481613
642nm	36.174015
643nm	39.058598
644nm	42.100735
645nm	45.535461
646nm	49.121941
647nm	53.082043
648nm	57.266941
649nm	61.646622
650nm	66.587914
651nm	71.686806
652nm	77.069771
653nm	82.683289
654nm	88.491585
655nm	94.300568
656nm	100.049988
657nm	105.593124
658nm	110.572456
659nm	115.124031
660nm	118.286591
661nm	120.725800
662nm	121.509178
663nm	120.785492
664nm	119.120743
665nm	115.018196
666nm	110.167755
667nm	103.925842
668nm	96.721634
669nm	89.037773
670nm	80.618408
671nm	72.265137
672nm	64.008339
673nm	56.316780
674nm	48.951111
675nm	42.566303
676nm	36.769348
677nm	31.539530
678nm	27.285097
679nm	23.395063
680nm	20.182489
681nm	17.412851
682nm	14.907491
683nm	12.999595
684nm	11.262371
685nm	9.788078
686nm	8.570954
687nm	7.470584
688nm	6.590503
689nm	5.833691
690nm	5.176505
691nm	4.674147
692nm	4.197106
693nm	3.751784
694nm	3.412204
695nm	3.119823
696nm	2.885693
697nm	2.655539
698nm	2.428856
699nm	2.275069
700nm	2.119298
701nm	1.950396
702nm	1.816732
703nm	1.699826
704nm	1.609280
705nm	1.552021
706nm	1.519260
707nm	1.467778
708nm	1.419785
709nm	1.377031
710nm	1.302141
711nm	1.227681
712nm	1.173610
713nm	1.151716
714nm	1.140701
715nm	1.094983
716nm	1.085328
717nm	1.106419
718nm	1.063081
719nm	1.023337
720nm	0.991320
721nm	0.952749
722nm	0.927647
723nm	0.938505
724nm	0.946420
725nm	0.946720
726nm	0.917108
727nm	0.893926
728nm	0.873037
729nm	0.834810
730nm	0.822743
731nm	0.833487
732nm	0.796233
733nm	0.785263
734nm	0.806889
735nm	0.792701
736nm	0.767392
737nm	0.729387
738nm	0.750775
739nm	0.773799
740nm	0.776564
741nm	0.755141
742nm	0.738118
743nm	0.751819
744nm	0.758101
745nm	0.750725
746nm	0.704430
747nm	0.723876
748nm	0.749942
749nm	0.687216
750nm	0.677635
751nm	0.702660
752nm	0.773951
753nm	0.771401
754nm	0.735264
755nm	0.717385
756nm	0.729317
757nm	0.748774
758nm	0.729280
759nm	0.764172
760nm	0.809091
761nm	0.776629
762nm	0.759852
763nm	0.754991
764nm	0.769152
765nm	0.774983
