Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/25_10:49:14
PPFD	668.875244
PFD	677.022766
PFD-UV	0.588280
PFD-B	179.827911
PFD-G	68.112305
PFD-R	420.935059
PFD-FR	7.559103
RFR(600~780nm)	428.494293
CHLB(430~480nm)	154.707993
Custom3(380~780nm)	677.022766
Custom4(380~780nm)	677.022766
UV%	0.086892
B%	26.561579
G%	10.060565
R%	62.174438
FR%	1.116521
RFR%	63.290970
CHLB%	22.851225
Custom3%	100.000000
Custom4%	100.000000
R:B	2.340766
R:FR	55.685844
R:G	6.180015
B:G	2.640168
UV:B	0.003271
UV:FR	0.077824
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	55.685844
BRAT(CHLB:PFD-B)	0.860311
Ratio3	0.000000
Ratio4	0.000000
LambdaP	662.000000
LambdaPV	2628.034668
LambdaD	380.000000
LUX	14795.083008
IRR	141.300308
fc	1375.007690
I-Time	4.000000
380nm	10.131754
381nm	10.416780
382nm	9.378850
383nm	8.211161
384nm	8.400268
385nm	8.639077
386nm	9.207031
387nm	9.714132
388nm	10.037028
389nm	9.742807
390nm	8.379157
391nm	7.745551
392nm	7.890324
393nm	7.894336
394nm	7.805496
395nm	8.439488
396nm	9.352287
397nm	9.507431
398nm	9.519694
399nm	9.904991
400nm	10.416886
401nm	12.173879
402nm	13.962337
403nm	15.873806
404nm	17.987995
405nm	20.521849
406nm	23.666197
407nm	27.561651
408nm	32.791107
409nm	39.020138
410nm	46.523441
411nm	54.584179
412nm	63.957184
413nm	73.617645
414nm	87.317604
415nm	101.629250
416nm	120.852722
417nm	140.972580
418nm	164.710693
419nm	190.272202
420nm	219.600586
421nm	252.477142
422nm	289.611816
423nm	330.449554
424nm	373.928253
425nm	425.727661
426nm	480.865814
427nm	545.103210
428nm	611.017578
429nm	692.790894
430nm	776.572266
431nm	873.651917
432nm	974.487305
433nm	1087.092163
434nm	1203.861816
435nm	1327.538818
436nm	1447.112671
437nm	1562.765381
438nm	1663.401978
439nm	1755.773315
440nm	1812.068848
441nm	1858.129395
442nm	1857.394897
443nm	1849.775513
444nm	1794.987183
445nm	1733.486694
446nm	1642.782593
447nm	1545.281128
448nm	1433.651001
449nm	1321.083130
450nm	1207.431641
451nm	1100.230469
452nm	997.262024
453nm	907.766052
454nm	822.886658
455nm	752.157166
456nm	683.588623
457nm	626.533875
458nm	570.705933
459nm	520.687988
460nm	472.465027
461nm	428.061157
462nm	385.833832
463nm	346.098419
464nm	309.904449
465nm	275.937866
466nm	247.662369
467nm	221.157898
468nm	199.227432
469nm	178.037781
470nm	161.298706
471nm	145.442276
472nm	132.788330
473nm	121.002769
474nm	110.698792
475nm	101.349930
476nm	92.867699
477nm	85.425591
478nm	78.472427
479nm	72.392410
480nm	66.481850
481nm	62.016666
482nm	57.841881
483nm	55.209614
484nm	52.532551
485nm	49.758881
486nm	48.290405
487nm	48.241199
488nm	47.748287
489nm	47.008705
490nm	46.902992
491nm	46.948223
492nm	48.404705
493nm	49.904938
494nm	51.441933
495nm	53.053749
496nm	54.831570
497nm	57.253822
498nm	60.371204
499nm	63.005543
500nm	65.383087
501nm	69.251450
502nm	73.433121
503nm	76.803352
504nm	80.294121
505nm	84.346275
506nm	87.996002
507nm	90.912025
508nm	95.306221
509nm	100.994629
510nm	105.180054
511nm	108.762070
512nm	112.512733
513nm	116.306427
514nm	120.373146
515nm	124.207558
516nm	127.393021
517nm	130.731964
518nm	134.258453
519nm	137.252762
520nm	139.944931
521nm	142.642975
522nm	145.334732
523nm	147.622940
524nm	149.977249
525nm	152.578995
526nm	154.739807
527nm	156.252594
528nm	157.792923
529nm	159.351593
530nm	160.934692
531nm	162.523972
532nm	164.060455
533nm	165.413544
534nm	166.020584
535nm	166.778854
536nm	167.764618
537nm	168.228790
538nm	168.349609
539nm	169.538757
540nm	170.945786
541nm	170.110977
542nm	169.741074
543nm	170.979431
544nm	171.720795
545nm	171.815521
546nm	171.547638
547nm	171.081635
548nm	170.718643
549nm	170.414597
550nm	170.620438
551nm	170.684204
552nm	170.407166
553nm	170.115021
554nm	169.808563
555nm	169.365372
556nm	168.872726
557nm	168.435333
558nm	168.062042
559nm	167.966003
560nm	167.711960
561nm	167.228790
562nm	166.300842
563nm	165.118576
564nm	164.673477
565nm	164.306046
566nm	163.603912
567nm	162.985291
568nm	162.535278
569nm	161.620087
570nm	160.349182
571nm	160.038940
572nm	159.935822
573nm	159.219528
574nm	158.465973
575nm	157.618317
576nm	156.588516
577nm	155.394745
578nm	154.631363
579nm	153.990860
580nm	153.061981
581nm	152.074966
582nm	150.927124
583nm	150.093689
584nm	149.555344
585nm	148.355927
586nm	146.957489
587nm	145.593079
588nm	144.552109
589nm	144.351639
590nm	143.896927
591nm	143.221939
592nm	141.893738
593nm	140.429138
594nm	139.479309
595nm	138.770325
596nm	138.570267
597nm	137.731201
598nm	136.442291
599nm	136.377350
600nm	136.565353
601nm	137.067871
602nm	136.950775
603nm	135.888336
604nm	135.692856
605nm	135.925339
606nm	137.015244
607nm	138.022781
608nm	138.569931
609nm	139.900375
610nm	142.005981
611nm	143.742111
612nm	145.481476
613nm	148.652679
614nm	151.757797
615nm	154.742264
616nm	158.795944
617nm	163.446274
618nm	168.913010
619nm	174.789246
