Wavelength(nm)	PFD(umol m-2 s-1)
380	0.000337
381	0.000336
382	0.000344
383	0.000352
384	0.000334
385	0.000320
386	0.000329
387	0.000336
388	0.000338
389	0.000338
390	0.000333
391	0.000324
392	0.000311
393	0.000304
394	0.000300
395	0.000301
396	0.000304
397	0.000304
398	0.000304
399	0.000318
400	0.000332
401	0.000331
402	0.000332
403	0.000345
404	0.000359
405	0.000377
406	0.000395
407	0.000413
408	0.000436
409	0.000463
410	0.000508
411	0.000561
412	0.000628
413	0.000699
414	0.000796
415	0.000898
416	0.001045
417	0.001204
418	0.001413
419	0.001644
420	0.001921
421	0.002249
422	0.002640
423	0.003116
424	0.003655
425	0.004321
426	0.005040
427	0.005982
428	0.006969
429	0.008290
430	0.009684
431	0.011556
432	0.013572
433	0.016021
434	0.018687
435	0.021707
436	0.024821
437	0.028027
438	0.031008
439	0.033871
440	0.035941
441	0.037790
442	0.038401
443	0.038831
444	0.038022
445	0.037007
446	0.035107
447	0.033002
448	0.030480
449	0.027915
450	0.025300
451	0.022893
452	0.020621
453	0.018726
454	0.016957
455	0.015571
456	0.014237
457	0.013126
458	0.012031
459	0.011031
460	0.010044
461	0.009091
462	0.008174
463	0.007302
464	0.006501
465	0.005745
466	0.005117
467	0.004528
468	0.004075
469	0.003639
470	0.003300
471	0.002977
472	0.002715
473	0.002470
474	0.002252
475	0.002053
476	0.001871
477	0.001699
478	0.001532
479	0.001391
480	0.001255
481	0.001153
482	0.001054
483	0.000970
484	0.000892
485	0.000829
486	0.000771
487	0.000717
488	0.000671
489	0.000629
490	0.000594
491	0.000562
492	0.000534
493	0.000506
494	0.000480
495	0.000455
496	0.000434
497	0.000420
498	0.000415
499	0.000402
500	0.000384
501	0.000376
502	0.000370
503	0.000371
504	0.000370
505	0.000362
506	0.000352
507	0.000335
508	0.000327
509	0.000328
510	0.000329
511	0.000331
512	0.000315
513	0.000300
514	0.000315
515	0.000323
516	0.000310
517	0.000301
518	0.000299
519	0.000297
520	0.000296
521	0.000292
522	0.000288
523	0.000287
524	0.000290
525	0.000304
526	0.000310
527	0.000305
528	0.000297
