Wavelength(nm)	PFD(umol m-2 s-1)
380	0.003820
381	0.003802
382	0.004244
383	0.004728
384	0.004372
385	0.004049
386	0.003956
387	0.003857
388	0.003746
389	0.003632
390	0.003512
391	0.003559
392	0.003784
393	0.003997
394	0.004204
395	0.003885
396	0.003361
397	0.003201
398	0.003109
399	0.003280
400	0.003461
401	0.003646
402	0.003692
403	0.003184
404	0.002876
405	0.002986
406	0.003137
407	0.003337
408	0.003542
409	0.003752
410	0.003832
411	0.003854
412	0.003550
413	0.003172
414	0.003464
415	0.003755
416	0.003514
417	0.003397
418	0.003789
419	0.004057
420	0.004066
421	0.004029
422	0.003934
423	0.003684
424	0.003324
425	0.003203
426	0.003178
427	0.003257
428	0.003356
429	0.003233
430	0.003124
431	0.003179
432	0.003231
433	0.003268
434	0.003327
435	0.003421
436	0.003437
437	0.003377
438	0.003340
439	0.003315
440	0.003330
441	0.003355
442	0.003065
443	0.002777
444	0.003117
445	0.003427
446	0.003603
447	0.003705
448	0.003648
449	0.003593
450	0.003538
451	0.003558
452	0.003628
453	0.003903
454	0.004250
455	0.003989
456	0.003681
457	0.004402
458	0.005023
459	0.005160
460	0.005294
461	0.005422
462	0.005778
463	0.006396
464	0.007152
465	0.007997
466	0.008770
467	0.009523
468	0.010616
469	0.011758
470	0.013082
471	0.014546
472	0.016504
473	0.018581
474	0.020857
475	0.023571
476	0.026688
477	0.030249
478	0.034028
479	0.038906
480	0.044015
481	0.049894
482	0.056036
483	0.063480
484	0.071495
485	0.080708
486	0.090818
487	0.101905
488	0.114266
489	0.127361
490	0.143043
491	0.159393
492	0.178577
493	0.198419
494	0.221419
495	0.245617
496	0.272373
497	0.301405
498	0.332896
499	0.366761
500	0.401956
501	0.441703
502	0.482540
503	0.528343
504	0.575165
505	0.626093
506	0.678453
507	0.733270
508	0.789203
509	0.846144
510	0.903850
511	0.961995
512	1.017966
513	1.073605
514	1.126374
515	1.177642
516	1.224349
517	1.267053
518	1.304801
519	1.335614
520	1.362516
