Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/30_17:26:21
PPFD	59.696938
PFD	60.231915
PFD-UV	0.075919
PFD-B	3.947883
PFD-G	55.092720
PFD-R	0.656328
PFD-FR	0.459050
RFR(600~780nm)	1.115377
CHLB(430~480nm)	0.443935
Custom3(380~780nm)	60.231915
Custom4(380~780nm)	60.231915
UV%	0.126045
B%	6.554472
G%	91.467682
R%	1.089668
FR%	0.762137
RFR%	1.851805
CHLB%	0.737043
Custom3%	100.000000
Custom4%	100.000000
R:B	0.166248
R:FR	1.429753
R:G	0.011913
B:G	0.071659
UV:B	0.019230
UV:FR	0.165383
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	1.429753
BRAT(CHLB:PFD-B)	0.112449
Ratio3	0.000000
Ratio4	0.000000
LambdaP	522.000000
LambdaPV	319.273560
LambdaD	529.000000
LUX	6723.925781
IRR	13.646140
fc	624.900146
I-Time	31.000000
380nm	1.202625
381nm	1.193749
382nm	1.329082
383nm	1.476866
384nm	1.362073
385nm	1.258113
386nm	1.225888
387nm	1.192373
388nm	1.154956
389nm	1.116787
390nm	1.077317
391nm	1.088840
392nm	1.154734
393nm	1.216777
394nm	1.276278
395nm	1.176527
396nm	1.015350
397nm	0.964571
398nm	0.934611
399nm	0.983266
400nm	1.035140
401nm	1.087824
402nm	1.098524
403nm	0.945103
404nm	0.851598
405nm	0.882128
406nm	0.924314
407nm	0.980840
408nm	1.038659
409nm	1.097447
410nm	1.118019
411nm	1.121874
412nm	1.030781
413nm	0.918890
414nm	1.000957
415nm	1.082317
416nm	1.010388
417nm	0.974534
418nm	1.084305
419nm	1.158260
420nm	1.158224
421nm	1.144734
422nm	1.115097
423nm	1.041976
424nm	0.937842
425nm	0.901507
426nm	0.892376
427nm	0.912554
428nm	0.938134
429nm	0.901555
430nm	0.869043
431nm	0.882443
432nm	0.894597
433nm	0.902850
434nm	0.916955
435nm	0.940768
436nm	0.942985
437nm	0.924562
438nm	0.912295
439nm	0.903417
440nm	0.905257
441nm	0.910138
442nm	0.829600
443nm	0.749931
444nm	0.839689
445nm	0.921142
446nm	0.966463
447nm	0.991463
448nm	0.974225
449nm	0.957246
450nm	0.940565
451nm	0.943797
452nm	0.960098
453nm	1.030647
