Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/25_16:03:28
PPFD	102.313049
PFD	103.815598
PFD-UV	0.137177
PFD-B	27.752008
PFD-G	11.422447
PFD-R	63.138588
PFD-FR	1.365389
RFR(600~780nm)	64.503990
CHLB(430~480nm)	24.849327
Custom3(380~780nm)	103.815598
Custom4(380~780nm)	103.815598
UV%	0.132136
B%	26.732018
G%	11.002629
R%	60.818008
FR%	1.315205
RFR%	62.133236
CHLB%	23.936024
Custom3%	100.000000
Custom4%	100.000000
R:B	2.275100
R:FR	46.242214
R:G	5.527588
B:G	2.429603
UV:B	0.004943
UV:FR	0.100468
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	46.242214
BRAT(CHLB:PFD-B)	0.895406
Ratio3	0.000000
Ratio4	0.000000
LambdaP	657.000000
LambdaPV	443.274261
LambdaD	380.000000
LUX	2514.246094
IRR	21.769955
fc	233.666000
I-Time	29.000000
380nm	2.206671
381nm	2.254843
382nm	2.277643
383nm	2.296747
384nm	2.260205
385nm	2.224936
386nm	2.198110
387nm	2.182508
388nm	2.200879
389nm	2.191466
390nm	2.133907
391nm	2.049479
392nm	1.936402
393nm	1.929845
394nm	1.993553
395nm	1.919350
396nm	1.791954
397nm	1.907061
398nm	2.067900
399nm	2.113256
400nm	2.151724
401nm	2.164931
402nm	2.197435
403nm	2.305368
404nm	2.473165
405nm	2.764888
406nm	3.046171
407nm	3.314611
408nm	3.661107
409nm	4.066091
410nm	4.565750
411nm	5.106822
412nm	5.993677
413nm	6.956274
414nm	8.225135
415nm	9.539068
416nm	11.208542
417nm	13.017674
418nm	15.390550
419nm	18.002890
420nm	21.109928
421nm	24.664251
422nm	28.755354
423nm	33.503387
424nm	38.719936
425nm	45.212036
426nm	52.215939
427nm	60.791210
428nm	69.656067
429nm	81.601654
430nm	94.020401
431nm	109.704712
432nm	126.421967
433nm	146.376160
434nm	167.855011
435nm	191.862442
436nm	216.189240
437nm	240.821243
438nm	263.289734
439nm	284.567383
440nm	299.495667
441nm	312.622528
442nm	315.968506
443nm	317.877594
444nm	309.970123
445nm	300.469940
446nm	284.040405
447nm	266.179047
448nm	245.341599
449nm	224.160675
450nm	202.582520
451nm	182.582108
452nm	163.617004
453nm	147.704697
454nm	132.838516
455nm	121.076164
456nm	109.782265
457nm	100.834366
458nm	92.038582
459nm	83.963142
460nm	76.135254
461nm	68.834084
462nm	61.807793
463nm	55.096210
464nm	49.059513
465nm	43.447281
466nm	38.681801
467nm	34.179825
468nm	30.587551
469nm	27.149124
470nm	24.691523
471nm	22.320936
472nm	20.266073
473nm	18.407701
474nm	16.884560
475nm	15.483445
476nm	14.193052
477nm	12.996926
478nm	11.845117
479nm	10.899444
480nm	9.993779
481nm	9.332315
482nm	8.702249
483nm	8.236991
484nm	7.821290
485nm	7.512476
486nm	7.291752
487nm	7.166815
488nm	7.093728
489nm	7.049467
490nm	7.189998
491nm	7.374531
492nm	7.609436
493nm	7.850850
494nm	8.123562
495nm	8.426831
496nm	8.797903
497nm	9.251435
498nm	9.793913
499nm	10.340046
500nm	10.888124
501nm	11.536171
502nm	12.205231
503nm	12.826132
504nm	13.451563
505nm	14.098091
506nm	14.809946
507nm	15.640901
508nm	16.347183
509nm	16.944307
510nm	17.673355
511nm	18.455368
512nm	19.149885
513nm	19.826408
514nm	20.411900
515nm	20.998558
516nm	21.588474
517nm	22.183979
518nm	22.786318
519nm	23.293924
520nm	23.747755
521nm	24.247807
522nm	24.753992
523nm	25.071087
524nm	25.406588
525nm	25.810993
526nm	26.155807
527nm	26.413040
528nm	26.652475
529nm	26.880081
530nm	27.144415
531nm	27.418055
532nm	27.636366
533nm	27.827417
534nm	27.908224
535nm	28.010338
536nm	28.144512
537nm	28.274784
538nm	28.402489
539nm	28.433540
540nm	28.442633
541nm	28.511667
542nm	28.552660
543nm	28.496639
544nm	28.514425
545nm	28.628235
546nm	28.668280
547nm	28.668022
548nm	28.583698
549nm	28.493799
550nm	28.500996
551nm	28.485775
552nm	28.416752
553nm	28.359985
554nm	28.314837
555nm	28.215588
556nm	28.096771
557nm	28.064672
558nm	27.999155
559nm	27.765743
560nm	27.623030
561nm	27.611872
562nm	27.582285
563nm	27.542160
564nm	27.515566
565nm	27.482149
566nm	27.366493
567nm	27.239483
568nm	27.089542
569nm	26.982714
570nm	26.908855
571nm	26.826225
572nm	26.737944
573nm	26.571121
574nm	26.408257
575nm	26.255390
576nm	26.156382
577nm	26.105856
578nm	25.994915
579nm	25.865351
580nm	25.698082
581nm	25.509113
582nm	25.260113
583nm	25.092417
584nm	25.001022
585nm	24.878426
586nm	24.746769
587nm	24.631456
588nm	24.484966
589nm	24.257458
590nm	24.098400
591nm	23.998640
592nm	23.780174
593nm	23.538200
594nm	23.410767
595nm	23.259165
596nm	23.056492
597nm	22.919785
598nm	22.829514
599nm	22.757023
600nm	22.694914
601nm	22.684656
602nm	22.650774
603nm	22.580847
604nm	22.549721
605nm	22.537752
606nm	22.591213
607nm	22.669670
608nm	22.822090
609nm	23.006813
610nm	23.223503
611nm	23.606657
612nm	24.036503
613nm	24.479240
614nm	24.935976
615nm	25.418264
616nm	26.181829
617nm	27.102348
618nm	28.164961
619nm	29.304193
620nm	30.672913
621nm	32.130459
622nm	33.670628
623nm	35.655373
624nm	37.774216
625nm	40.150703
626nm	42.767532
627nm	45.725677
628nm	49.177086
629nm	52.834961
630nm	57.003605
631nm	61.578999
632nm	66.990051
633nm	72.875496
634nm	79.031967
635nm	86.203842
636nm	93.777603
637nm	102.316086
638nm	111.755234
639nm	121.838905
640nm	133.412643
641nm	145.637192
642nm	159.551010
643nm	174.699112
644nm	190.859116
645nm	209.475143
646nm	228.925690
647nm	250.267258
648nm	272.925995
649nm	296.726105
650nm	321.617218
651nm	346.636688
652nm	371.515564
653nm	394.299530
654nm	415.313629
655nm	429.377350
656nm	440.245209
657nm	443.274261
658nm	439.954041
659nm	431.816650
660nm	414.245514
661nm	393.562714
662nm	366.646576
663nm	336.324829
664nm	303.876526
665nm	269.695465
666nm	236.252411
667nm	204.455612
668nm	176.030121
669nm	149.400894
