Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/25_16:11:30
PPFD	4.506394
PFD	4.644901
PFD-UV	0.013187
PFD-B	1.204703
PFD-G	0.660550
PFD-R	2.641142
PFD-FR	0.125320
RFR(600~780nm)	2.766461
CHLB(430~480nm)	1.066350
Custom3(380~780nm)	4.644901
Custom4(380~780nm)	4.644901
UV%	0.283896
B%	25.936029
G%	14.220976
R%	56.861076
FR%	2.698017
RFR%	59.559101
CHLB%	22.957428
Custom3%	100.000000
Custom4%	100.000000
R:B	2.192358
R:FR	21.075132
R:G	3.998395
B:G	1.823787
UV:B	0.010946
UV:FR	0.105224
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	21.075132
BRAT(CHLB:PFD-B)	0.885155
Ratio3	0.000000
Ratio4	0.000000
LambdaP	657.000000
LambdaPV	17.833376
LambdaD	380.000000
LUX	131.171768
IRR	0.975361
fc	12.190684
I-Time	730.000000
380nm	0.221089
381nm	0.220949
382nm	0.219711
383nm	0.218369
384nm	0.218443
385nm	0.218065
386nm	0.214690
387nm	0.211541
388nm	0.209075
389nm	0.204112
390nm	0.194822
391nm	0.191415
392nm	0.194281
393nm	0.191296
394nm	0.184450
395nm	0.185620
396nm	0.189882
397nm	0.189921
398nm	0.189164
399nm	0.193298
400nm	0.197370
401nm	0.198582
402nm	0.199821
403nm	0.201170
404nm	0.205343
405nm	0.215360
406nm	0.225776
407nm	0.236684
408nm	0.249597
409nm	0.264012
410nm	0.284115
411nm	0.306706
412nm	0.335598
413nm	0.365870
414nm	0.412469
415nm	0.461409
416nm	0.528503
417nm	0.600162
418nm	0.690244
419nm	0.790733
420nm	0.912719
421nm	1.051439
422nm	1.210239
423nm	1.397792
424nm	1.605850
425nm	1.860111
426nm	2.132910
427nm	2.472401
428nm	2.824182
429nm	3.293985
430nm	3.783551
431nm	4.411655
432nm	5.082176
433nm	5.885620
434nm	6.753887
435nm	7.729660
436nm	8.726828
437nm	9.744443
438nm	10.695652
439nm	11.610310
440nm	12.281337
441nm	12.883244
442nm	13.098238
443nm	13.255918
444nm	13.016211
445nm	12.710104
446nm	12.115115
447nm	11.450504
448nm	10.641181
449nm	9.801519
450nm	8.926780
451nm	8.109015
452nm	7.328635
453nm	6.652722
454nm	6.012607
455nm	5.495596
456nm	4.996905
457nm	4.582826
458nm	4.179728
459nm	3.828629
460nm	3.486367
461nm	3.162909
462nm	2.856235
463nm	2.568776
464nm	2.305264
465nm	2.056813
466nm	1.849521
467nm	1.655037
468nm	1.495546
469nm	1.342034
470nm	1.227141
471nm	1.117832
472nm	1.028785
473nm	0.946785
474nm	0.876810
475nm	0.811077
476nm	0.749192
477nm	0.694692
478nm	0.643664
479nm	0.603648
480nm	0.565770
481nm	0.537477
482nm	0.509977
483nm	0.486570
484nm	0.467018
485nm	0.455778
486nm	0.447590
487nm	0.442720
488nm	0.440960
489nm	0.440930
490nm	0.446953
491nm	0.454418
492nm	0.466968
493nm	0.480273
494nm	0.497330
495nm	0.516512
496nm	0.540410
497nm	0.566585
498nm	0.595216
499nm	0.625972
500nm	0.657858
501nm	0.690383
502nm	0.723050
503nm	0.765873
504nm	0.807299
505nm	0.842211
506nm	0.879915
507nm	0.922706
508nm	0.965208
509nm	1.007457
510nm	1.048135
511nm	1.088184
512nm	1.126307
513nm	1.163922
514nm	1.198227
515nm	1.231676
516nm	1.262737
517nm	1.294996
518nm	1.328718
519nm	1.356053
520nm	1.379762
521nm	1.407670
522nm	1.436350
523nm	1.459398
524nm	1.482008
525nm	1.502983
526nm	1.520470
527nm	1.532832
528nm	1.546845
529nm	1.561957
530nm	1.571339
531nm	1.579268
532nm	1.591291
533nm	1.602207
534nm	1.608561
535nm	1.614673
536nm	1.620417
