Wavelength(nm)	PFD(umol m-2 s-1)
380	0.007453
381	0.007222
382	0.007273
383	0.007353
384	0.007257
385	0.007164
386	0.007094
387	0.007061
388	0.007140
389	0.007129
390	0.006960
391	0.006886
392	0.006915
393	0.006604
394	0.006067
395	0.006167
396	0.006515
397	0.006406
398	0.006211
399	0.006708
400	0.007198
401	0.007260
402	0.007309
403	0.007304
404	0.007754
405	0.009149
406	0.010341
407	0.011280
408	0.012264
409	0.013283
410	0.015183
411	0.017477
412	0.020645
413	0.024019
414	0.028468
415	0.033147
416	0.039761
417	0.046743
418	0.055123
419	0.064495
420	0.075882
421	0.089201
422	0.104841
423	0.123058
424	0.143148
425	0.167621
426	0.193933
427	0.226825
428	0.261061
429	0.306861
430	0.354918
431	0.417723
432	0.484974
433	0.565597
434	0.653030
435	0.751568
436	0.853034
437	0.957335
438	1.053329
439	1.144911
440	1.210201
441	1.268184
442	1.285643
443	1.297185
444	1.268063
445	1.232153
446	1.167103
447	1.095532
448	1.010684
449	0.924413
450	0.836552
451	0.755227
452	0.678094
453	0.613784
454	0.553707
455	0.507021
456	0.462121
457	0.425119
458	0.388656
459	0.355370
460	0.322769
461	0.291800
462	0.262187
463	0.234158
464	0.208562
465	0.184465
466	0.164337
467	0.145391
468	0.130541
469	0.116310
470	0.106184
471	0.096433
472	0.088164
473	0.080364
474	0.073396
475	0.067072
476	0.061333
477	0.056430
478	0.051913
479	0.047904
480	0.043980
481	0.041374
482	0.038779
483	0.036262
484	0.034263
485	0.033400
486	0.032407
487	0.031272
488	0.030782
489	0.030651
490	0.031279
491	0.032091
492	0.033112
493	0.034165
494	0.035353
495	0.036775
496	0.038711
497	0.040841
498	0.043179
499	0.045539
500	0.047916
501	0.050455
502	0.053036
503	0.056088
504	0.059171
505	0.062356
506	0.065592
507	0.068910
508	0.072253
509	0.075619
510	0.079074
511	0.082572
512	0.085709
513	0.088809
514	0.091849
515	0.094905
516	0.097987
517	0.100787
518	0.103240
519	0.105959
520	0.108835
521	0.110753
522	0.112485
523	0.114776
524	0.116932
525	0.118562
526	0.120078
527	0.121422
528	0.122905
529	0.124482
530	0.125948
531	0.127388
532	0.128245
533	0.129191
534	0.130502
535	0.131346
536	0.131482
537	0.132033
538	0.132860
539	0.133541
540	0.134186
541	0.134758
542	0.135204
543	0.135209
544	0.135393
545	0.135811
546	0.136128
547	0.136390
548	0.136270
549	0.136123
550	0.136420
551	0.136501
552	0.136060
553	0.136261
554	0.137074
555	0.136786
556	0.136095
557	0.136175
558	0.136325
559	0.136644
560	0.136592
561	0.135999
562	0.135820
563	0.135877
564	0.135668
565	0.135414
566	0.135134
567	0.134799
568	0.134354
569	0.134114
570	0.134029
571	0.133900
572	0.133741
573	0.133201
574	0.132555
575	0.131643
576	0.130983
577	0.130552
578	0.130154
579	0.129768
580	0.129630
581	0.129270
582	0.128295
583	0.127486
584	0.126833
585	0.126715
586	0.126741
587	0.125960
588	0.125277
589	0.124858
590	0.124274
591	0.123546
592	0.122593
593	0.121586
594	0.120681
595	0.119958
596	0.119624
597	0.119336
598	0.119082
599	0.118510
600	0.118037
601	0.118669
602	0.118801
603	0.118167
604	0.118708
605	0.119834
606	0.119440
607	0.119393
608	0.120873
609	0.122270
610	0.123584
611	0.125357
612	0.127300
613	0.129782
614	0.132523
615	0.135731
616	0.140067
617	0.145042
618	0.150766
619	0.156789
620	0.163620
621	0.171468
622	0.180271
623	0.190997
624	0.202479
625	0.216279
626	0.231169
627	0.247595
628	0.266287
629	0.285996
630	0.309512
631	0.334719
632	0.363334
633	0.395596
634	0.429993
635	0.469895
636	0.511909
637	0.558774
638	0.610914
639	0.666891
640	0.731018
641	0.799089
642	0.877335
643	0.962779
644	1.054198
645	1.158162
646	1.266694
647	1.385333
648	1.511472
649	1.644190
650	1.784346
651	1.925056
652	2.062558
653	2.189360
654	2.307139
655	2.387213
656	2.449430
657	2.466817
658	2.449291
659	2.405143
660	2.308197
661	2.193679
662	2.044258
663	1.875871
664	1.695396
665	1.505318
666	1.318992
667	1.141702
668	0.982679
669	0.833299
670	0.714026
671	0.605404
672	0.512552
673	0.436174
674	0.367073
675	0.313497
676	0.266979
677	0.227295
678	0.195127
679	0.166079
680	0.143311
681	0.124234
682	0.107358
683	0.096441
684	0.085841
685	0.075749
686	0.068326
687	0.061942
688	0.057009
689	0.052050
690	0.047066
691	0.043895
692	0.040946
693	0.038228
694	0.035751
695	0.033509
696	0.032259
697	0.030923
698	0.029513
699	0.028063
700	0.027021
701	0.026767
702	0.025856
703	0.024732
704	0.023642
705	0.023146
706	0.023089
707	0.022357
708	0.021265
709	0.019663
710	0.020577
711	0.021430
712	0.020601
713	0.020203
714	0.020056
715	0.020295
716	0.019277
717	0.017183
718	0.017546
719	0.018173
720	0.019083
721	0.018523
722	0.017807
723	0.017358
724	0.016510
725	0.015716
726	0.015846
727	0.015910
728	0.015950
729	0.016162
730	0.016039
731	0.015621
732	0.015162
733	0.015011
734	0.015238
735	0.015052
736	0.015114
737	0.015651
738	0.015386
739	0.014994
740	0.014649
741	0.015301
742	0.015638
743	0.014323
744	0.014184
745	0.014445
746	0.014665
747	0.014048
748	0.013442
749	0.014382
750	0.014720
751	0.014729
752	0.014520
753	0.014971
754	0.015615
