Wavelength(nm)	PFD(umol m-2 s-1)
380	0.014977
381	0.014589
382	0.012887
383	0.011099
384	0.014093
385	0.016615
386	0.015917
387	0.014954
388	0.013192
389	0.011438
390	0.009706
391	0.010497
392	0.014000
393	0.015723
394	0.016265
395	0.014223
396	0.011169
397	0.011228
398	0.011878
399	0.011143
400	0.010455
401	0.010958
402	0.011410
403	0.011655
404	0.012492
405	0.014559
406	0.013685
407	0.009167
408	0.008864
409	0.011741
410	0.012664
411	0.012729
412	0.012176
413	0.011486
414	0.011432
415	0.011473
416	0.012252
417	0.012844
418	0.012665
419	0.012944
420	0.014173
421	0.014337
422	0.013215
423	0.012130
424	0.011070
425	0.010490
426	0.010104
427	0.010043
428	0.010043
429	0.011998
430	0.013529
431	0.011105
432	0.009150
433	0.008695
434	0.008183
435	0.007578
436	0.007672
437	0.008438
438	0.010333
439	0.012857
440	0.011610
441	0.009282
442	0.009600
443	0.010034
444	0.007881
445	0.006367
446	0.007669
447	0.008577
448	0.008657
449	0.008460
450	0.007941
451	0.008443
452	0.009621
453	0.011519
454	0.013671
455	0.010328
456	0.006442
457	0.008167
458	0.009460
459	0.008671
460	0.008235
461	0.008557
462	0.007934
463	0.006224
464	0.007074
465	0.009546
466	0.010270
467	0.010449
468	0.010377
469	0.010154
470	0.008074
471	0.006522
472	0.006920
473	0.007071
474	0.006797
475	0.007404
476	0.008814
477	0.008180
478	0.006576
479	0.008091
480	0.010220
481	0.009398
482	0.008469
483	0.007035
484	0.006505
485	0.007942
486	0.008787
487	0.008984
488	0.007475
489	0.005008
490	0.006361
491	0.008633
492	0.007383
493	0.006493
494	0.008387
495	0.009547
496	0.009064
497	0.008531
498	0.007942
499	0.008104
500	0.008669
501	0.008895
502	0.009051
503	0.008594
504	0.008222
505	0.008251
506	0.008062
507	0.007476
508	0.007544
509	0.008188
510	0.008212
511	0.007985
512	0.007195
513	0.006476
514	0.007383
515	0.007657
516	0.006152
517	0.006246
518	0.008307
519	0.007835
520	0.005917
521	0.007285
522	0.009299
523	0.008777
524	0.008443
525	0.008819
526	0.008469
527	0.007046
528	0.007089
529	0.008112
530	0.008420
531	0.008548
532	0.010352
533	0.011534
534	0.010140
535	0.009047
536	0.008413
537	0.009434
538	0.011552
539	0.009969
540	0.007569
541	0.009580
542	0.011124
543	0.011031
544	0.010768
545	0.010284
546	0.010229
547	0.010410
548	0.009538
549	0.008542
550	0.008168
551	0.008199
552	0.009207
553	0.009499
554	0.009110
555	0.008812
556	0.008547
557	0.008145
558	0.007966
559	0.008831
560	0.009001
561	0.008156
562	0.009411
563	0.011873
564	0.011881
565	0.011408
566	0.010017
567	0.009695
568	0.011544
569	0.012141
570	0.011778
571	0.013119
572	0.014652
573	0.011034
574	0.009064
575	0.011290
576	0.012294
577	0.012195
578	0.012329
579	0.012533
580	0.012745
581	0.012702
582	0.011949
583	0.013550
584	0.017370
585	0.018601
586	0.019096
587	0.021719
588	0.023710
589	0.024041
590	0.025092
591	0.026771
592	0.029264
593	0.031967
594	0.034597
595	0.038738
596	0.046074
597	0.050165
598	0.051963
599	0.055141
600	0.059116
601	0.067015
602	0.075376
603	0.084429
604	0.091261
605	0.097002
606	0.106198
607	0.116938
608	0.132306
609	0.147259
610	0.161800
611	0.180069
612	0.199604
613	0.221837
614	0.245887
615	0.273203
616	0.303156
617	0.334630
618	0.375833
619	0.418034
620	0.460929
621	0.510669
622	0.566817
623	0.627672
624	0.691356
625	0.767850
626	0.852060
627	0.947165
628	1.049148
629	1.154483
630	1.280168
631	1.412843
632	1.559504
633	1.725225
634	1.902108
635	2.101530
636	2.312485
637	2.551153
638	2.805494
639	3.071324
640	3.371139
641	3.686955
642	4.043433
643	4.425025
644	4.827509
645	5.277921
646	5.748604
647	6.268479
648	6.823705
649	7.409921
650	8.047264
651	8.702170
652	9.390985
653	10.093940
654	10.809213
655	11.491333
656	12.147483
657	12.724962
658	13.196561
659	13.587791
660	13.748713
661	13.809587
662	13.650241
663	13.308763
664	12.852633
665	12.133186
666	11.352359
667	10.463492
668	9.509423
669	8.524334
670	7.555809
671	6.622707
672	5.742854
673	4.970334
674	4.247874
675	3.645792
676	3.110629
677	2.640266
678	2.260203
679	1.913698
680	1.631144
681	1.393730
682	1.182914
683	1.019440
684	0.869754
685	0.741643
686	0.641820
687	0.552134
688	0.473551
689	0.409428
690	0.357008
691	0.314670
692	0.274756
693	0.238537
694	0.207853
695	0.181554
696	0.171078
697	0.155886
698	0.136552
699	0.124842
700	0.113368
701	0.101392
702	0.089301
703	0.078446
704	0.074259
705	0.070569
706	0.067243
707	0.061458
708	0.057755
709	0.057093
710	0.054093
711	0.050117
712	0.044685
713	0.043273
714	0.043478
715	0.041413
716	0.041043
717	0.042124
718	0.037555
719	0.034643
720	0.034357
721	0.031862
722	0.030178
723	0.031474
724	0.029696
725	0.027961
726	0.031582
727	0.033169
728	0.033026
729	0.026850
730	0.026830
731	0.032199
732	0.035344
733	0.034552
734	0.028960
735	0.032297
736	0.033812
737	0.030884
738	0.028783
739	0.026504
740	0.023506
741	0.026553
742	0.031083
743	0.035166
744	0.036395
745	0.035259
746	0.029322
747	0.028228
748	0.030242
749	0.036814
750	0.039137
751	0.038274
752	0.031689
753	0.029119
754	0.029081
755	0.031673
756	0.030592
757	0.029807
758	0.040076
759	0.040910
760	0.038526
761	0.042825
762	0.041432
763	0.036773
764	0.029404
765	0.036519
766	0.044810
767	0.038643
768	0.033082
769	0.031907
770	0.041283
771	0.033263
772	0.028048
773	0.035921
774	0.039186
775	0.038399
776	0.032760
777	0.030979
778	0.032191
779	0.036037
780	0.033907
