Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/30_17:10:16
PPFD	17.216089
PFD	17.705776
PFD-UV	0.014694
PFD-B	4.280117
PFD-G	8.326348
PFD-R	4.609635
PFD-FR	0.474996
RFR(600~780nm)	5.084632
CHLB(430~480nm)	3.538003
Custom3(380~780nm)	17.705776
Custom4(380~780nm)	17.705776
UV%	0.082990
B%	24.173540
G%	47.026131
R%	26.034618
FR%	2.682717
RFR%	28.717365
CHLB%	19.982199
Custom3%	100.000000
Custom4%	100.000000
R:B	1.076988
R:FR	9.704572
R:G	0.553620
B:G	0.514045
UV:B	0.003433
UV:FR	0.030935
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	9.704572
BRAT(CHLB:PFD-B)	0.826614
Ratio3	0.000000
Ratio4	0.000000
LambdaP	443.000000
LambdaPV	43.797466
LambdaD	603.000000
LUX	1244.358643
IRR	3.894482
fc	115.646713
I-Time	272.000000
380nm	0.260856
381nm	0.274027
382nm	0.264251
383nm	0.251877
384nm	0.239414
385nm	0.228235
386nm	0.225554
387nm	0.222630
388nm	0.218965
389nm	0.213919
390nm	0.206477
391nm	0.204568
392nm	0.208556
393nm	0.207255
394nm	0.202465
395nm	0.203352
396nm	0.206428
397nm	0.217588
398nm	0.230273
399nm	0.234943
400nm	0.239428
401nm	0.245435
402nm	0.255238
403nm	0.279876
404nm	0.311950
405nm	0.359418
406nm	0.406152
407nm	0.451984
408nm	0.519524
409nm	0.603332
410nm	0.716945
411nm	0.843596
412nm	1.003081
413nm	1.169758
414nm	1.421424
415nm	1.685178
416nm	2.042175
417nm	2.419672
418nm	2.879925
419nm	3.399516
420nm	4.041691
421nm	4.755069
422nm	5.553896
423nm	6.489412
424nm	7.522408
425nm	8.689969
426nm	9.911522
427nm	11.328384
428nm	12.781240
429nm	14.419948
430nm	16.089317
431nm	17.973082
432nm	19.918413
433nm	22.056679
434nm	24.306658
435nm	26.741907
436nm	29.291269
437nm	31.949690
438nm	34.593651
439nm	37.229649
440nm	39.468563
441nm	41.594822
442nm	42.772888
443nm	43.797466
444nm	43.600418
445nm	43.154762
446nm	41.627460
447nm	39.753235
448nm	37.157917
449nm	34.296417
450nm	31.127142
451nm	27.912151
452nm	24.667156
453nm	21.773766
454nm	19.000858
455nm	16.820585
456nm	14.734945
457nm	13.264442
458nm	11.863344
459nm	10.790912
460nm	9.792858
461nm	8.953054
462nm	8.165084
463nm	7.436459
464nm	6.751449
465nm	6.093872
466nm	5.520337
467nm	4.972955
468nm	4.515820
469nm	4.075395
470nm	3.753557
471nm	3.455432
472nm	3.243344
473nm	3.057242
474nm	2.915474
475nm	2.801972
476nm	2.714115
477nm	2.650237
478nm	2.597631
479nm	2.565642
480nm	2.537655
481nm	2.552391
482nm	2.573424
483nm	2.627660
484nm	2.698320
485nm	2.804408
486nm	2.923219
487nm	3.055867
488nm	3.229956
489nm	3.427083
490nm	3.666076
491nm	3.915039
492nm	4.214605
493nm	4.519029
494nm	4.844708
495nm	5.183819
496nm	5.552733
497nm	5.937044
498nm	6.337961
499nm	6.753183
500nm	7.176012
501nm	7.625015
502nm	8.079533
503nm	8.539246
504nm	9.002214
505nm	9.480352
506nm	9.960196
507nm	10.443147
508nm	10.919485
509nm	11.390032
510nm	11.844209
511nm	12.291813
512nm	12.724828
513nm	13.153093
514nm	13.545727
515nm	13.936149
516nm	14.320398
517nm	14.692976
518nm	15.051287
519nm	15.379880
520nm	15.691599
521nm	15.994093
522nm	16.293615
523nm	16.536793
524nm	16.779299
525nm	17.019287
526nm	17.248674
527nm	17.462482
528nm	17.663750
529nm	17.856678
530nm	18.016541
531nm	18.168024
532nm	18.322330
533nm	18.474562
534nm	18.618315
535nm	18.745634
536nm	18.848232
537nm	18.954386
538nm	19.062881
539nm	19.163118
540nm	19.260969
541nm	19.331539
542nm	19.402388
543nm	19.474197
544nm	19.537458
545nm	19.589602
546nm	19.642633
547nm	19.696154
548nm	19.742580
549nm	19.788876
550nm	19.847435
551nm	19.901920
552nm	19.946636
553nm	19.992987
554nm	20.040886
555nm	20.081366
556nm	20.119162
557nm	20.166712
558nm	20.213844
559nm	20.257130
560nm	20.301065
561nm	20.345947
562nm	20.392921
563nm	20.441093
564nm	20.476124
565nm	20.509575
566nm	20.547203
567nm	20.580950
568nm	20.606855
569nm	20.632252
570nm	20.657259
571nm	20.686516
572nm	20.715721
573nm	20.720579
574nm	20.724169
575nm	20.724552
576nm	20.714130
577nm	20.693981
578nm	20.669796
579nm	20.644512
580nm	20.624922
581nm	20.596512
582nm	20.543694
583nm	20.497719
584nm	20.458168
585nm	20.403929
586nm	20.344936
587nm	20.271841
588nm	20.193995
589nm	20.103796
590nm	20.006525
591nm	19.903128
592nm	19.777363
593nm	19.645754
594nm	19.512501
595nm	19.379675
596nm	19.247742
597nm	19.104187
598nm	18.952446
599nm	18.798206
600nm	18.640427
601nm	18.460690
602nm	18.277222
603nm	18.088058
604nm	17.901655
605nm	17.716612
606nm	17.510647
607nm	17.305357
608nm	17.106642
609nm	16.892893
610nm	16.664267
611nm	16.440615
612nm	16.217657
613nm	15.985519
614nm	15.750450
615nm	15.510025
616nm	15.274792
617nm	15.042455
618nm	14.800458
619nm	14.557064
620nm	14.311266
621nm	14.068768
622nm	13.829334
623nm	13.600874
624nm	13.372173
625nm	13.121939
626nm	12.876124
627nm	12.636593
628nm	12.404460
629nm	12.174607
630nm	11.913347
631nm	11.658536
632nm	11.416974
633nm	11.189863
634nm	10.971008
635nm	10.744134
636nm	10.515578
637nm	10.283541
638nm	10.045612
639nm	9.803468
640nm	9.589387
641nm	9.379078
642nm	9.171370
643nm	8.964046
644nm	8.757037
645nm	8.558786
646nm	8.363173
647nm	8.172991
648nm	7.983013
649nm	7.793211
650nm	7.604526
651nm	7.418187
652nm	7.240332
653nm	7.062369
654nm	6.884315
655nm	6.716644
656nm	6.552578
657nm	6.396187
658nm	6.242653
659nm	6.091287
660nm	5.936945
661nm	5.783589
662nm	5.633739
663nm	5.493423
664nm	5.359058
665nm	5.217499
666nm	5.078277
667nm	4.944378
668nm	4.827785
669nm	4.717706
670nm	4.574636
671nm	4.445482
672nm	4.336642
673nm	4.226272
674nm	4.114951
675nm	4.000555
676nm	3.895533
677nm	3.799554
678nm	3.697927
679nm	3.596829
680nm	3.499488
681nm	3.409887
682nm	3.324667
683nm	3.230087
684nm	3.138784
685nm	3.052531
686nm	2.984080
687nm	2.919151
688nm	2.846259
689nm	2.774325
690nm	2.703165
691nm	2.643095
692nm	2.579470
693nm	2.507602
694nm	2.443317
695nm	2.381676
696nm	2.319368
697nm	2.255689
698nm	2.190815
699nm	2.143600
700nm	2.096388
701nm	2.046920
702nm	1.999979
703nm	1.951260
704nm	1.889099
705nm	1.839319
706nm	1.798650
707nm	1.754076
708nm	1.706146
709nm	1.653435
710nm	1.623185
711nm	1.596538
712nm	1.567074
713nm	1.518028
714nm	1.461923
715nm	1.423352
716nm	1.394097
717nm	1.372785
718nm	1.338239
719nm	1.307386
720nm	1.282381
721nm	1.257763
722nm	1.229551
723nm	1.192343
724nm	1.154533
725nm	1.122914
726nm	1.120594
727nm	1.091322
728nm	1.048566
729nm	1.033996
730nm	1.011849
731nm	0.983095
732nm	0.957368
733nm	0.941908
734nm	0.938939
735nm	0.912619
736nm	0.892782
737nm	0.887341
738nm	0.865925
739nm	0.845963
740nm	0.835579
741nm	0.826847
742nm	0.815647
743nm	0.796265
744nm	0.767429
745nm	0.741600
746nm	0.738017
747nm	0.725626
748nm	0.712872
749nm	0.714229
750nm	0.710424
751nm	0.698603
752nm	0.659739
753nm	0.640492
754nm	0.632561
755nm	0.632110
756nm	0.639029
757nm	0.645577
758nm	0.631187
759nm	0.606999
760nm	0.584355
761nm	0.591130
762nm	0.584492
763nm	0.574720
764nm	0.576441
765nm	0.574822
766nm	0.567849
767nm	0.547926
768nm	0.528298
769nm	0.512371
770nm	0.505488
771nm	0.490550
772nm	0.482592
773nm	0.491529
774nm	0.482396
775nm	0.471190
776nm	0.460648
777nm	0.463533
778nm	0.461747
779nm	0.454730
780nm	0.453676
CCT	5347.000000
Duv	-0.005365
x	0.335657
y	0.333539
u'	0.212067
v'	0.474140
deltax	-0.000395
deltay	-0.010622
deltau'	0.003915
deltav'	-0.005503
Purity	0.757641
CRI	71.509308
R1	73.223381
R2	74.235741
R3	73.545715
R4	73.665428
R5	73.881264
R6	65.707069
R7	76.278427
R8	61.537422
R9	-16.590559
R10	38.874348
R11	75.204010
R12	46.350922
R13	71.546783
R14	85.246193
R15	67.328957
