Wavelength(nm)	PFD(umol m-2 s-1)
380	0.000954
381	0.000963
382	0.000958
383	0.000952
384	0.000907
385	0.000872
386	0.000902
387	0.000912
388	0.000859
389	0.000834
390	0.000859
391	0.000853
392	0.000813
393	0.000793
394	0.000786
395	0.000785
396	0.000788
397	0.000816
398	0.000849
399	0.000882
400	0.000914
401	0.000931
402	0.000965
403	0.001065
404	0.001167
405	0.001270
406	0.001395
407	0.001547
408	0.001771
409	0.002050
410	0.002369
411	0.002706
412	0.003174
413	0.003672
414	0.004380
415	0.005124
416	0.006154
417	0.007244
418	0.008561
419	0.010058
420	0.011923
421	0.014011
422	0.016367
423	0.019055
424	0.021985
425	0.025430
426	0.029094
427	0.033308
428	0.037640
429	0.042616
430	0.047711
431	0.053485
432	0.059485
433	0.066136
434	0.073105
435	0.080582
436	0.088400
437	0.096548
438	0.104622
439	0.112673
440	0.119793
441	0.126670
442	0.131241
443	0.135434
444	0.136274
445	0.136408
446	0.133450
447	0.129424
448	0.123183
449	0.115914
450	0.107454
451	0.098519
452	0.089258
453	0.080493
454	0.071873
455	0.064588
456	0.057498
457	0.052093
458	0.046914
459	0.042898
460	0.039161
461	0.036042
462	0.033130
463	0.030459
464	0.028008
465	0.025693
466	0.023596
467	0.021562
468	0.019897
469	0.018287
470	0.017051
471	0.015895
472	0.015045
473	0.014285
474	0.013684
475	0.013245
476	0.012954
477	0.012777
478	0.012655
479	0.012630
480	0.012624
481	0.012769
482	0.012940
483	0.013247
484	0.013620
485	0.014132
486	0.014705
487	0.015346
488	0.016152
489	0.017052
490	0.018063
491	0.019103
492	0.020328
493	0.021586
494	0.022987
495	0.024432
496	0.025966
497	0.027536
498	0.029146
499	0.030838
500	0.032577
501	0.034372
502	0.036183
503	0.038039
504	0.039908
505	0.041812
506	0.043717
507	0.045618
508	0.047494
509	0.049349
510	0.051195
511	0.053041
512	0.054812
513	0.056570
514	0.058219
515	0.059840
516	0.061373
517	0.062916
518	0.064469
519	0.065901
520	0.067267
521	0.068613
522	0.069956
523	0.071122
524	0.072288
525	0.073449
526	0.074545
527	0.075543
528	0.076513
529	0.077466
530	0.078399
531	0.079330
532	0.080137
533	0.080929
534	0.081653
535	0.082371
536	0.083078
537	0.083809
538	0.084557
539	0.085204
540	0.085827
541	0.086415
542	0.087001
543	0.087581
544	0.088176
545	0.088789
546	0.089301
547	0.089757
548	0.090274
549	0.090798
550	0.091288
551	0.091802
552	0.092369
553	0.092904
554	0.093408
555	0.093923
556	0.094443
557	0.095006
558	0.095571
559	0.096133
560	0.096692
561	0.097247
562	0.097823
563	0.098413
564	0.098943
565	0.099468
566	0.100019
567	0.100572
568	0.101127
569	0.101654
570	0.102159
571	0.102640
572	0.103114
573	0.103545
574	0.103972
575	0.104387
576	0.104741
577	0.105040
578	0.105388
579	0.105747
580	0.105905
581	0.106077
582	0.106284
583	0.106445
584	0.106562
585	0.106666
586	0.106763
587	0.106748
588	0.106697
589	0.106555
590	0.106384
591	0.106187
592	0.105898
593	0.105578
594	0.105182
595	0.104772
596	0.104332
597	0.103818
598	0.103251
599	0.102660
600	0.102057
601	0.101403
602	0.100709
603	0.099952
604	0.099179
605	0.098395
606	0.097535
607	0.096665
608	0.095783
609	0.094809
610	0.093743
611	0.092637
612	0.091522
613	0.090454
614	0.089344
615	0.088163
616	0.087018
617	0.085891
618	0.084651
619	0.083411
620	0.082211
621	0.081024
622	0.079850
623	0.078541
624	0.077222
625	0.076090
626	0.074871
627	0.073529
628	0.072226
629	0.070936
630	0.069650
631	0.068349
632	0.067026
633	0.065734
634	0.064459
635	0.063172
636	0.061897
637	0.060665
638	0.059374
639	0.058040
640	0.056866
641	0.055698
642	0.054501
643	0.053321
644	0.052153
645	0.050993
646	0.049863
647	0.048855
648	0.047766
649	0.046606
650	0.045620
651	0.044628
652	0.043524
653	0.042515
654	0.041586
655	0.040673
656	0.039741
657	0.038740
658	0.037795
659	0.036890
660	0.035977
661	0.035080
662	0.034234
663	0.033374
664	0.032506
665	0.031676
666	0.030886
667	0.030179
668	0.029381
669	0.028548
670	0.027884
671	0.027228
672	0.026584
673	0.025883
674	0.025176
675	0.024544
676	0.023945
677	0.023378
678	0.022836
679	0.022274
680	0.021645
681	0.021090
682	0.020577
683	0.020032
684	0.019504
685	0.019003
686	0.018595
687	0.018198
688	0.017725
689	0.017241
690	0.016746
691	0.016329
692	0.015941
693	0.015600
694	0.015249
695	0.014896
696	0.014556
697	0.014188
698	0.013798
699	0.013503
700	0.013196
701	0.012851
702	0.012489
703	0.012137
704	0.011864
705	0.011584
706	0.011300
707	0.011019
708	0.010771
709	0.010570
710	0.010375
711	0.010156
712	0.009866
713	0.009619
714	0.009390
715	0.009158
716	0.008974
717	0.008831
718	0.008653
719	0.008434
720	0.008156
721	0.008020
722	0.007883
723	0.007681
724	0.007527
725	0.007377
726	0.007156
727	0.007020
728	0.006926
729	0.006739
730	0.006594
731	0.006486
732	0.006344
733	0.006193
734	0.006032
735	0.005950
736	0.005863
737	0.005756
738	0.005658
739	0.005562
740	0.005465
741	0.005380
742	0.005299
743	0.005220
744	0.005086
745	0.004988
746	0.005083
747	0.005066
748	0.004993
749	0.004893
750	0.004755
751	0.004622
752	0.004594
753	0.004524
754	0.004433
755	0.004345
756	0.004270
757	0.004216
758	0.004236
759	0.004212
760	0.004166
761	0.004115
762	0.004031
763	0.003948
764	0.003932
765	0.003860
766	0.003760
767	0.003639
768	0.003616
769	0.003613
770	0.003578
771	0.003510
772	0.003460
773	0.003457
774	0.003403
775	0.003339
776	0.003270
777	0.003190
778	0.003177
779	0.003228
780	0.003110
