Wavelength(nm)	PFD(umol m-2 s-1)
380	0.006469
381	0.006848
382	0.006672
383	0.006436
384	0.006465
385	0.006474
386	0.006349
387	0.006229
388	0.006122
389	0.005874
390	0.005382
391	0.005370
392	0.005876
393	0.006205
394	0.006417
395	0.006573
396	0.006708
397	0.006929
398	0.007167
399	0.007663
400	0.008202
401	0.009086
402	0.009988
403	0.010950
404	0.012317
405	0.014524
406	0.017100
407	0.020130
408	0.023739
409	0.027789
410	0.033443
411	0.039821
412	0.048366
413	0.057422
414	0.069555
415	0.082175
416	0.098157
417	0.115283
418	0.136808
419	0.160216
420	0.187424
421	0.217583
422	0.251277
423	0.289490
424	0.331000
425	0.377258
426	0.425562
427	0.478997
428	0.533586
429	0.593436
430	0.654132
431	0.718806
432	0.784298
433	0.851738
434	0.919303
435	0.986876
436	1.052550
437	1.116408
438	1.173339
439	1.226542
440	1.263518
441	1.295970
442	1.303405
443	1.306993
444	1.282078
445	1.251760
446	1.198281
447	1.138155
448	1.064427
449	0.985597
450	0.900887
451	0.816688
452	0.732697
453	0.657377
454	0.584825
455	0.524516
456	0.466000
457	0.422014
458	0.379673
459	0.345879
460	0.314199
461	0.287206
462	0.262128
463	0.239275
464	0.218641
465	0.199380
466	0.182535
467	0.166397
468	0.153296
469	0.140648
470	0.131072
471	0.121981
472	0.114762
473	0.108496
474	0.103889
475	0.099789
476	0.096151
477	0.093738
478	0.091898
479	0.091404
480	0.091170
481	0.091780
482	0.092593
483	0.094483
484	0.096855
485	0.100266
486	0.104595
487	0.109927
488	0.115767
489	0.121902
490	0.129394
491	0.137234
492	0.147272
493	0.157496
494	0.168295
495	0.179481
496	0.191479
497	0.204158
498	0.217572
499	0.231367
500	0.245391
501	0.260591
502	0.276085
503	0.291763
504	0.307531
505	0.323506
506	0.339747
507	0.356426
508	0.372948
509	0.389339
510	0.405388
511	0.421335
512	0.436451
513	0.451464
514	0.465892
515	0.480188
516	0.494022
517	0.507730
518	0.521271
519	0.534037
520	0.546381
521	0.557578
522	0.568567
523	0.579736
524	0.590606
525	0.600248
526	0.609542
527	0.618304
528	0.626828
529	0.635200
530	0.643058
531	0.650804
532	0.657526
533	0.664159
534	0.670379
535	0.676604
536	0.682827
537	0.688918
538	0.694929
539	0.700310
540	0.705547
541	0.710393
542	0.715068
543	0.719117
544	0.723270
545	0.727555
546	0.731212
547	0.734527
548	0.738196
549	0.741905
550	0.745332
551	0.748772
552	0.752235
553	0.755566
554	0.758772
555	0.761645
556	0.764401
557	0.768125
558	0.771729
559	0.774568
560	0.777551
561	0.780741
562	0.784124
563	0.787620
564	0.790040
565	0.792333
566	0.794975
567	0.797476
568	0.799685
569	0.802065
570	0.804577
571	0.806237
572	0.807690
573	0.809188
574	0.810525
575	0.811458
576	0.811934
577	0.811994
578	0.812552
579	0.813236
580	0.812732
581	0.812178
582	0.811500
583	0.810842
584	0.810203
585	0.808953
586	0.807492
587	0.805226
588	0.802882
589	0.800358
590	0.797568
591	0.794545
592	0.790632
593	0.786482
594	0.782416
595	0.778082
596	0.773201
597	0.768372
598	0.763573
599	0.757791
600	0.751857
601	0.746146
602	0.740059
603	0.733408
604	0.726863
605	0.720358
606	0.713897
607	0.707067
608	0.698994
609	0.690909
610	0.682814
611	0.674533
612	0.666162
613	0.657559
614	0.649071
615	0.640820
616	0.632300
617	0.623616
618	0.614698
619	0.605748
620	0.596819
621	0.587924
622	0.579059
623	0.569767
624	0.560455
625	0.551925
626	0.543040
627	0.533662
628	0.524380
629	0.515118
630	0.505883
631	0.496901
632	0.488472
633	0.479135
634	0.469264
635	0.460455
636	0.451714
637	0.443052
638	0.433982
639	0.424609
640	0.415797
641	0.407059
642	0.398429
643	0.390364
644	0.382759
645	0.374287
646	0.365781
647	0.357692
648	0.350107
649	0.342957
650	0.335490
651	0.328191
652	0.321784
653	0.315142
654	0.308296
655	0.301006
656	0.293798
657	0.287123
658	0.280633
659	0.274281
660	0.267868
661	0.261676
662	0.256151
663	0.249793
664	0.242907
665	0.237586
666	0.232398
667	0.227397
668	0.221842
669	0.216026
670	0.210301
671	0.204989
672	0.200291
673	0.195860
674	0.191440
675	0.186634
676	0.181760
677	0.176817
678	0.173103
679	0.169266
680	0.164602
681	0.160487
682	0.156693
683	0.153519
684	0.150064
685	0.146180
686	0.142456
687	0.138931
688	0.136219
689	0.132878
690	0.129023
691	0.126474
692	0.123579
693	0.119859
694	0.117783
695	0.116020
696	0.112422
697	0.109469
698	0.107080
699	0.104543
700	0.101916
701	0.099140
702	0.096913
703	0.094861
704	0.092797
705	0.090386
706	0.087718
707	0.086031
708	0.084605
709	0.083548
710	0.081768
711	0.079883
712	0.078129
713	0.076085
714	0.073998
715	0.072686
716	0.071414
717	0.070175
718	0.068039
719	0.066211
720	0.064867
721	0.063371
722	0.061777
723	0.060008
724	0.059069
725	0.058363
726	0.057340
727	0.056145
728	0.054891
729	0.054138
730	0.053162
731	0.051989
732	0.050371
733	0.049236
734	0.048699
735	0.047911
736	0.047034
737	0.046051
738	0.045039
739	0.044227
740	0.043867
