Model Name	LI-180
Serial Number	A21M0027
Time	2025/06/30_16:59:35
PPFD	17.537210
PFD	18.063612
PFD-UV	0.017315
PFD-B	3.914533
PFD-G	8.544599
PFD-R	5.078082
PFD-FR	0.509088
RFR(600~780nm)	5.587169
CHLB(430~480nm)	3.180640
Custom3(380~780nm)	18.063612
Custom4(380~780nm)	18.063612
UV%	0.095858
B%	21.670815
G%	47.302811
R%	28.112207
FR%	2.818307
RFR%	30.930519
CHLB%	17.607992
Custom3%	100.000000
Custom4%	100.000000
R:B	1.297238
R:FR	9.974857
R:G	0.594303
B:G	0.458130
UV:B	0.004423
UV:FR	0.034013
B:G:R	0.000000
B:R:FR	0.000000
UV:B:G:R:FR	0.000000
RFR(PFD-R:PFD-FR)	9.974857
BRAT(CHLB:PFD-B)	0.812521
Ratio3	0.000000
Ratio4	0.000000
LambdaP	444.000000
LambdaPV	36.716251
LambdaD	580.000000
LUX	1286.789795
IRR	3.932012
fc	119.590126
I-Time	320.000000
380nm	0.300415
381nm	0.302307
382nm	0.300093
383nm	0.297239
384nm	0.282492
385nm	0.270814
386nm	0.279467
387nm	0.281757
388nm	0.264788
389nm	0.256551
390nm	0.263448
391nm	0.260857
392nm	0.248150
393nm	0.241384
394nm	0.238538
395nm	0.237882
396nm	0.238069
397nm	0.245876
398nm	0.255120
399nm	0.264484
400nm	0.273433
401nm	0.277689
402nm	0.287027
403nm	0.316224
404nm	0.345539
405nm	0.375095
406nm	0.410996
407nm	0.454704
408nm	0.519294
409nm	0.599531
410nm	0.691121
411nm	0.787679
412nm	0.921542
413nm	1.063578
414nm	1.265486
415nm	1.477097
416nm	1.769757
417nm	2.078146
418nm	2.450026
419nm	2.871633
420nm	3.395967
421nm	3.981217
422nm	4.639573
423nm	5.388753
424nm	6.202707
425nm	7.158027
426nm	8.170068
427nm	9.331487
428nm	10.520432
429nm	11.883565
430nm	13.273170
431nm	14.845123
432nm	16.472128
433nm	18.271646
434nm	20.150326
435nm	22.160286
436nm	24.254570
437nm	26.429443
438nm	28.574484
439nm	30.703100
440nm	32.569218
441nm	34.360859
442nm	35.520187
443nm	36.572250
444nm	36.716251
445nm	36.669712
446nm	35.794178
447nm	34.636570
448nm	32.892673
449nm	30.882727
450nm	28.565182
451nm	26.132006
452nm	23.622957
453nm	21.256186
454nm	18.938173
455nm	16.981087
456nm	15.083957
457nm	13.636204
458nm	12.253699
459nm	11.180191
460nm	10.184079
461nm	9.352639
462nm	8.578474
463nm	7.869885
464nm	7.221014
465nm	6.609701
466nm	6.057367
467nm	5.523388
468nm	5.085994
469nm	4.664449
470nm	4.339915
471nm	4.037087
472nm	3.813020
473nm	3.612899
474nm	3.453635
475nm	3.335758
476nm	3.255434
477nm	3.204394
478nm	3.167119
479nm	3.154284
480nm	3.146191
481nm	3.175743
482nm	3.211632
483nm	3.281041
484nm	3.366278
485nm	3.485653
486nm	3.619635
487nm	3.769500
488nm	3.959374
489nm	4.171492
490nm	4.409796
491nm	4.654337
492nm	4.942666
493nm	5.237740
494nm	5.566604
495nm	5.904512
496nm	6.262488
497nm	6.627905
498nm	7.001348
499nm	7.392947
500nm	7.794198
501nm	8.207096
502nm	8.622452
503nm	9.046632
504nm	9.472240
505nm	9.904510
506nm	10.335348
507nm	10.763583
508nm	11.184209
509nm	11.598176
510nm	12.008357
511nm	12.417020
512nm	12.806557
513nm	13.191562
514nm	13.549684
515nm	13.899983
516nm	14.228437
517nm	14.557852
518nm	14.888446
519nm	15.189898
520nm	15.474809
521nm	15.754265
522nm	16.031811
523nm	16.267763
524nm	16.503099
525nm	16.736124
526nm	16.953531
527nm	17.147985
528nm	17.335291
529nm	17.517845
530nm	17.695517
531nm	17.871952
532nm	18.019859
533nm	18.163795
534nm	18.291948
535nm	18.418240
536nm	18.541733
537nm	18.670086
538nm	18.801641
539nm	18.910259
540nm	19.013309
541nm	19.108103
542nm	19.202360
543nm	19.294794
544nm	19.390064
545nm	19.489023
546nm	19.565416
547nm	19.629478
548nm	19.706457
549nm	19.784882
550nm	19.855505
551nm	19.930887
552nm	20.017702
553nm	20.097204
554nm	20.169775
555nm	20.244478
556nm	20.319950
557nm	20.404367
558nm	20.488958
559nm	20.572544
560nm	20.655254
561nm	20.736696
562nm	20.822517
563nm	20.910843
564nm	20.986259
565nm	21.060251
566nm	21.139502
567nm	21.218870
568nm	21.298477
569nm	21.371788
570nm	21.440283
571nm	21.503469
572nm	21.564951
573nm	21.617338
574nm	21.668661
575nm	21.717295
576nm	21.753159
577nm	21.777529
578nm	21.811785
579nm	21.848246
580nm	21.843235
581nm	21.840921
582nm	21.846056
583nm	21.841581
584nm	21.828081
585nm	21.812067
586nm	21.794781
587nm	21.754505
588nm	21.707153
589nm	21.641413
590nm	21.570032
591nm	21.493776
592nm	21.398922
593nm	21.298380
594nm	21.182861
595nm	21.064732
596nm	20.941088
597nm	20.803017
598nm	20.654791
599nm	20.502354
600nm	20.347860
601nm	20.183924
602nm	20.012329
603nm	19.829046
604nm	19.643028
605nm	19.455664
606nm	19.253708
607nm	19.050489
608nm	18.845798
609nm	18.623501
610nm	18.383793
611nm	18.137320
612nm	17.889711
613nm	17.651993
614nm	17.407093
615nm	17.149082
616nm	16.898834
617nm	16.652918
618nm	16.385967
619nm	16.119896
620nm	15.862203
621nm	15.608032
622nm	15.357140
623nm	15.081155
624nm	14.804116
625nm	14.563749
626nm	14.307525
627nm	14.028780
628nm	13.758257
629nm	13.491029
630nm	13.225306
631nm	12.957840
632nm	12.686788
633nm	12.422648
634nm	12.162457
635nm	11.900908
636nm	11.642425
637nm	11.392644
638nm	11.132727
639nm	10.865554
640nm	10.629155
641nm	10.394691
642nm	10.155491
643nm	9.920083
644nm	9.687785
645nm	9.457584
